Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Grid,Op Status,Coverage,Sponsor,Features,Web links,Coordination,Last update,Uplink Tone,Downlink Tone,P-25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,Links,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Notes,Nets,YSF Digital Enabled,DG-ID,WIRES-X,Local Network,On-air,Affiliate,EchoLink,IRLP,AllStar,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Feed,Talkgroups,Southern Colorado,Devilshead Local,Commands,Rocky Mountain Wide,Central Regional,Bandwidth,TAC 310,TAC 311,Colorado,Colorado Chat,Eastern Colorado,Talkgroup Network,Northern Colorado Regional,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Location Photo,DCI Bridge,N. Colorado,Mountain Reg USA,Local/Cluster,Worldwide,North America,English,Worldwide English,Wyoming,WyLOCAL,REACT,CO-Park County
446.95,-5,CC,K7PFJ,"Colorado Springs, Almagre Mountain",CO,OPEN,,D,48.8,SW,,08,5220,38.77259827,-104.99299622,446.95,441.95,,,,Teller,,On-Air,Monument Hill through Pueblo.,Rocky Mountain Ham Radio,,,,2019-11-27,,,,,,,"Full-time to 446.98750 (N0SZ) at Boulder, Lee Hill, CO .",yes,7,310816,RMHR c Record retrieved from radioid.net,,,,,,,,,RMHAM,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,CC,N0SZ,"Golden, Lookout Mountain",CO,OPEN,,D,48.8,WNW,,08,10939,39.73070145,-105.23300171,145.37,144.77,,,,Jefferson,DM79JR,On-Air,,Rocky Mountain Ham Radio,700,Rocky Mountain Ham Radio,CCARC,2019-11-27,,,,,,,,yes,7,310808,RMHR c Record retrieved from radioid.net,,See the website for programming information. Voice ID is required for data/GPS/text on TG 705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.725,-25.7,D114,WA6IFI,"Colorado Springs, Almagre Mountain",CO,OPEN,,,48.8,SW,,08,58,38.77259827,-104.99299622,927.725,902.025,,,,Teller,,On-Air,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. 50 mi radius. Repeater Coverage Map",WA6IFI,12,Yahoo Group,CCARC,2020-01-01,,,yes,293,yes,,Full-time to the The 900 P25 Network System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,AA0SP,"Colorado Springs, Almagre Mountain",CO,PRIVATE,,,48.81,SW,,08,8178,38.77249908,-104.99299622,147.18,147.78,,,,El Paso,DM78MS,On-Air,"Located on South Almagre Mountain at 12,367 feet, it provides excellent coverage of nearly all of El Paso County and points east, along with coverage extending south past Pueblo. Locations very close in to the Front Range, or in the shadow of Cheyenne Mountain are not covered well. Since this peak is shorter than Pikes Peak its coverage to the north is not as good as Pikes Peak, although there are points northeast of Colorado Springs where there is coverage.",AA0SP,E-power (solar).,,CCARC,2017-03-09,100,,,,,,,,,,,,This repeater is available for public service oriented communications with prior coordination. Contact Mike Proctor KB0IAP to coordinate its use.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,88.5,N0ARA,"Critchell, Critchell Mountain",CO,OPEN,,,48.84,WNW,,08,59,39.5148,-105.353,147.12,147.72,,,,Jefferson,,On-Air,Denver metro and east.,Aurora Repeater Association,E-power.,http://www.n0ara.org,CCARC,2016-01-17,88.5,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,CC,N0SZ,"Colorado Springs, Almagre Mountain",CO,OPEN,,D,48.84,SW,,08,17250,38.77199936,-104.99299622,145.235,144.635,,,,El Paso,DM78MS,On-Air,Wide area,RMHAM,,Rocky Mountain Ham Radio,CCARC,2019-11-27,,,,,,,,yes,7,310824,c Record retrieved from radioid.net,,Voice ID is required for data/GPS/text on TG 705,,,,,,,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Eastern Colorado 2 705 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,
927.975,-25.9,67,W0SKY,"Golden, Lookout Mountain",CO,OPEN,A,,49.08,WNW,,08,18156,39.7333,-105.237,927.975,902.0375,,,,Jefferson,,On-Air,"Denver, Golden",,AllStar,http://www.w0sky.com,,2019-10-05,67,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Standard AllStar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,KE0VH,"Golden, Lookout Mountain",CO,OPEN,,Y,49.15,WNW,,08,139,39.733,-105.239,449.625,444.625,,,,Jefferson,,On-Air,,,E-power,,CCARC,2019-06-19,141.3,141.3,,,,Yes; analog capable.,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,,49.22,NW,,08,143,39.75559998,-105.22100067,448.125,443.125,,,,Jefferson,,On-Air,,Denver PD EEB,,,CCARC,2014-04-28,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,,49.22,NW,,08,7170,39.75550079,-105.22100067,927.7875,902.7875,,,,Jefferson,,On-Air,Golden and Denver.,N0PYY,,,,2017-12-24,156.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,,49.22,NW,,08,137,39.75559998,-105.22100067,448.975,443.975,,,,Jefferson,,On-Air,Wide area.,FRG,Linkable VHF/UHF Remote Base,,CCARC,2019-09-06,123,,,,,,,,,,,,,,,,,,,,,,42845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.34,-0.6,103.5,KE4GUQ,Evergreen,CO,OPEN,I,,49.6,WNW,,08,73,39.6333,-105.317,145.34,144.74,,,,Jefferson,,On-Air,Wide area.,Rocky Mtn Radio League,E-power.,Repeater,CCARC,2019-08-15,103.5,127.3,,,,,,,,,,,,,,,,,,,,3350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,CC,N0SZ,"Evergreen, Squaw Mountain",CO,OPEN,,D,49.6,WNW,,08,10932,39.6333,-105.317,145.175,144.575,,,,Clear Creek,,On-Air,,Rocky Mountain Ham Radio,700,Rocky Mountain Ham Radio,CCARC,2018-11-25,,,,,,,,yes,7,310810,,,Voice ID is required for data/GPS/text on TG 705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.3,-5,107.2,AC0KC,Fort Lupton,CO,OPEN,EI,,50.09,NNW,Node Offline,08,8739,40.02759933,-104.78900146,447.3,442.3,,,,Weld,,On-Air,,,,,CCARC,2013-01-07,107.2,,,,,,,,,,,,,,,,,,,,405804,3887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC,KB0VGD,"Golden, Table Mountain",CO,OPEN,,D,50.18,NW,"KB0VGD North Table Mtn. Golden Wide area coverage. Please use ONLY TG 310811, TG 3171, TG 3108, and TG 2 (Local 2) on Time Slot 2 (TS2). ALL OTHER TG connections will be directed to Time Slot 1 (TS1).",08,14273,39.7845993,-105.21600342,446.975,441.975,,,,Jefferson,,On-Air,Denver Metro Area,W0DMR,,http://www.w0dmr.org/,,2019-11-27,,,,,,,,yes,2,310811,NoCo c Record retrieved from radioid.net,,,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",,,,,,,,,,,,,,,,,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310. TS 2, CC 2: TG 2 - Local",,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,100,KB0SRJ,"Colorado Springs, ~2 mi ENE USAFA North Gate",CO,OPEN,,Y,50.47,SSW,,08,39,38.70000076,-104.90000153,145.265,144.665,,,,El Paso,DM78NQ,On-Air,Local. Good coverage of I25 corridor from Baptist Rd south to Fort Carson.,Pikes Peak FM Association (http://PPFMA.ORG),,PPFMA Repeaters,CCARC,2019-03-07,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.925,-5,131.8,W0LMA,Broomfield,CO,OPEN,,,51.63,NW,,08,26,39.92060089,-105.08599854,448.925,443.925,,,,Boulder,,Off-Air,,W0LMA,,,CCARC,2019-06-19,131.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,103.5,W0WYX,Broomfield,CO,OPEN,,,51.63,NW,,08,266,39.92060089,-105.08599854,449.825,444.825,,,,Boulder,,Off-Air,Along the foothills and into Boulder where the 94 repeater is shadowed.,Rocky Mountain Radio League,6,Repeater,CCARC,2019-06-19,103.5,,,,,,,,,,,,,Colorado WX: Daily at 06:30. RMRL: Mod at 20:30. Astronomy: Tue at 19:00. Amateur Radio Events: Tue at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC,K0RTS,"Genoa, Limon",CO,OPEN,,D,51.76,ESE,,08,13581,39.27830124,-103.5,446.7375,441.7375,,,,Lincoln,,On-Air,"I-70 H-40 H-287 Arriba, Genoa, Hugo, Limon 50 mile radius",K0RTS KC0VJD,,,CCARC,2019-11-27,,,,,,,,yes,8,310829,RMHAM c Record retrieved from radioid.net,,Colorado on TG700 Slot 1 Denver on TG720 Slot 2,,,,,,,RMHam,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Central Regional 2 720 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,103.5,KE0AE,Genoa,CO,OPEN,A,,52.46,ESE,,08,128,39.26879883,-103.48799896,147.06,147.66,,,,Lincoln,DM89GG,On-Air,"I-70, US-71, US-287, US-40, US-24",BSARC,"APRS repeater / weather station, remote base, e-power (solar - completely off the electrical grid).",http://www.bigsandyradio.com/,CCARC,2019-07-21,103.5,,,,,,,,,,,,,Big Sandy Net: Tues 19:00,,,,,,,,,42740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N1FSX,Punkin Center,CO,OPEN,,,53.38,SE,,08,7395,38.85200119,-103.69999695,449.9,444.9,,,,Lincoln,DM88DU,On-Air,,,,,CCARC,2012-07-20,107.2,,,,,,,,,,,,,,,,,,,BSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,,54.04,W,,08,7,39.4056,-105.473,146.895,146.295,,,,Park,,On-Air,285,AB0RR,25,Park County Radio Club (PCRC),CCARC,2017-07-05,100,100,,,,,"Full-time internet linked to 448.57500 (WZ0N) at Hartsel, CO .",,,,,,,Wed at 19:30.,,,,,,,,,45835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,,Lake George,CO,OPEN,,,54.16,WSW,,08,8214,38.9797,-105.357,449.7,444.7,,,,Park,,,,CMRG,,,CCARC,2012-11-12,107.2,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.96,-1.6,CSQ,AC0KC,Fort Lupton,CO,OPEN,,,54.23,NNW,,08,8183,40.08470154,-104.81300354,224.96,223.36,,,,Weld,,On-Air,,AC0KC,,,CCARC,2012-11-12,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,,54.78,WNW,,08,265,39.7772,-105.328,449.75,444.75,,,,Jefferson,,On-Air,,Rocky Mtn Radio League,8,Repeater,CCARC,2016-12-23,103.5,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,,54.78,WNW,,08,134,39.7772,-105.328,224.74,223.14,,,,Jefferson,,On-Air,,Aurora Repeater Assoc,e-power,ARA Repeaters,CCARC,2016-01-17,88.5,88.5,,,,,,,,,,,,ARA: Wed at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,,54.78,WNW,,08,71,39.77719879,-105.32800293,145.22,144.62,,,,Jefferson,,On-Air,Wide area.,Rocky Mtn Radio League,8,Repeater,CCARC,2016-12-23,103.5,103.5,yes,293,yes,Yes; analog capable.,,,,,,,Talk-Group of $FFFF.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,,54.83,WNW,,08,136,39.7772,-105.329,448.85,443.85,,,,Jefferson,,On-Air,"Denver metro, central front range",Aurora Repeater Assoc,e-power.,ARA Repeaters,CCARC,2016-01-17,88.5,88.5,,,,,,,,,,,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,,54.83,WNW,,08,86,39.7772,-105.329,224,222.4,,,,Jefferson,,On-Air,,Rocky Mountain Radio League,8,Repeater,CCARC,2017-03-11,103.5,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,,54.83,WNW,,08,133,39.7772,-105.329,147.15,147.75,,,,Jefferson,,On-Air,"Denver metro, central front range",Aurora Repeater Assoc (ARA),e-power,ARA Repeaters,CCARC,2016-01-17,100,100,,,,,"Linkable to 224.74000 (N0POH) at Golden, Guy Hill, CO .",,,,,,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,,,55.25,WNW,,08,112,39.7525,-105.358,448.625,443.625,,,,Jefferson,,On-Air,Denver metro area.,Denver Radio Club,E-power.,DRC Repeaters,CCARC,2017-03-11,100,100,,,,,"Full-time to 145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",,,,,,,DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,,55.3,WNW,,08,82,39.7525,-105.359,146.985,146.385,,,,Denver,,On-Air,,El Jebel RADOPS,E-power.,,CCARC,2016-09-05,100,100,,,,,,,,,,,,RADOPS: Sun at 19:00.,,,,,,,,3346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,,55.3,WNW,,08,140,39.7525,-105.359,145.28,144.68,,,,Jefferson,,On-Air,Wide area.,,"Closed autopatch, e-power, linked.",Intermountain Repeater Group,CCARC,2015-05-22,100,,,,,,"Full-time to 449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",,,,,,"PL is usually off, allowing use by older transceivers.",Sun at 19:30. Everyone welcome.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,,55.3,WNW,,08,138,39.75249863,-105.35900116,449.525,444.525,,,,Jefferson,DM79HS,On-Air,,KE0SJ,E-power.,Intermountain Repeater Group,CCARC,2015-05-23,CSQ,,,,,,"Full-time to 145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,WB0TUB,"Golden, Centennial Cone",CO,OPEN,,,55.3,WNW,,08,77,39.7525,-105.359,146.64,146.04,,,,Jefferson,,On-Air,Wide area. Repeater Coverage Map,Denver Radio League,E-power.,DRL Repeaters,CCARC,2017-03-11,100,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7875,-5,CC,W0TX,"Denver, Centennial Cone",CO,OPEN,,D,56.08,WNW,,08,7165,39.7657,-105.366,446.7875,441.7875,,,,Jefferson,,On-Air,,Denver Radio Club,,http://www.w0tx.org/,CCARC,2017-12-09,,,,,,,,yes,1,,,,,,,,,,,Brandmeister Network,,,,,,,,,,,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf. TG's are PTT enabled and will timeout after 15 minutes of inactivity. Time Slot 2 Talk Group 310805 is local repeater only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,,,56.09,WNW,,08,9702,39.7658,-105.366,927.8375,902.025,,,,Jefferson,,On-Air,Great coverage of the Denver area and I-76 East to Atwood MM112. I-70 East to Agate MM340. West to Idaho Springs MM240. And I-25 from Larkspur MM172 to Longmont MM240 depending on the hills. Now linked with Almagre 927.7250 for great coverage south,,Linked with Chief 927.9375 &amp; Almagre 927.7250 for wide area coverage,,CCARC,2018-12-23,,,yes,293,yes,,,,,,,,The offset is -25.8125,,,,,,,,,,45770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,103.5,KC0VJD,Hugo,CO,OPEN,W,Y,56.44,SE,,08,17059,39.05419922,-103.48000336,447,442,,,,Lincoln,,On-Air,"I-70, US-71, US-287, US-40, US-24, Hugo, Limon, Genoa, Punkin Center, Arriba.",Delbert Noakes (KC0VJD),APRS repeater &amp; I-Gate / Weather station,,CCARC,2020-01-26,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,30534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,107.2,NX0G,Cripple Creek,CO,OPEN,,,56.48,SW,,08,65,38.7466,-105.178,147.015,147.615,,,,Teller,,On-Air,,Mountain ARC,E-power.,,CCARC,2016-11-17,107.2,,,,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO .",,,,,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,67,WB0WDF,Cripple Creek,CO,OPEN,,,56.48,SW,,08,64,38.7466011,-105.1780014,145.46,144.86,,,,Teller,,On-Air,,WB0WDF,"E-power, 100% Solar",,CCARC,2012-06-15,67,,,,,,,,,,,,,,,,,,,RGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,67,WB0WDF,Cripple Creek,CO,OPEN,,,56.48,SW,,08,7203,38.7466,-105.178,224.94,223.34,,,,Teller,,Testing,,,,,CCARC,2012-06-18,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,67,WB0WDF,Cripple Creek,CO,OPEN,,,56.48,SW,,08,66,38.7467,-105.178,447.4,442.4,,,,Teller,,On-Air,,WB0WDF,"E-power, Solar, Remote Base",,CCARC,2012-06-15,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.7,-20,67,WB0WDF,Cripple Creek,CO,OPEN,,,56.48,SW,,08,67,38.7466,-105.178,1287.7,1267.7,,,,Teller,,Testing,,WB0WDF,,,CCARC,2012-06-18,67,,,,,,,,,,,,Testing in Canon City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,,58.01,WNW,,08,9580,39.7189,-105.44,447.85,442.85,,,,Clear Creek,,Off-Air,Wide area at 9500',AC0KQ,AllStar node repeater providing wide area coverage along the Front Range,,CCARC,2019-08-23,141.3,141.3,,,,,,,,,,,,,,,,,,Rocky Mountain Ham Radio,,,29571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,136.5,WR0AEN,"Idaho Springs, Squaw Mountain",CO,OPEN,,,58.66,WNW,,08,8250,39.6732,-105.48,449,444,,,,Clear Creek,,On-Air,,CARN,,,CCARC,2017-03-11,136.5,136.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,103.5,N0PYY,"Evergreen, Squaw Mountain",CO,OPEN,,,59.13,WNW,,08,84,39.6781,-105.487,147.3,147.9,,,,Clear Creek,,On-Air,Wide area.,Denver PD EEB,,,CCARC,2017-03-11,103.5,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.675,-5,100,W0CFI,"Idaho Springs, Squaw Mountain",CO,OPEN,,,59.16,WNW,,08,94,39.6774,-105.488,448.675,443.675,,,,Denver,,On-Air,Wide area.,W0CFI,,,CCARC,2015-04-03,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,KB0UDD,"Idaho Springs, Squaw Mountain",CO,OPEN,,,59.41,WNW,,08,78,39.6794,-105.492,146.67,146.07,,,,Clear Creek,,On-Air,"North to Cheyenne, Wy - East to Limon, Co - South to Colorado Springs, Co and West to the Continental Divide.",Castle Rock Repeater Group,11,,CCARC,2016-09-08,100,100,,,,,,,,,,,,CRRG/QCWA: Sun at 0930. Southern Metro LDS Ham Group: Sun at 1900. ARES23: Thu at 1930. ARES13: Sun at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.145,-0.6,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,,,59.41,WNW,,08,107,39.6794,-105.492,145.145,144.545,,,,Clear Creek,,On-Air,Wide area. Denver metro.,Colorado Repeater Assoc,E-power.,http://www.w0cra.org/info/squaw.html#145145,CCARC,2018-07-23,107.2,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.575,-5,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,EI,,59.41,WNW,Node Offline,08,264,39.6794,-105.492,447.575,442.575,,,,Clear Creek,,On-Air,Wide area: Denver metro.,Colorado Repeater Association (CRA),,http://www.w0cra.org,CCARC,2017-11-13,107.2,107.2,,,,,,,,,,,,,,,,,,,347088,3291,,,,,,,,,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,W0TX,"Idaho Springs, Centennial Cone",CO,OPEN,,,59.41,WNW,,08,76,39.6794,-105.492,145.49,144.89,,,,Jefferson,,On-Air,,"KB0VIU, Denver Radio Club",E-power.,DRC Repeaters,CCARC,2017-03-11,100,100,,,,,"Full-time to 448.62500 (W0TX) at Golden, Centennial Cone, CO .",,,,,,,DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,100,W0TX,"Idaho Springs, Squaw Mountain",CO,OPEN,E,,59.41,WNW,ON - IDLE,08,98,39.6794,-105.492,449.35,444.35,,,,Clear Creek,,On-Air,Wide area.,Denver Radio Club,11,DRC Repeaters,CCARC,2017-03-11,100,100,,,,,,,,,,,,,,,,,,,4140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,103.5,K1DUN,"Idaho Springs, Squaw Mountain",CO,OPEN,,,59.46,WNW,,08,99,39.6794,-105.493,449.45,444.45,,,,Clear Creek,,On-Air,"Wide area: West to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",Rocky Mountain Radio League,11,Repeater,CCARC,2016-12-23,103.5,127.3,,,,,,,,,,,,RMRL: Mon at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9375,-5,CC,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,D,59.47,WNW,,08,7190,39.6798,-105.493,446.9375,441.9375,,,,Clear Creek,,On-Air,,Rocky Mountain Ham Radio,,Rocky Mountain Ham Radio,CCARC,2017-01-13,,,,,,,Full-time to the Colorado TRBO System .,yes,7,,,,See the website for programming information.,,,,,,,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Full-Time Southern Colorado 2 719 Full-Time Central Regional 2 720 Full-Time Northern Colorado Regional 2 721 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",2,,,1,2,,,,,,,RMHAM,2,,,,,,,,,,,,,,,,,,
448.225,-5,141.3,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,,59.47,WNW,,08,8197,39.6797,-105.493,448.225,443.225,,,,Clear Creek,,On-Air,,Rocky Mountain Ham Radio,E-power(gen).,,CCARC,2016-05-24,141.3,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,103.5,W0WYX,"Idaho Springs, Squaw Mountain",CO,OPEN,,,59.47,WNW,,08,81,39.6798,-105.493,146.94,146.34,,,,Clear Creek,,On-Air,"Wide area: west to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",Rocky Mtn Radio League,11,Repeater,CCARC,2017-03-11,103.5,103.5,,,,,"Linkable to 449.82500 (W0WYX) at Broomfield, CO . Linkable to 449.45000 (K1DUN) at Idaho Springs, Squaw Mountain, CO .",,,,,,,Colorado WX: Daily at 06:30. RMRL: Mod at 20:30. Astronomy: Tue at 19:00. Amateur Radio Events: Tue at 20:00.,,,,,,,,,,,,,,Listen Live,,,,Autopatch: 911* / Off 0*.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
