Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Grid,Op Status,Coverage,Sponsor,Features,Web links,Coordination,Last update,Uplink Tone,Downlink Tone,P-25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,Links,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Notes,Nets,YSF Digital Enabled,DG-ID,WIRES-X,Local Network,On-air,Affiliate,EchoLink,IRLP,AllStar,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Feed,Talkgroups,Southern Colorado,Devilshead Local,Commands,Rocky Mountain Wide,Central Regional,Bandwidth,TAC 310,TAC 311,Colorado,Colorado Chat,Eastern Colorado,Talkgroup Network,Northern Colorado Regional,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Location Photo,DCI Bridge,N. Colorado,Mountain Reg USA,Local/Cluster,Worldwide,North America,English,Worldwide English,Wyoming,WyLOCAL,REACT,CO-Park County
147.03,0.6,100,KI0HG,"Allenspark, AFPD Station #5",CO,OPEN,,,78.09,NW,,08,15670,40.1727,-105.468,147.03,147.63,,,,Boulder,,On-Air,,KI0HG,,,CCARC,2017-01-20,100,,,,,,,,,,,,,,,,,,,Boulder County Amateur Radio Emergency Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC,N0SZ,"Fairplay, Badger",CO,OPEN,,D,78.1,WSW,,08,12698,39.0469,-105.87,446.7625,441.7625,,,,Park,,On-Air,,K7PFJ,,,,2017-03-11,,,,,,,,yes,0,,,,,,,,,,,RMHAM,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Central Regional 2 720 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Winter Park, Winter Park",CO,OPEN,,,78.54,WNW,,08,15582,39.8865,-105.763,147.285,147.885,,,,Grand,,On-Air,,Colorado Connection,,,CCARC,2017-01-06,88.5,123,,,,,Full-time to the Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,,79.47,NNW,,08,181,40.39780045,-105.0739975,449.575,444.575,,,,Larimer,,On-Air,,Loveland Rptr Assoc,"Closed autopatch, e-power.",,CCARC,2018-02-24,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,CC 88.5,W0PHC,"Pueblo, 12 Mile Hill",CO,OPEN,,D,79.86,S,,08,194,38.20700073,-104.70700073,146.88,146.28,,,,Pueblo,DM78pe,On-Air,Wide area.,Pueblo Amateur Radio Club,E-power.,http://www.puebloradio.org/,CCARC,2019-12-10,88.5,,,,,Yes; analog capable.,,yes,0,,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,88.5,KB0VJJ,"Breckenridge, Bald Mountain",CO,OPEN,,,80.64,W,,08,24,39.4439,-105.969,147.39,147.99,,,,Summit,,On-Air,Wide area.,Colorado Connection,12,Breckenridge Repeater,CCARC,2015-01-30,88.5,123,,,,,Full-time to the Colorado Connection System .,,,,,,"Please Note that 146.790 is the old Breckenridge frequency and this repeater may return to that frequency eventually but is now working on 147.390-. This machine has a split tone, 88.5 rx and 123.0 tx",Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,,80.66,NNW,,08,179,40.39849854,-105.125,147.195,147.795,,,,Larimer,,On-Air,,Loveland Repeater Assoc,"Closed autopatch, e-power.",,CCARC,2016-08-18,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.025,-5,100,W0UPS,"Loveland, Budweiser Event Center",CO,OPEN,,Y,80.73,NNW,,08,3621,40.44400024,-104.98899841,448.025,443.025,,,,Larimer,DN70MK,On-Air,,Northern Colorado ARC,,,CCARC,2016-03-21,100,100,,,,Yes; analog capable.,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0875,-5,CC,N0SZ,"Breckenridge, Baldy",CO,OPEN,,D,81.26,W,,08,16780,39.459,-105.979,445.0875,440.0875,,,,Fremont,,On-Air,,K2AD,,http://www.rmham.org/,,2018-02-01,,,,,,,,yes,7,310830,,,,,,,,,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,,82.06,WNW,,08,3756,39.9473,-105.795,447.45,442.45,,,,Grand,,On-Air,,W0IG,,,CCARC,2013-10-26,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,107.2,WB0QMR,Breckenridge,CO,OPEN,I,,84.54,W,,08,23,39.4817,-106.038,146.7,146.1,,,,Summit,,On-Air,,GRARC,E-power.,,CCARC,2013-01-07,107.2,,,,,,,,,,,,,,,,,,,,,3972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.575,-5,103.5,WZ0N,Hartsel,CO,OPEN,,,85.03,WSW,,08,9840,38.88330078,-105.93299866,448.575,443.575,,,,Park,DM78AV,Off-Air,Western Park County,,,,CCARC,2017-11-22,103.5,103.5,,,,,"Full-time internet linked to 146.89500 (AB0PC) at Bailey, Dick Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,131.8,W7RF,Fort Collins,CO,OPEN,,,85.81,NNW,,08,8194,40.49599838,-105.07900238,447.725,442.725,,,,Larimer,DN70LL,On-Air,,W7RF,,,CCARC,2018-05-13,131.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,CC,W0DMR,"Fort Collins, Timnath",CO,OPEN,,D,86.56,NNW,,08,12562,40.54460144,-104.94400024,147.39,147.99,,,,Larimer,,On-Air,"Fort Collins east side, into Red Feather Lakes area.",KT0L - NoCo C-Bridge Network,,Documentation,CCARC,2019-11-27,,,,,,,,yes,2,310822,NoCO c Record retrieved from radioid.net,,,Tac 310 Net: Sun at 18:00.,,,,,,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access TAC 310 1 310 DCI Bridge 1 3100 N. Colorado 1 3171 Mountain Reg USA 1 3177 Local/Cluster 2 2 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,1,,,,,,,,,,,,,1,1,1,2,,,,,,,,
145.4,-0.6,88.5,KB0VJJ,Akron,CO,OPEN,,,86.99,NE,,08,2,40.16059875,-103.21399689,145.4,144.8,,,,Washington,,On-Air,Northeastern plains of Colorado.,Colorado Connection,,,CCARC,2018-11-02,88.5,123,,,,,Full-time to the Colorado Connection System .,,,,,,Part of the Colorado Connection system of repeaters,Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.175,-5,CC,W0FT,Akron,CO,OPEN,,D,86.99,NE,,08,16784,40.16049957,-103.21399689,448.175,443.175,,,,Morgan,,On-Air,,W0FT,,http://www.rmham.org/,CCARC,2019-11-27,,,,,,,,yes,7,310833,RMHAM c Record retrieved from radioid.net,,,,,,,,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,103.5,AA0BF,"Fairplay, Sacramento Mountain",CO,OPEN,A,,87.32,W,,08,5336,39.21,-106.087,447.125,442.125,,,,Park,DM69wf,On-Air,"Covers Fairplay, Alma, and western South Park.",AA0BF,Emergency automatic generator.,,CCARC,2019-03-08,103.5,103.5,,,,,,,,,,,"Normally linked via Allstar to 45835 - AB0PC, Bailey, CO.","When connected to AB0PC - Bailey: ARES Mon 19:00, Park County Radio Club Wed 19:30.",,,,,,"Park County Radio Club, AB0PC",,,45840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,123,N0FH,Estes Park,CO,OPEN,EI,,87.4,NW,ON - IDLE,08,119,40.36009979,-105.4509964,146.685,146.085,,,,Larimer,DN70GI,On-Air,Estes Valley and east RMNP - some coverage E and SE (Loveland and Denver),Estes Valley ARC,E-power.,,CCARC,2017-08-05,123,,,,,,"Full-time to 449.80000 (N0FH) at Estes Park, CO .",,,,,,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",ARES D-10: Thu at 19:00.,,,,,,,625757,7268,,,,,,,,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,82.5,N6RFI,"Severance, Cactus Hill",CO,OPEN,,,88.41,NNW,,08,8188,40.58100128,-104.90599823,447.2,442.2,,,,Weld,DN70NN,On-Air,,N6RFI,,,CCARC,2017-03-11,82.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.55,-20,100,K1TJ,Fort Collins,CO,OPEN,,,88.45,NNW,,08,3620,40.51530075,-105.14700317,1283.55,1263.55,,,,Larimer,DN70KM,On-Air,Northern Colorado Front Range,K1TJ Repeater System,,http://www.k1tj.com/,CCARC,2013-01-01,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,123,KC0RBT,Fort Collins,CO,OPEN,E,,88.45,NNW,ON - IDLE,08,276,40.51530075,-105.14700317,447.45,442.45,,,,Larimer,,On-Air,,,,,CCARC,2016-02-01,123,,,,,,,,,,,,,,,,,,,,447450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC,N0AOL,Fort Collins,CO,OPEN,,D,88.45,NNW,,08,8505,40.51530075,-105.14700317,446.7375,441.7375,,,,Larimer,DN70KM,On-Air,Wide area: North Front Range.,N0AOL - NoCo C-Bridge Network,DMR-MARC World Wide Network,http://nocodmr.kt0l.net:8080/nocodmr/documentation.htm,CCARC,2019-11-27,,,,,,,,yes,2,310803,NoCo c Record retrieved from radioid.net,,Repeater ID: 310803,"DMR World Wide Net: Sat at 10:00. TS 1 Group Call 1 http://www.dmr-marc.net/ Tac 310 Net: Sun at 18:00, TS 1 Group Call 310 .",,,,,,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Worldwide 1 1 North America 1 3 English 1 13 TAC 310 1 310 Local/Cluster 2 2 N. Colorado 2 3171 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,1,,,,,,,,,,,,,,2,,2,1,1,1,,,,,
446.775,-5,CC,W0DMR,"Fort Collins, Timnath",CO,OPEN,,D,89.54,NNW,"Rick KT0L Repeater Ft Collins, CO (Limited coverage)",08,10995,40.59379959,-104.9260025,446.775,441.775,,,,Larimer,DN70MO,On-Air,"Fort Collins east side, into Red Feather Lakes area.",W0DMR - NoCo C-bridge Network,,W0DMR,CCARC,2019-11-27,,,,,,,,yes,2,310806,NoCO c Record retrieved from radioid.net,,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,,,,,,Brandmeister Network,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Worldwide English 1 91 Full-Time North America 1 93 Full-Time DCI Bridge 1 3100 Full-Time Local/Cluster 2 2 Colorado 2 3108 Full-Time N. Colorado 2 3171 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,"Repeater ID: 310806, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,,,,2,,,BrandMeister US,,,,,,,,1,2,,2,,1,,1,,,,
147.24,0.6,CC,N0WAR,"Estes Park, Prospect Mtn",CO,OPEN,,D,89.67,NW,"DMR BrandMeister Repeater in Estes Park, Colorado Wide area coverage of Estes Park, Colorado &amp; Rocky Mountain National Park. Static TG of 3171 on T.S. 2 Located @ KC0KBP QTH",08,17813,40.36059952,-105.51999664,147.24,147.84,,,,Larimer,DN70FI,On-Air,Wide Area: Estes Park &amp; Rocky Mtn Nat Park,N0WAR,Brandmeister Network,http://www.w0dmr.org,,2019-11-27,,,,,,,,yes,2,310853,Brandmeister c Record retrieved from radioid.net,,,,,,,,,W0DMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,,90.57,NNW,,08,125,40.57080078,-105.07700348,147.36,147.96,,,,Larimer,,On-Air,Map,CO State Univ ARC,Closed autopatch.,,CCARC,2017-03-11,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,123,N0FH,Estes Park,CO,OPEN,EI,,90.6,NW,ON - IDLE,08,120,40.37720108,-105.52100372,449.8,444.8,,,,Larimer,,On-Air,,Estes Valley ARC,E-Power,,CCARC,2017-08-05,123,,,,,,"Full-time to 146.68500 (N0FH) at Estes Park, CO .",,,,,,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",ARES D-10: Thu at 19:00.,,,,,,,625757,7268,,,,,,,,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.75,-5,CC,K7PFJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,D,90.63,NNW,,08,8715,40.53879929,-105.17900085,446.75,441.75,,,,Larimer,,Off-Air,,Rocky Mountain Ham Radio,,http://www.rmham.org,CCARC,2019-12-09,,,,,,,Full-time to the Colorado TRBO System .,yes,7,310814,RMHR c Record retrieved from radioid.net,,See website for complete info on color codes/time slot assignment.,,,,,,,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Northern Colorado Regional 2 721 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,
145.265,-0.6,CC,KB0VGD,"Fort Collins, Horsetooth Mountain",CO,OPEN,,D,90.63,NNW,"KB0VGD Marcos 2M Horsetooth Horsetooth Mtn VHF, Wide area coverage. Please use ONLY TG 310831, TG 3171, TG 3108, and TG 2 (Local 2) on Time Slot 2 (TS2). ALL OTHER TG connections will be directed to Time Slot 1 (TS1).",08,14274,40.53879929,-105.17900085,145.265,144.665,,,,Larimer,,On-Air,Northern Colorado Front Range Wide Area coverage.,W0DMR - NoCo C-bridge Network,,http://www.w0dmr.org/,CCARC,2019-11-27,,,,,,,,yes,2,310831,DMR-Plus c Record retrieved from radioid.net,,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,,,,,,Brandmeister Network,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Worldwide English 1 91 Full-Time North America 1 93 Full-Time DCI Bridge 1 3100 Full-Time Local/Cluster 2 2 Colorado 2 3108 Full-Time N. Colorado 2 3171 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,"Repeater ID: 310831, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,,,,2,,,BrandMeister US,,,,,,,,1,2,,2,,1,,1,,,,
449.975,-5,100,K0JSC,"Pueblo, Cedarwood",CO,OPEN,EIA,,90.75,S,ON - IDLE,08,5369,38.0340004,-104.48899841,449.975,444.975,,,,Pueblo,DM78SA18,On-Air,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass Repeater Coverage Map,K0JSC,2,K0JSC dot Com,CCARC,2017-03-11,100,100,,,,,"Linkable to 146.79000 (W0PHC) at Pueblo, Baculite Mesa, CO . Linkable to 146.88000 (W0PHC) at Pueblo, 12 Mile Hill, CO . Linkable to 145.49000 (WD0EKR) at Canon City, Fremont Peak, CO . Linkable to 145.13000 (KB0VJJ) at Colorado Springs, Cheyenne Mountain, CO . Linkable to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Linkable to 145.46000 (WB0WDF) at Cripple Creek, CO . Full-time to the The Fun Machine System . 146.43000 simplex. 146.44500 simplex.",,,,,,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. RGARC Net: Wed at 19:00.,,,,,,,363976,7301,28368,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,E,,91.07,NNW,ON - IDLE,08,123,40.53969955,-105.19599915,145.115,144.515,,,,Larimer,DN70JM,On-Air,Wide area.,Northern Colorado ARC,7,,CCARC,2016-10-25,100,100,,,,,,,,,,,,,,,,,,,4236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.52,-1.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,,91.07,NNW,,08,275,40.53969955,-105.19599915,224.52,222.92,,,,Larimer,,Off-Air,,Northern Colorado ARC,E-power.,,CCARC,2018-03-21,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,,91.07,NNW,,08,126,40.53969955,-105.19599915,447.275,442.275,,,,Larimer,,On-Air,Wide area.,Northern Colorado ARC,"Closed autopatch, e-power.",,CCARC,2020-01-23,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,D,91.31,NNW,,08,18416,40.57759857,-105.09300232,446.7625,441.7625,,,,Larimer,,On-Air,,RMHAM,,https://www.rmham.org/wordpress/dmr-radio-site-information/,,2020-02-10,,,,,,,,yes,8,,c Record retrieved from radioid.net,,,Red Cross Net on Wide - Third Thursday of the month at 1900 Tech Net on Wide - First Saturday of the month at 1900,,,,,,CSUARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,D,91.31,NNW,,08,18417,40.57759857,-105.09300232,446.7625,441.7625,,,,Larimer,,On-Air,,RMHAM,,https://www.rmham.org/wordpress/dmr-radio-site-information/,,2020-02-10,,,,,,,,yes,8,,c Record retrieved from radioid.net,,,Red Cross Net on Wide - Third Thursday of the month at 1900 Tech Net on Wide - First Saturday of the month at 1900,,,,,,CSUARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,S,91.32,NNW,,08,8901,40.57770157,-105.09300232,446.8125,441.8125,yes,W0QEY (B) Repeater,jfindu lookup / dstar-users lookup,Larimer,DN70KN,On-Air,Fort Collins Local Area,W0QEY CSU,D-Star Gateway,,CCARC,2017-05-31,,,,,,,,,,,,,Free Star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,,91.63,NNW,,08,124,40.58530045,-105.08399963,449.85,444.85,,,,Larimer,,On-Air,Map,CO State Univ ARC,Closed autopatch.,,CCARC,2012-11-16,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.95,-25,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,,91.63,NNW,,08,3592,40.58530045,-105.08399963,927.95,902.95,,,,Larimer,,On-Air,Northern Front Range,,,,CCARC,2019-09-01,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC,N0SZ,"Leadville, Mosquito Pass",CO,OPEN,,D,92.03,W,,08,16783,39.2653,-106.182,445.05,440.05,,,,Lake,,On-Air,,K2AD,,http://www.rmham.org/,CCARC,2018-07-07,,,,,,,,yes,7,310852,,,,,,,,,,Rocky Mountain Ham Radio,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Southern Colorado 2 719 Full-Time Central Regional 2 720 Full-Time Northern Colorado Regional 2 721 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",2,,,,2,,,,,,,RMHAM,2,,,,,,,,,,,,,,,,,,
145.445,-0.6,88.5,KB0VJJ,"Leadville, Mosquito Pass",CO,OPEN,,,92.17,W,,08,172,39.28139877,-106.18599701,145.445,144.845,,,,Lake,,On-Air,,Colorado Connection,E-power (solar).,,CCARC,2019-08-16,88.5,,,,,,Full-time to the Colorado Connection System .,,,,,,"At 13,685;, it is one of the highest 2-meter repeaters in North America.",Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,K7PFJ,"Granby, Mt Chauncey",CO,OPEN,,D,93.55,WNW,,08,15899,40.0861,-105.939,446.875,441.875,,,,Clear Creek,,On-Air,,,,http://www.rmham.org,,2017-03-11,,,,,,,,yes,,,,,,,,,,,,RMHAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,KA0YDW,Granby,CO,OPEN,,,93.55,WNW,,08,145,40.0861,-105.939,146.82,146.22,,,,Grand,,,,GCARA,E-power.,,CCARC,2014-09-06,123,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,103.5,WC3W,Grand Lake,CO,OPEN,A,,95.86,NW,,08,18131,40.2392,-105.847,449.425,444.425,,,,Clear Creek,,On-Air,"Grand Lake, CO",,,,,2019-09-21,103.5,103.5,,,,,,,,,,,Linked to the Allstar Florida Hub,Sunday and Tuesday nights at 7 PM MT,,,,,,,,,45202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,156.7,N0ZSN,"Leadville, Quail Mountain",CO,OPEN,,,98.02,W,,08,10827,39.2508,-106.293,147.24,147.84,,,,Lake,,On-Air,,,,,CCARC,2019-07-23,156.7,156.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,110.9,WB7UPS,Wellington,CO,OPEN,,,98.08,NNW,,08,8251,40.70389938,-105.00900269,448.325,443.325,,,,Larimer,,On-Air,,,,,CCARC,2012-11-16,110.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,88.5,ND0Q,"Walsenburg, Deer Peak",CO,OPEN,,,98.27,SSW,,08,245,38.04109955,-105.18499756,224.32,222.72,,,,Custer,DM78JA,Off-Air,,Pueblo Ham Club,11,PHC repeaters,CCARC,2016-07-14,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,88.5,W0PHC,Pueblo,CO,OPEN,,,98.27,SSW,,08,197,38.04109955,-105.18499756,447.175,442.175,,,,Pueblo,DM78JA,Off-Air,Wide area: Southeast Colorado.,Pueblo Amateur Radio Club,11,http://www.puebloradio.org/,CCARC,2019-12-10,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,,98.49,NNW,,08,5853,40.61109924,-105.3239975,447.7,442.7,,,,Larimer,,On-Air,Wide Area Coverage,Northern Colorado Amateur Radio Club,,http://ncarc.net/,,2014-09-02,100,100,,,,,"Linkable to 146.85000 (W0UPS) at Greeley, UNC, CO . Linkable to 146.62500 (W0UPS) at Fort Collins, Buckhorn Mountain, CO . Full-time to 224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.2,-5,CC,N0SZ,"Fort Collins, Buckhorn Mountain",CO,OPEN,,D,98.92,NNW,,08,18418,40.61700058,-105.32700348,445.2,440.2,,,,Larimer,,On-Air,,RMHAM,,https://www.rmham.org/wordpress/dmr-radio-site-information/,,2019-12-28,,,,,,,,yes,7,,c Record retrieved from radioid.net,,,Red Cross Net on Wide - Third Thursday of the month at 1900 Tech Net on Wide - First Saturday of the month at 1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.625,-0.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,,98.92,NNW,,08,246,40.61700058,-105.32700348,146.625,146.025,,,,Larimer,DN70IO,On-Air,Wide area: Northern front range.,Northern Colorado ARC,E-power.,,CCARC,2017-03-11,100,100,,,,,"Linkable to 146.85000 (W0UPS) at Greeley, UNC, CO . Linkable to 224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.84,-1.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,,98.92,NNW,,08,3660,40.61700058,-105.32700348,224.84,223.24,,,,Larimer,,Off-Air,"Wide Area: Northern CO Front Range and into Cheyenne - Laramie, WY",Northern Colorado ARC,"E-power, 25 watts.",,,2019-08-23,100,100,,,,,"Full-time to 447.70000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
