Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,EchoLink,IRLP,Coordination,Last update,Coverage,Sponsor,Web links,Downlink Tone,Grid,Affiliate,Features,Links,AllStar,Notes,Nets,Feed,YSF Digital Enabled,DG-ID,WIRES-X,Commands,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,D-STAR Enabled,Node,Sources,Mixed-Mode,DMR Enabled,Color Code,Wide Network,DMR ID,On-air,Local Network,P-25 Digital Enabled,NAC,Default Reflector,IPSC Network,Talkgroups,TAC 310,DCI Bridge,N. Colorado,Mountain Reg USA,Local/Cluster,Worldwide,North America,English,Talkgroup Network,Rocky Mountain Wide,Southern Colorado,Central Regional,Northern Colorado Regional,Worldwide English,Colorado,Devilshead Local,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Bandwidth,Eastern Colorado,TAC 311,Colorado Chat,Wyoming,WyLOCAL,Location Photo
447.3,-5,107.2,AC0KC,Fort Lupton,CO,OPEN,EI,,3.38,NNE,Node Offline,08,8739,40.0276,-104.789,447.3,442.3,107.2,Weld,On-Air,405804,3887,CCARC,2013-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KE0SJ,Lochbuie,CO,OPEN,,,5.76,E,,08,9771,40.0072,-104.716,447.625,442.625,100,Adams,On-Air,,,,2015-05-23,Local/North Metro,Intermountain Repeater Group,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.96,-1.6,CSQ,AC0KC,Fort Lupton,CO,OPEN,,,6.88,N,,08,8183,40.0847,-104.813,224.96,223.36,CSQ,Weld,On-Air,,,CCARC,2012-11-12,,AC0KC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,114.8,K0EB,Hudson,CO,OPEN,EI,,9.78,E,Node Offline,08,8216,40.0202,-104.642,449.925,444.925,114.8,Weld,On-Air,448035,8035,CCARC,2018-12-01,,K0EB,,114.8,DN70,K0UPS Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.045,0.6,123,K0ML,Northglenn,CO,OPEN,,,11.17,SW,,08,185,39.8856,-104.987,147.045,147.645,123,Adams,On-Air,,,CCARC,2017-04-10,,Northglenn RA,,CSQ,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,141.3,WE0FUN,"Denver, Green Valley Ranch",CO,OPEN,EA,,13.59,SSE,Node Offline,08,9765,39.7967,-104.748,448.15,443.15,141.3,Denver,On-Air,24340,,CCARC,2019-08-22,Small coverage of the East Denver area SW of DIA. Repeater Coverage Map,K0GUR,k0jsc.com,141.3,DM79pt,,E-power (batt). 2 meter and 70cm channel steerable remote bases.,Full-time to the The Fun Machine System .,29436,Can be linked to various local repeater systems via the remote base(s). Echolink connects restricted. Email me to be added to the authorized list. The system may be occupied in the Southern Colorado area for a formal net or ARES activity.,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. RGARC Net: Wed at 19:00.,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.925,-5,131.8,W0LMA,Broomfield,CO,OPEN,,,14.73,WSW,,08,26,39.9206,-105.086,448.925,443.925,131.8,Boulder,Off-Air,,,CCARC,2019-06-19,,W0LMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,103.5,W0WYX,Broomfield,CO,OPEN,,,14.73,WSW,,08,266,39.9206,-105.086,449.825,444.825,103.5,Boulder,Off-Air,,,CCARC,2019-06-19,Along the foothills and into Boulder where the 94 repeater is shadowed.,Rocky Mountain Radio League,Repeater,,,,6,,,,Colorado WX: Daily at 06:30. RMRL: Mod at 20:30. Astronomy: Tue at 19:00. Amateur Radio Events: Tue at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,,15.38,SW,Node Offline,08,8208,39.8367,-105.037,449.3,444.3,100,Adams,On-Air,43699,3699,CCARC,2017-04-24,,N1UPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.5,-5,100,KB0UDD,"Aurora, Smokey Hill",CO,OPEN,,,17.69,S,,08,92,39.7294,-104.831,448.5,443.5,100,Denver,On-Air,,,CCARC,2017-03-11,Greater Denver area.,Castle Rock Repeater Group,,,,,E-power.,"Full-time to 145.40000 (KB0UDD) at Aurora, Smoky Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.4,-5,94.8,N0ZUQ,Aurora,CO,OPEN,,,17.69,S,,08,8202,39.7294,-104.832,448.4,443.4,94.8,Arapahoe,On-Air,,,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.275,-5,156.7,W0BG,Aurora,CO,OPEN,,,17.69,S,,08,8199,39.7294,-104.832,448.275,443.275,156.7,Arapahoe,On-Air,,,CCARC,2013-01-05,,W0BG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,77,W9SL,Aurora,CO,OPEN,,,17.69,S,,08,8743,39.7294,-104.832,449.95,444.95,77,Arapahoe,On-Air,,,CCARC,2019-08-23,Primarily to the North along I-25 corridor,W9SL Owner,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.825,-5,,WN7ANT,Aurora,CO,OPEN,W,Y,17.69,S,,08,16032,39.7294,-104.832,448.825,443.825,,Arapahoe,On-Air,,,,2017-12-13,,,,,,,,,,,,,yes,Open ↑ / Open ↓,30584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,,18.17,SSW,ON - IDLE,08,12216,39.7552,-104.987,447.175,442.175,100,Denver,On-Air,201712,,CCARC,2015-05-15,,W0JRL,,100,,,,,29997,,,,,,,Standard AllStar Link access commands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,W0IA,"Boulder, Gunbarrel Hill",CO,OPEN,,,18.43,WNW,,08,16,40.0556,-105.157,146.76,146.16,100,Boulder,On-Air,,,CCARC,2017-03-11,Wide area.,Rocky Mtn VHF Soc,,,,Boulder County ARES,5,,,ARES primary repeater. Voting Receivers: RX Location Tone Pitch PL Gunbarrel single beep low 100.0 Lousville single beep low 100.0 Lyons double beep high followed by medium 100.0 Louisville #2 double beep high followed by low 100.0,,,,,,,Tone,single beep,single beep,double beep,double beep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,,,19.08,SSW,,08,75,39.7392,-104.984,145.475,144.875,100,Jefferson,On-Air,,,CCARC,2015-05-22,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",Intermountain Repeater Group,Intermountain Repeater Group,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,,19.08,SSW,,08,79,39.7392,-104.984,146.715,146.115,123,Denver,On-Air,,,CCARC,2017-04-09,,EARS,,123,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,,19.08,SSW,,08,91,39.7392,-104.984,448.075,443.075,123,Denver,On-Air,,,CCARC,2017-03-11,,W0IG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,,,19.08,SSW,,08,93,39.7392,-104.984,448.55,443.55,82.5,Denver,Off-Air,,,CCARC,2017-03-11,,HPRA,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,,19.2,SSW,,08,8196,39.7376,-104.985,447.925,442.925,100,Denver,On-Air,,,CCARC,2014-07-03,,RADOPS El Jebel Shriners,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,,,19.2,SSW,,08,8195,39.7376,-104.985,447.9,442.9,CSQ,Denver,Off-Air,,,CCARC,2017-03-11,,WB0TPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,136.5,WR0AEN,Denver,CO,OPEN,,S,19.2,SSW,,08,8212,39.7376,-104.985,449.65,444.65,,Denver,On-Air,,,CCARC,2012-11-16,,Colorado Amateur Repeater Network (CARN),,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,I,S,19.2,SSW,,08,8213,39.7376,-104.985,449.675,444.675,,Denver,On-Air,,7708,CCARC,2012-11-16,,Colorado Amateur Repeater Network (CARN),,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.525,-5,151.4,N0EPA,Longmont,CO,OPEN,E,,19.42,NW,Node Offline,08,176,40.1672,-105.101,448.525,443.525,151.4,Boulder,On-Air,223853,,CCARC,2019-06-19,,N0EPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,100,W0ENO,Longmont,CO,OPEN,,,19.42,NW,,08,175,40.1672,-105.101,147.27,147.87,100,Boulder,On-Air,,,CCARC,2017-03-11,Wide area: Northern Colorado.,Longmont ARC (LARC),http://w0eno.org/?q=node/11,100,,,"Closed autopatch, e-power, EchoLink.","Linkable to 448.80000 (W0ENO) at Longmont, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,88.5,W0ENO,Longmont,CO,OPEN,,,19.42,NW,,08,177,40.1672,-105.101,448.8,443.8,88.5,Boulder,On-Air,,,CCARC,2017-03-11,,Longmont ARC,,88.5,,,30,"Linkable to 147.27000 (W0ENO) at Longmont, CO .",,,LARC: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.15,-5,136.5,WR0AEN,Aurora,CO,OPEN,,S,19.95,S,,08,8207,39.6967,-104.81,449.15,444.15,,Arapahoe,On-Air,,,CCARC,2012-11-12,,Colorado Amateur Repeater Network (CARN),,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KC0KWD,LaSalle,CO,OPEN,I,Y,20.01,NNE,,08,157,40.2612,-104.706,147,147.6,,Weld,On-Air,,3839,CCARC,2019-05-06,,Weld ARS,,,,,"Yaesu System Fusion, 20 Watts. Will be switching to DSQ on 1 Feb 2016.",,,,Tuesday Night club net,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.475,-5,100,KC0KWD,Greeley,CO,OPEN,I,,20.01,NNE,,08,158,40.2612,-104.706,448.475,443.475,100,Weld,On-Air,,3839,CCARC,2019-05-06,,Weld Amateur Radio Society (WARS),http://www.warsco.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.3875,-0.6,,KC0DS,Boulder,CO,OPEN,,S,21.94,W,,08,8171,40.0372,-105.23,145.3875,144.7875,,Boulder,On-Air,,,CCARC,2012-11-12,20,Boulder County ARES,http://bouldercountyares.org/technical/d-star,,,,E-power.,,,,,,,,,,,,,,,yes,KC0DS (C),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.8625,-20,,KC0DS,Boulder,CO,OPEN,,S,21.94,W,,08,8220,40.0372,-105.23,1283.8625,1263.8625,,Boulder,On-Air,,,CCARC,2013-12-21,20,Boulder County ARES,,,,,E-power.,,,,,,,,,,,,,,,yes,KC0DS (A) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.35,-5,225.7,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,Y,22.79,SW,,08,17349,39.7506,-105.123,448.35,443.35,,Jefferson,On-Air,,,CCARC,2018-10-02,Denver Metro and surrounding,Denver Water Amateur Radio Club (DWARC),http://www.DWARC.com,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,I,,22.8,SW,,08,9775,39.7505,-105.123,147.21,147.81,100,Jefferson,On-Air,,3241,,2018-10-07,,Denver Water Amateur Radio Club,http://www.dwarc.com,100,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,91.5,K0DK,Boulder,CO,OPEN,E,,22.87,WNW,Node Offline,08,15,40.0571,-105.243,146.73,146.13,91.5,Boulder,Off-Air,115482,,CCARC,2017-05-02,Local,BARC,http://www.ked-wireless.com/products1.htm,91.5,DN70jb,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,91.5,K0DK,Boulder,CO,OPEN,,,23.85,W,,08,21,40.015,-105.27,449.4,444.4,91.5,Boulder,Off-Air,,,CCARC,2013-01-08,,BARC,http://www.ked-wireless.com/products1.htm,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,100,W0IA,Boulder,CO,OPEN,E,,23.85,W,ON - IDLE,08,11,40.015,-105.27,449.55,444.55,100,Boulder,On-Air,217336,,CCARC,2017-03-11,Denver metro area.,Rocky Mtn VHF Soc,,,,,8,"Full-time to 224.02000 (W0IA) at Boulder, Lee Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8625,-5,,KC0DS,Boulder,CO,OPEN,,S,23.91,W,,08,8186,40.015,-105.271,446.8625,441.8625,,Boulder,On-Air,,,CCARC,2017-03-11,,Boulder County ARES,,,,,,,,,,,,,,,,,,,,yes,KC0DS (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8,-5,CC,N0SZ,"Boulder, Mount Thorodin",CO,OPEN,,D,23.91,W,,08,8185,40.015,-105.271,446.8,441.8,,Boulder,On-Air,,,CCARC,2017-03-11,Wide area.,Rocky Mountain Ham Radio,Rocky Mountain Ham Radio,,,Rocky Mountain Ham Radio,,Full-time to the Colorado TRBO System .,,See website for complete information regarding timeslot/colorcode/talkgroup programming.,,,,,,,,,,,,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.5,-20,,W0DK,Boulder,CO,OPEN,,S,23.91,W,,08,8221,40.015,-105.271,1299.5,1279.5,,Boulder,On-Air,,,CCARC,2012-11-12,,Boulder County ARES,,,,,E-power.,,,,,,,,,,,,,,,yes,W0DK (A) DVAP 24/7,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,820,ATV,W0BTV,Boulder,CO,OPEN,,,24.01,W,,08,18534,39.97848511,-105.27445221,423,1243,ATV,Boulder,On-Air,,,,2020-02-25,"Wide Area, WY border to DIA to SE Denver",BATVC,https://kh6htv.com/,,,ATN,"dual-mode, NTSC analog &amp; DVB-T digital ATV",,,,"ATV, Thurs, 3pm local",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,,24.04,W,,08,13,39.9783,-105.275,146.61,146.01,100,Boulder,On-Air,,7007,CCARC,2019-08-23,,Boulder Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,,24.04,W,,08,10,39.978,-105.275,448.9,443.9,100,Boulder,On-Air,,,CCARC,2013-03-17,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",Boulder ARC,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,,24.26,W,,08,14,39.9775,-105.279,146.7,146.1,100,Boulder,On-Air,,,CCARC,2013-03-17,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",Boulder Co ARC,BARC Repeaters,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,,24.79,SW,,08,5805,39.7162,-105.13,447.825,442.825,D073,Jefferson,On-Air,,,CCARC,2017-03-11,,Denver Radio Club,,D073,,,,,,Now operating in Narrow Band mode with Digital Code Squelch. Please reset your programing to use: 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,151.4,N0OBA,Aurora,CO,OPEN,E,,24.91,S,ON - IDLE,08,8741,39.628,-104.758,145.19,144.59,151.4,Arapahoe,On-Air,10079,,,2018-02-01,"Aurora, Littleton, Denver, Morrison, North Colorado Springs to as far as Ft. Collins.",N0OBA,,131.8,,,Autopatch (please contact trustee).,,,"Please note the PL's! Do not TSQ unless your radio can do split PL's. Otherwise you will not here the system. Regards, Scott","""Tri Lakes Net"" This net is held every Monday at 7:30pm local (except on the third Monday of the month when we have our regular radio club meeting.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC,KB0VGD,"Golden, Table Mountain",CO,OPEN,,D,25.12,WSW,,08,14273,39.7846,-105.216,446.975,441.975,,Jefferson,On-Air,,,,2016-01-25,Denver Metro Area,W0DMR,http://www.w0dmr.org/,,,,,,,,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",,,,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310. TS 2, CC 2: TG 2 - Local",,,,,,,,,,yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,,25.16,SW,,08,8204,39.7046,-105.123,448.75,443.75,100,Jefferson,Off-Air,,,CCARC,2019-08-23,Local.,,,100,,N0ELY,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.6,100,KB0UDD,"Aurora, Smoky Hill",CO,OPEN,,,26.46,S,,08,5,39.6073,-104.741,145.4,144.8,100,Arapahoe,On-Air,,,CCARC,2019-03-09,Greater Denver area.,Castle Rock Repeater Group,,,,,"Autopatch, e-power.","Full-time to 448.50000 (KB0UDD) at Aurora, Smokey Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,,26.49,SW,,08,143,39.7556,-105.221,448.125,443.125,107.2,Jefferson,On-Air,,,CCARC,2014-04-28,,Denver PD EEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,,26.49,SW,,08,137,39.7556,-105.221,448.975,443.975,123,Jefferson,On-Air,,,CCARC,2019-09-06,Wide area.,FRG,,,,,Linkable VHF/UHF Remote Base,,42845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,,26.5,SW,,08,7170,39.7555,-105.221,927.7875,902.7875,156.7,Jefferson,On-Air,,,,2017-12-24,Golden and Denver.,N0PYY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,27.03,SW,,08,85,39.6822,-105.143,147.33,147.93,100,Jefferson,On-Air,,,CCARC,2017-03-31,Metro Denver and the foothills.,Denver Radio Club,DRC Repeaters,,,,E-power.,,,Not recommeded to use tone squelch on this repeater.,SATERN: Thu at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,27.03,SW,,08,267,39.6822,-105.143,224.38,222.78,100,Jefferson,On-Air,,,CCARC,2017-03-11,,Denver Radio Club,DRC Repeaters,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,CSQ,W0TX,"Lakewood, Green Mtn",CO,OPEN,,Y,27.03,SW,,08,8215,39.6822,-105.143,449.775,444.775,,Jefferson,On-Air,,,CCARC,2019-09-06,Metro Denver,Denver Radio Club,Denver Radio Club,,,,Yaesu Digital Only,,,"YSF digital only, no analog FM",,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,27.3,SW,,08,105,39.7008,-105.178,53.09,51.39,107.2,Jefferson,On-Air,,,CCARC,2017-03-11,Metro Denver area.,Denver Radio Club,DRC Repeaters,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC,WA2YZT,"Golden, Lookout",CO,OPEN,,D,28.02,SW,,08,3753,39.7305,-105.232,446.8375,441.8375,,Jefferson,On-Air,,,CCARC,2017-02-23,,WA2YZT,,,,,200,Full-time to the Colorado TRBO System .,,See website for more info on CC/TS/TG programming. www.rmham.org,,,,,,,,,,,,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,CC,N0SZ,"Golden, Lookout Mountain",CO,OPEN,,D,28.05,SW,,08,10939,39.7307,-105.233,145.37,144.77,,Jefferson,On-Air,,,CCARC,2018-11-25,,Rocky Mountain Ham Radio,Rocky Mountain Ham Radio,,,,700,,,See the website for programming information. Voice ID is required for data/GPS/text on TG 705,,,,,,,,,,,,,,,,yes,7,,310808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,28.06,SW,,08,3739,39.7305,-105.233,145.25,144.65,,Jefferson,On-Air,,,CCARC,2014-01-03,,Colorado D-Star,Colorado D-Star,,,,,,,,,,,,,,,,,,,yes,W0CDS (C) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,28.06,SW,,08,2769,39.7305,-105.233,446.9625,441.9625,,Jefferson,On-Air,,,CCARC,2017-03-11,,Colorado D-Star,Colorado D-Star,,,,,,,,,,,,,,,,,,,yes,W0CDS (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,28.06,SW,,08,3751,39.7305,-105.233,1283.9625,1263.9625,,Jefferson,On-Air,,,CCARC,2014-01-03,,Colorado D-Star,Colorado D-Star,,,,,,,,,,,,,,,,,,,yes,W0CDS (A) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,28.06,SW,,08,8222,39.7305,-105.233,1299.9,1299.9,,Jefferson,On-Air,,,,2014-01-03,,Colorado D-Star,Colorado D-Star,,,,,,,,,,,,,,,,,,,yes,W0CDS (A) DVAP 24/7,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.315,0.6,CC,N0KEG,Centennial,CO,OPEN,,DS,28.11,S,,08,17676,39.5807,-104.877,147.315,147.915,,Arapahoe,,,,,2019-03-21,"Southeast metro Denver area. Parker, Centennial, SE Aurora, Elizabeth, Franktown, Castle Rock.",N0KEG,https://www.parkerradio.org,,,Parker Radio Association,,,,,Monday 8pm. Colorado Link Digital Net. Repeater is used in DSTAR mode for this net.,,,,,,,,,,,yes,N0KEG (C) Repeater,jfindu lookup / dstar-users lookup,,yes,1,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.975,-25.9,67,W0SKY,"Golden, Lookout Mountain",CO,OPEN,A,,28.11,SW,,08,18156,39.7333,-105.237,927.975,902.0375,67,Jefferson,On-Air,,,,2019-10-05,"Denver, Golden",,http://www.w0sky.com,67,,,AllStar,,,,,,,,,Standard AllStar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,KE0VH,"Golden, Lookout Mountain",CO,OPEN,,Y,28.2,SW,,08,139,39.733,-105.239,449.625,444.625,141.3,Jefferson,On-Air,,,CCARC,2019-06-19,,,,141.3,,,E-power,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
