Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Coordination,Last update,Coverage,Web links,Links,Nets,DMR Enabled,Color Code,DMR ID,Wide Network,Affiliate,Notes,Features,Grid,IPSC Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,Talkgroup Network,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,D-STAR Enabled,Node,Sources,EchoLink,AllStar,On-air,IRLP,Commands,Bandwidth,Mixed-Mode,P-25 Digital Enabled,NAC,Default Reflector,YSF Digital Enabled,DG-ID,Location Photo,Feed,Central Regional,Northern Colorado Regional,Eastern Colorado,TAC 311,Colorado,Colorado Chat
449.975,-5,100,K0JSC,"Pueblo, Cedarwood",CO,OPEN,EIA,,192.76,E,ON - IDLE,08,5369,38.0340004,-104.48899841,449.975,444.975,100,100,Pueblo,On-Air,K0JSC,CCARC,2017-03-11,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass Repeater Coverage Map,K0JSC dot Com,"Linkable to 146.79000 (W0PHC) at Pueblo, Baculite Mesa, CO . Linkable to 146.88000 (W0PHC) at Pueblo, 12 Mile Hill, CO . Linkable to 145.49000 (WD0EKR) at Canon City, Fremont Peak, CO . Linkable to 145.13000 (KB0VJJ) at Colorado Springs, Cheyenne Mountain, CO . Linkable to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Linkable to 145.46000 (WB0WDF) at Cripple Creek, CO . Full-time to the The Fun Machine System . 146.43000 simplex. 146.44500 simplex.",APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. RGARC Net: Wed at 19:00.,,,,,,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,2,DM78SA18,,,,,,,,,,,,,,,,363976,28368,,7301,,,,,,,,,,Listen Live,,,,,,
145.385,-0.6,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,S,193.12,E,,08,8088,38.74449921,-104.86199951,145.385,144.785,,,El Paso,Testing,Cheyenne Mountain Repeater Group (CMRG),CCARC,2019-12-29,Wide area,http://www.cmrg.org,,,,,,,,"This repeater is operational and linked to XRF720. Currently, INBOUND traffic is making it in but OUTBOUND traffic is not getting to the gateway or reflector. We hope to have this resolved soon.",,DM78NR,,,,,,,,,,,,,yes,KC0CVU (C) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,
446.9125,-5,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,S,193.14,E,,08,8087,38.74509811,-104.86199951,446.9125,441.9125,,,El Paso,Off-Air,Cheyenne Mountain Repeater Group (CMRG),,2019-12-28,,,,,,,,,,This DStar repeater is up but not truly functional. It serves as a local repeater presently as it is not connected to the internet for now.,,,,,,,,,,,,,,,yes,KC0CVU (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,
927.85,-25,D114,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,193.14,E,,08,7171,38.74499893,-104.86199951,927.85,902.85,D114,,Teller,On-Air,CMRG,CCARC,2017-03-09,,http://www.cmrg.org,"Full-time to 147.34500 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 448.10000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,,,,9,DM78NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0625,-5,CC,N0SZ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,D,193.14,E,"Welcome to The RMHAM DMR Machine, located on Cheyenne Mountain above Colorado Springs This machine sits atop Cheyenne Mountain overlooking Colorado Springs and Pueblo. The talkgroups that are setup on this system are the Fun Machine Analog transcoded and statically linked on TS1 as TG310815. At this time TS2 will carry TG3108 and 3740 statically and the following are all PTTable with a 15 minute activity timeout (310,31079,31080,31082,31083,31084,31085,31086,31088,310895,311,312,31200,31203,313,31327,314,3140,31400,31408,3148,315,31563,316,31600,31601,31602,31603,31604,31605,31606,31607,31608,31609,31623,31648,31652,317,318,319,3740,91,9112,93). No other TGs are PTTable from this system unless they are enabled. If you have a specific TG that would would like added to TS2 as a PTT TG please let me know and I will consider adding it.",08,12355,38.74509811,-104.86199951,445.0625,440.0625,,,El Paso,On-Air,Rocky Mountain Ham Radio,CCARC,2019-11-27,,,,,yes,1,310857,yes,N0SZ Colorado Springs Brandmeister,"This machine sits atop Cheyenne Mountain overlooking Colorado Springs and Pueblo. The talkgroups that are setup on this system are the Fun Machine Analog transcoded and statically linked on TS1 as TG310815. At this time TS2 will carry TG3108 statically and the following are all PTTable with a 15 minute activity timeout (310,31079,31080,31082,31083,31084,31085,31086,31088,311,312,31200,31203,313,31327,314,3140,31400,31408, 3148,315,31563,316,31600,31601,31602,31603,31604,31605,31606,31607,31608,31609,31623,31648,31652,317,318,319,3740,91,9112,93). No other TGs are PTTable from this system unless they are enabled. If you have a specific TG that would would like added to TS2 as a PTT TG please let me know and I will consider adding it.",Rocky Mountain Ham Radio Brandmeister Sites,,RMHAM c Record retrieved from radioid.net,"Open Talkgroup View Assignment TS TG Access TAC 310 2 310 PTT TAC 311 2 311 PTT Colorado 2 3108 Full-Time Colorado Chat 2 31080 PTT function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,2,2
53.13,-1.7,107.2,WA6IFI,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,193.14,E,,08,8158,38.74499893,-104.86199951,53.13,51.43,107.2,107.2,El Paso,On-Air,Cheyenne Mountain Repeater Group (CMRG),CCARC,2017-03-09,,http://www.cmrg.org,,,,,,,,,,DM78NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,88.5,KB0VJJ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,193.15,E,,08,37,38.74520111,-104.86199951,145.13,144.53,88.5,123,El Paso,On-Air,Colorado Connection,CCARC,2019-11-11,Wide area: South toward Pueblo and north to Monument. Decent coverage to the east. Little coverage to the west.,,Full-time to the Colorado Connection System .,Colorado Traffic Net: Daily at 19:00. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00. Colorado Preparedness Net: Sat at 09:30,,,,,,Linked into the Colorado Connection System,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,,,193.99,NE,,08,3750,38.99380112,-105.05699921,927.9,902.9,D205,,Teller,On-Air,MARC,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.675,-5,179.9,KA0WUC,Woodland Park,CO,OPEN,,,194,NE,,08,8193,38.9939003,-105.05699921,447.675,442.675,179.9,179.9,Teller,On-Air,Mountain Amateur Radio Club (MARC),CCARC,2014-05-22,,,,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,,194.04,NE,,08,249,38.9939003,-105.05599976,145.415,144.815,179.9,,Teller,,MARC,CCARC,2012-11-12,,,,,,,,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,
449.025,-5,141.3,KA0WUC,Woodland Park,CO,OPEN,,,194.04,NE,,08,252,38.9939003,-105.05599976,449.025,444.025,141.3,,Teller,,Mountain Amateur Radio Club (MARC),CCARC,2012-11-10,,,,,,,,,,,Linked.,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,NX0G,Woodland Park,CO,OPEN,,,194.04,NE,,08,250,38.9939003,-105.05599976,146.82,146.22,107.2,,Teller,On-Air,Mountain ARC,CCARC,2016-11-17,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",MARC/PCRC: Tue at 19:30.,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,107.2,NX0G,Woodland Park,CO,OPEN,,,194.04,NE,,08,251,38.9939003,-105.05599976,448.65,443.65,107.2,,Teller,On-Air,Mountain ARC (MARC),CCARC,2016-11-17,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",MARC/PCRC: Tue at 19:30.,,,,,MARC,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,,194.31,NE,,08,9503,38.9878006,-105.04399872,449.325,444.325,103.5,103.5,Teller,On-Air,KA4EPS,CCARC,2019-04-01,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Melbourne, Florida can be expected.",http://www.ka4eps.com,,Sunday 1900 MST Tuesday 1900 MST,,,,,Amateur Radio Motorcycle Club,Node # 27976,E-power. Allstar Node 27976,DM78LX,,,,,,,,,,,,,,,,,27976,,,,,,,,,,,,,,,,,,
447.275,-5,71.9,KB5VPZ,"McIntosh, McIntosh Post office west",NM,OPEN,E,,194.48,SSE,Node Offline,35,11166,34.84149933,-106.1309967,447.275,442.275,71.9,71.9,Torrance,On-Air,KB5VPZ,,2015-07-26,All Torrance County. South Hwy 14 from Raven Rd. to Hwy 55. Hwy 55 to Hwy 60. Hwy 60 to Encino Hwy 42 to Corona,,,,,,,,,Usually Linked to 146.720 and Sandia Crest wait for courtesy beeps,E-power (Solar and Wind). Linkable to other sites.,DM64WU,,,,,,,,,,,,,,,,943044,,,,# then node number to connect #then 73 disconnect,,,,,,,,,,,,,,,
448.725,-5,123,KA0TTF,"Colorado Springs, Fillmore Hill",CO,OPEN,,,194.94,E,,08,56,38.77999878,-104.84999847,448.725,443.725,123,,El Paso,On-Air,KA0TTF,CCARC,2016-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.525,5,,K5URD,"Belen, Capilla Peak",NM,OPEN,,S,196.13,SSE,,35,47,34.70140076,-106.40100098,444.525,449.525,,,Torrance,Off-Air,Upper Rio FM Soc,NMFCC,2018-11-19,Wide area.,URFMS Repeaters,,,,,,,,9,E-power.,DM64TQ,,,,,,,,,,,,,yes,K5URD (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,
146.96,-0.6,100,K5URR,"Belen, Capilla Peak",NM,OPEN,,,196.13,SSE,,35,46,34.70140076,-106.40100098,146.96,146.36,100,88.5,Torrance,Off-Air,Upper Rio FM Society,NMFCC,2018-11-19,Wide area.,http://www.urfmsi.org/,,,,,,,,,9,DM64TQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.075,5,100,W5NES,"Mountainair, Capilla Peak",NM,OPEN,,,196.13,SSE,,35,131,34.70100021,-106.40200043,444.075,449.075,100,,Torrance,On-Air,W5NES,NMFCC,2018-11-22,"Excellent coverage in Albuquerque, up to Santa Fe.",,,,,,,,,,,DM64TQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,W0PHC,"Pueblo, Baculite Mesa",CO,OPEN,,,196.15,E,,08,193,38.36240005,-104.55999756,146.79,146.19,88.5,,Pueblo,On-Air,Pueblo Amateur Radio Club,CCARC,2019-12-10,Wide area.,Pueblo Amateur Radio Club,,,,,,,,,E-power.,DM78ri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,CC 88.5,W0PHC,Pueblo,CO,OPEN,,D,196.15,E,,08,198,38.36240005,-104.55999756,447.95,442.95,88.5,,Pueblo,On-Air,Pueblo Amateur Radio Club,CCARC,2019-12-10,Wide area.,Pueblo Amateur Radio Club,,,yes,0,,yes,,Dual Mode Analog/DMR,E-power.,DM78ri,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,
446.875,-5,CC,N0SZ,Westcreek,CO,OPEN,,D,196.37,NE,,08,15900,39.15250015,-105.16400146,446.875,441.875,,,Douglas,On-Air,W0VG,CCARC,2019-11-27,,http://www.rmham.org,Full-time to the Colorado TRBO System .,,yes,6,310846,yes,RMHAM,,,,RMHAM c Record retrieved from radioid.net,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Full-Time Central Regional 2 720 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
444.4,5,100,N7JNI,Wagon Mound,NM,OPEN,,,196.51,SE,,35,181,36.00889969,-104.70600128,444.4,449.4,100,,Mora,Off-Air,Mora ARC,NMFCC,2017-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,,196.67,NE,,08,7,39.4056,-105.473,146.895,146.295,100,100,Park,On-Air,AB0RR,CCARC,2017-07-05,285,Park County Radio Club (PCRC),"Full-time internet linked to 448.57500 (WZ0N) at Hartsel, CO .",Wed at 19:30.,,,,,,,25,,,,,,,,,,,,,,,,,,45835,,,,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,,197.18,E,,08,195,38.39250183,-104.55500031,224.26,222.66,88.5,,Pueblo,Off-Air,Pueblo Ham Club,CCARC,2013-05-07,Wide area.,PHC repeaters,,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.375,5,100,WA5IHL,"Las Vegas, Mesa Apache",NM,CLOSED,,,197.69,SE,,35,117,35.40399933,-105.19300079,444.375,449.375,100,,San Miguel,On-Air,JPARA,NMFCC,2017-08-22,Wide area.,,,,,,,,,,"Closed autopatch, e-power.",DM75JJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,88.5,K7SDC,"Castle Dale, Cedar Mountain",UT,OPEN,I,,198.17,NW,,49,274,39.1719017,-110.6190033,448.55,443.55,88.5,,Emery,On-Air,N7QLO,UVHFS,2014-11-05,"Wide area: Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",,,,,,,,,Stand alone.,Remote base.,DM49QE,,,,,,,,,,,,,,,,,,,3280,,,,,,,,,,,,,,,,
447.125,-5,100,K7YI,"Castle Dale, Cedar Mountain",UT,CLOSED,,,198.17,NW,,49,74,39.1719,-110.619,447.125,442.125,100,,Emery,,San Rafael Cactus Assoc,UVHFS,2008-07-10,"Wide area: This covers (approximately) from Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",,,,,,,,Cactus-Intertie,,7,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,
147.14,0.6,88.5,K7SDC,"Castle Dale, Cedar Mountain",UT,OPEN,EI,,198.2,NW,ON - IDLE,49,57,39.17150116,-110.62000275,147.14,147.74,88.5,,Emery,On-Air,Sinbad Desert ARC,UVHFS,2015-08-04,"Wide area: Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",http://sdarc.us/repeaters/cedar.html,Full-time to the Sinbad Desert (SDARC) System .,,,,,,,7,"Closed autopatch, remote base.",DM49QE,,,,,,,,,,,,,,,,64264,,,3270,,,,,,,,,,,,,,,,
448.075,-5,,K7YI,"Price, Cedar Mountain",UT,OPEN,,S,198.2,NW,,49,4237,39.185,-110.605,448.075,443.075,,,Carbon,Off-Air,Sinbad Desert Amateur Radio Club,,2013-12-07,,,,,,,,,,,,,,,,,,,,,,,,,yes,K7YI (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,
449.575,-5,,,Colorado Springs,CO,CLOSED,,,198.22,NE,,08,8211,38.83390045,-104.82099915,449.575,444.575,,,El Paso,On-Air,RMHARC,CCARC,2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,AA0L,Colorado Springs,CO,OPEN,,,198.22,NE,,08,8200,38.83390045,-104.82099915,448.3,443.3,100,,El Paso,On-Air,AA0L,CCARC,2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,151.4,K0IRP,Colorado Springs,CO,OPEN,,,198.22,NE,,08,50,38.83390045,-104.82099915,447.35,442.35,151.4,,El Paso,On-Air,GGARC,CCARC,2015-03-04,,,,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.06,-1.6,,KB0SRJ,Colorado Springs,CO,CLOSED,,,198.22,NE,,08,8182,38.83390045,-104.82099915,224.06,222.46,,,El Paso,,Pikes Peak FM Association (PPFMA),CCARC,2012-11-12,Wide area.,,,,,,,,,,"E-power, linked.",,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,
447.025,-5,123,KF0WF,Colorado Springs,CO,OPEN,,,198.22,NE,,08,49,38.83390045,-104.82099915,447.025,442.025,123,,El Paso,Off-Air,Colorado Springs ARA,CCARC,2016-08-10,,,,,,,,,,,"Closed autopatch, e-power, linked, remote base.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.25,-5,123,N0KG,"Colorado Springs, Broadmoor Area",CO,OPEN,,,198.22,NE,,08,8198,38.83390045,-104.82099915,448.25,443.25,123,,El Paso,Off-Air,,CCARC,2018-09-25,Colorado Springs,,,,,,,,,,,DM78OU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.475,-5,107.2,NX0G,Colorado Springs,CO,OPEN,,,198.22,NE,,08,51,38.83390045,-104.82099915,447.475,442.475,107.2,,El Paso,On-Air,Mountain ARC (MARC),CCARC,2019-11-07,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",MARC/PCRC: Tue at 1930.,,,,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,114.8,W0MOG,Colorado Springs,CO,OPEN,,,198.22,NE,,08,55,38.83390045,-104.82099915,448.6,443.6,114.8,,El Paso,,W0MOG,CCARC,2012-11-10,,,"Full-time to 927.80000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,
927.8,-25,D116,W0MOG,Colorado Springs,CO,OPEN,,,198.22,NE,,08,3537,38.83390045,-104.82099915,927.8,902.8,D116,,Teller,On-Air,,CCARC,2012-11-10,,,"Full-time to 448.60000 (W0MOG) at Colorado Springs, CO .",,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.55,-5,123,WA6IFI,Colorado Springs,CO,OPEN,,,198.22,NE,,08,8191,38.83390045,-104.82099915,447.55,442.55,123,,El Paso,On-Air,WA6IFI,CCARC,2015-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,,,Colorado Springs,CO,OPEN,,,198.38,NE,,08,46,38.83810043,-104.82099915,147.27,147.87,,,El Paso,On-Air,TRA,,2016-08-10,,,,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,151.4,K0IRP,Colorado Springs,CO,OPEN,,,198.38,NE,,08,43,38.83810043,-104.82099915,146.91,146.31,151.4,151.4,El Paso,On-Air,GGARC,CCARC,2016-08-10,,,,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,103.5,W0MOG,Colorado Springs,CO,OPEN,,,198.38,NE,,08,48,38.83810043,-104.82099915,147.39,147.99,103.5,,El Paso,On-Air,W0MOG,CCARC,2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,67,K5FIQ,"Clines Corners, Tapia Mesa",NM,OPEN,,,198.59,SE,,35,60,35.04779816,-105.62999725,147.06,147.66,67,,San Miguel,On-Air,Upper Rio FM Society,NMFCC,2017-07-22,,,"Full-time to 146.90000 (K5FIQ) at Albuquerque, Op Ctr, NM .",,,,,,,,7,DM75EB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,AA0L,Colorado Springs,CO,OPEN,,,199.39,E,,08,8176,38.83969879,-104.80000305,147.135,147.735,100,,El Paso,On-Air,AA0L,CCARC,2016-04-08,,,,,,,,,,,6,DM78OU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
