Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Features,Links,Nets,Coordination,Last update,DMR Enabled,Color Code,DMR ID,Wide Network,Affiliate,Web links,EchoLink,Notes,On-air,IRLP,AllStar,Talkgroup Network,Talkgroups,Southern Colorado,Central Regional,Northern Colorado Regional,Grid,Rocky Mountain Wide,Commands,Feed,P-25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,IPSC Network,Local Network,YSF Digital Enabled,DG-ID,D-STAR Enabled,Node,Sources,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Devilshead Local,WIRES-X,Worldwide English,North America,DCI Bridge,Local/Cluster,Colorado,N. Colorado,Worldwide,English,TAC 310,Bandwidth,Eastern Colorado,Mountain Reg USA,Location Photo,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,TAC 311,Colorado Chat,Wyoming,WyLOCAL
145.265,-0.6,CC,KB0VGD,"Fort Collins, Horsetooth Mountain",CO,OPEN,,D,106.45,NE,"KB0VGD Marcos 2M Horsetooth Horsetooth Mtn VHF, Wide area coverage. Please use ONLY TG 310831, TG 3171, TG 3108, and TG 2 (Local 2) on Time Slot 2 (TS2). ALL OTHER TG connections will be directed to Time Slot 1 (TS1).",08,14274,40.53879929,-105.17900085,145.265,144.665,,,Larimer,On-Air,Northern Colorado Front Range Wide Area coverage.,W0DMR - NoCo C-bridge Network,,,,CCARC,2019-11-27,yes,2,310831,,Brandmeister Network,http://www.w0dmr.org/,,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,,,BrandMeister US,"Open Talkgroup View Assignment TS TG Access Worldwide English 1 91 Full-Time North America 1 93 Full-Time DCI Bridge 1 3100 Full-Time Local/Cluster 2 2 Colorado 2 3108 Full-Time N. Colorado 2 3171 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,"Repeater ID: 310831, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,,,,DMR-Plus c Record retrieved from radioid.net,,,,,,,,,,,,,,1,1,1,2,2,2,,,,,,,,,,,,,,,
447.525,-5,203.5,N0ESQ,"Parker, Hess Reservoir",CO,OPEN,,,106.73,ESE,,08,8189,39.49420166,-104.83599854,447.525,442.525,203.5,146.2,Douglas,On-Air,"Denver metropolitan area, front range foothills",EmComm Colorado,,,,CCARC,2017-03-11,,,,,Colorado ARES,,,"Not a ragchew machine. Traffic related to ARES, RACES and administrative and exercise traffic related thereto.",,,,,,,,,DM79NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.55,-20,100,K1TJ,Fort Collins,CO,OPEN,,,106.95,NE,,08,3620,40.51530075,-105.14700317,1283.55,1263.55,100,,Larimer,On-Air,Northern Colorado Front Range,K1TJ Repeater System,,,,CCARC,2013-01-01,,,,,,http://www.k1tj.com/,,,,,,,,,,,DN70KM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,123,KC0RBT,Fort Collins,CO,OPEN,E,,106.95,NE,ON - IDLE,08,276,40.51530075,-105.14700317,447.45,442.45,123,,Larimer,On-Air,,,,,,CCARC,2016-02-01,,,,,,,447450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC,N0AOL,Fort Collins,CO,OPEN,,D,106.95,NE,,08,8505,40.51530075,-105.14700317,446.7375,441.7375,,,Larimer,On-Air,Wide area: North Front Range.,N0AOL - NoCo C-Bridge Network,DMR-MARC World Wide Network,,"DMR World Wide Net: Sat at 10:00. TS 1 Group Call 1 http://www.dmr-marc.net/ Tac 310 Net: Sun at 18:00, TS 1 Group Call 310 .",CCARC,2019-11-27,yes,2,310803,,,http://nocodmr.kt0l.net:8080/nocodmr/documentation.htm,,Repeater ID: 310803,,,,,"Open Talkgroup View Assignment TS TG Access Worldwide 1 1 North America 1 3 English 1 13 TAC 310 1 310 Local/Cluster 2 2 N. Colorado 2 3171 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,DN70KM,,,,,,,,NoCo c Record retrieved from radioid.net,,,,,,,,,,,,,,,1,,2,,2,1,1,1,,,,,,,,,,,,
449.15,-5,136.5,WR0AEN,Aurora,CO,OPEN,,S,107.41,ESE,,08,8207,39.69670105,-104.80999756,449.15,444.15,,,Arapahoe,On-Air,,Colorado Amateur Repeater Network (CARN),,,,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,,107.71,SE,ON - IDLE,08,8740,39.13600159,-104.92700195,145.19,144.59,131.8,131.8,Douglas,On-Air,Wide area coverage at 8300,N0OBA Owner,,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,2018-10-25,,,,,,,10079,,,,,,,,,,DM79MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,107.2,NX0G,Cripple Creek,CO,OPEN,,,108.43,SE,,08,65,38.7466,-105.178,147.015,147.615,107.2,,Teller,On-Air,,Mountain ARC,E-power.,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO .",MARC/PCRC: Tue at 19:30.,CCARC,2016-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,67,WB0WDF,Cripple Creek,CO,OPEN,,,108.43,SE,,08,64,38.7466011,-105.1780014,145.46,144.86,67,,Teller,On-Air,,WB0WDF,"E-power, 100% Solar",,,CCARC,2012-06-15,,,,,RGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,67,WB0WDF,Cripple Creek,CO,OPEN,,,108.43,SE,,08,7203,38.7466,-105.178,224.94,223.34,67,,Teller,Testing,,,,,,CCARC,2012-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,67,WB0WDF,Cripple Creek,CO,OPEN,,,108.43,SE,,08,66,38.7467,-105.178,447.4,442.4,67,,Teller,On-Air,,WB0WDF,"E-power, Solar, Remote Base",,,CCARC,2012-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.7,-20,67,WB0WDF,Cripple Creek,CO,OPEN,,,108.43,SE,,08,67,38.7466,-105.178,1287.7,1267.7,67,,Teller,Testing,,WB0WDF,,,,CCARC,2012-06-18,,,,,,,,Testing in Canon City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.7,-5,146.2,WQ8M,Parker,CO,OPEN,,,108.54,ESE,,08,274,39.55799866,-104.79399872,448.7,443.7,146.2,,Douglas,On-Air,Local North Parker only,,,,,,2018-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.2625,-5,CC,N0SZ,"Rangely, Cathedral Bluffs",CO,OPEN,,D,108.96,WNW,,08,17249,40.0875,-108.805,445.2625,440.2625,,,Rio Blanco,On-Air,,RMHAM,,,,,2018-10-25,yes,7,310154,,,https://www.rmham.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,131.8,W7RF,Fort Collins,CO,OPEN,,,109.25,E,,08,8194,40.49599838,-105.07900238,447.725,442.725,131.8,,Larimer,On-Air,,W7RF,,,,CCARC,2018-05-13,,,,,,,,,,,,,,,,,DN70LL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,146.2,N7UW,"Laramie, Jelm Mountain",WY,OPEN,E,Y,109.26,NNE,Node Offline,56,15436,41.09719849,-105.97699738,147.015,147.615,146.2,,Albany,On-Air,Albany County,"Albany County ARES/RACES, University Amateur Radio",,,,,2017-02-24,,,,,,http://www.uwyo.edu/uarc/,82070,,,,,,,,,,,,,,,,,Yes; analog capable.,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,151.4,N0OBA,Aurora,CO,OPEN,E,,110.21,ESE,ON - IDLE,08,8741,39.62799835,-104.75800323,145.19,144.59,151.4,131.8,Arapahoe,On-Air,"Aurora, Littleton, Denver, Morrison, North Colorado Springs to as far as Ft. Collins.",N0OBA,Autopatch (please contact trustee).,,"""Tri Lakes Net"" This net is held every Monday at 7:30pm local (except on the third Monday of the month when we have our regular radio club meeting.)",,2018-02-01,,,,,,,10079,"Please note the PL's! Do not TSQ unless your radio can do split PL's. Otherwise you will not here the system. Regards, Scott",,,,,,,,,DM79OP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,107.2,W0RRZ,"Grand Junction, Black Ridge (Above Colorado Ntl Monument)",CO,OPEN,,,110.32,WSW,,08,151,39.06560135,-108.7480011,146.94,146.34,107.2,107.2,Mesa,On-Air,Grand Junction 30-50 mi,Western Colorado Amateur Radio Club,E-power and autopatch for WCARC members,,Oatmeal Net: Mon-Fri at 7:30AM-8:00AM,CCARC,2016-05-11,,,,,,http://w0rrz.org,,,,,,,,,,,DM59PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,131.8,WA4HND,"Grand Junction, Black Ridge",CO,OPEN,I,,110.32,WSW,,08,155,39.0656,-108.748,449.575,444.575,131.8,131.8,Mesa,On-Air,Grand Junction,,e-power. Linked to GMRA Open System,,Wed RACES Net 1930 Hrs,CCARC,2018-01-15,,,,,Grand Mesa Repeater Assoc,GMRA Repeaters,,Closed IRLP out,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9,-5,,K0PRA,Parker,CO,OPEN,W,Y,110.52,ESE,,08,18248,39.51860046,-104.76100159,446.9,441.9,,,Arapahoe,On-Air,Small coverage area in Parker,Parker Radio Association,Linked to the Colorado Mega digital system,,Monday nights 8pm mountain,,2019-11-03,,,,,,https://www.parkerradio.org,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,40895,,,,,,,,,,,,,,,,,,,,,
448.05,-5,CC,N0KEG,Parker,CO,OPEN,,D,110.52,ESE,,08,17696,39.51860046,-104.76100159,448.05,443.05,,,Douglas,,,,,,,,2019-11-27,yes,1,310374,BrandMeister,,,,,Unknown,,,,,,,,,,,,,,,,Brandmeister c Record retrieved from radioid.net,Brandmeister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,67,WB0WDF,"Canon City, eightmile Mountain",CO,OPEN,,,110.69,SE,,08,33,38.5386,-105.349,449,444,67,67,Fremont,On-Air,,WB0WDF,"E-power (Solar, Wind)",Full-time to the Mega-Link System .,,CCARC,2012-06-14,,,,,,Mega Link,,North of the Royal Gorge Bridge.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.96,-1.6,CSQ,AC0KC,Fort Lupton,CO,OPEN,,,110.95,E,,08,8183,40.08470154,-104.81300354,224.96,223.36,CSQ,,Weld,On-Air,,AC0KC,,,,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,141.3,WE0FUN,"Denver, Green Valley Ranch",CO,OPEN,EA,,111.02,ESE,Node Offline,08,9765,39.79669952,-104.7480011,448.15,443.15,141.3,141.3,Denver,On-Air,Small coverage of the East Denver area SW of DIA. Repeater Coverage Map,K0GUR,E-power (batt). 2 meter and 70cm channel steerable remote bases.,Full-time to the The Fun Machine System .,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. RGARC Net: Wed at 19:00.,CCARC,2019-08-22,,,,,,k0jsc.com,24340,Can be linked to various local repeater systems via the remote base(s). Echolink connects restricted. Email me to be added to the authorized list. The system may be occupied in the Southern Colorado area for a formal net or ARES activity.,,,29436,,,,,,DM79pt,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,,111.07,SE,,08,44,38.84000015,-105.04000092,146.97,146.37,100,,El Paso,On-Air,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",Pikes Peak FM Assoc,e-power.,"Linkable to 448.45000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",listed on http://ppfma.org,CCARC,2019-11-11,,,,,,PPFMA Repeaters,,,,,,,,,,,DM78LU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,
448.45,-5,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,,111.07,SE,,08,54,38.84000015,-105.04000092,448.45,443.45,100,,El Paso,On-Air,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",Pikes Pk FM Assoc,E-power.,"Linkable to 146.97000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",see http://www.ppfma.org,CCARC,2019-03-07,,,,,,PPFMA Repeaters,,,,,,,,,,,DM78LU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,
145.4,-0.6,100,KB0UDD,"Aurora, Smoky Hill",CO,OPEN,,,111.16,ESE,,08,5,39.6072998,-104.74099731,145.4,144.8,100,,Arapahoe,On-Air,Greater Denver area.,Castle Rock Repeater Group,"Autopatch, e-power.","Full-time to 448.50000 (KB0UDD) at Aurora, Smokey Hill, CO .",,CCARC,2019-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.3,-5,107.2,AC0KC,Fort Lupton,CO,OPEN,EI,,111.24,E,Node Offline,08,8739,40.02759933,-104.78900146,447.3,442.3,107.2,,Weld,On-Air,,,,,,CCARC,2013-01-07,,,,,,,405804,,,3887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.025,-5,100,W0UPS,"Loveland, Budweiser Event Center",CO,OPEN,,Y,111.54,E,,08,3621,40.44400024,-104.98899841,448.025,443.025,100,100,Larimer,On-Air,,Northern Colorado ARC,,,,CCARC,2016-03-21,,,,,,,,,,,,,,,,,DN70MK,,,,,,,Yes; analog capable.,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,,111.55,SE,,08,183,39.09170151,-104.87200165,447.725,442.725,100,100,El Paso,On-Air,Local.,K0NR,30,,,CCARC,2016-12-10,,,,,,http://www.k0nr.com/wordpress/k0nr-repeater/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,D,111.69,NE,,08,18416,40.57759857,-105.09300232,446.7625,441.7625,,,Larimer,On-Air,,RMHAM,,,Red Cross Net on Wide - Third Thursday of the month at 1900 Tech Net on Wide - First Saturday of the month at 1900,,2020-02-10,yes,8,,,CSUARC,https://www.rmham.org/wordpress/dmr-radio-site-information/,,,,,,,,,,,,,,,,,,,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,D,111.69,NE,,08,18417,40.57759857,-105.09300232,446.7625,441.7625,,,Larimer,On-Air,,RMHAM,,,Red Cross Net on Wide - Third Thursday of the month at 1900 Tech Net on Wide - First Saturday of the month at 1900,,2020-02-10,yes,8,,,CSUARC,https://www.rmham.org/wordpress/dmr-radio-site-information/,,,,,,,,,,,,,,,,,,,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,S,111.7,NE,,08,8901,40.57770157,-105.09300232,446.8125,441.8125,,,Larimer,On-Air,Fort Collins Local Area,W0QEY CSU,D-Star Gateway,,,CCARC,2017-05-31,,,,,,,,Free Star,,,,,,,,,DN70KN,,,,,,,,,,,,yes,W0QEY (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,,112.13,NE,,08,125,40.57080078,-105.07700348,147.36,147.96,100,100,Larimer,On-Air,Map,CO State Univ ARC,Closed autopatch.,,,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.2,-5,107.2,,Glade Park,CO,OPEN,,,112.31,WSW,,08,18392,38.97999954,-108.73999786,449.2,444.2,107.2,,Mesa,On-Air,,GMRA,Solar Powered,,,,2019-12-22,,,,,,http://www.gmra.org/repeaters.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,,112.38,NE,,08,124,40.58530045,-105.08399963,449.85,444.85,100,100,Larimer,On-Air,Map,CO State Univ ARC,Closed autopatch.,,,CCARC,2012-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.95,-25,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,,112.38,NE,,08,3592,40.58530045,-105.08399963,927.95,902.95,100,100,Larimer,On-Air,Northern Front Range,,,,,CCARC,2019-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,107.2,KB0SW,"Loma, Baxter Pass",CO,OPEN,,,113.11,W,,08,174,39.5819,-108.952,447,442,107.2,,Garfield,On-Air,Wide area.,,8,,,CCARC,2018-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC,K0PRA,Parker,CO,OPEN,,D,114.16,ESE,"Colorado Mega Reflector - XLX376 Transcoder - YSF 23160 - WiresX 40895 Welcome to the new and improved Colorado Mega Link! Brought to you by the Parker Radio Association, where we have fun, play radio and keep the squelch loose. Please join us Monday nights at 8pm mountain time our our digital net.",08,17292,39.44910049,-104.70300293,445.075,440.075,,,Douglas,On-Air,,Parker Radio Association,Brandmeister Network https://brandmeister.network/?page=repeater&amp;id=310844,,Mondays 20:30 MST,CCARC,2019-11-27,yes,1,310844,,,http://www.parkerradio.org,,Mixed Mode,,,,,,,,,,,,,,,,,None c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.8,-5,CC,AD0RM,"Ridgway, On top of Log Hill",CO,OPEN,,D,114.28,SSW,,08,17998,38.18,-107.79,447.8,442.8,,,Ouray,On-Air,Montrose to Ouray,AD0RM,,,,,2019-08-17,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KE0SJ,Lochbuie,CO,OPEN,,,114.72,E,,08,9771,40.00719833,-104.71600342,447.625,442.625,100,,Adams,On-Air,Local/North Metro,Intermountain Repeater Group,,,,,2015-05-23,,,,,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,-0.6,123,KB5ITS,"Lake City, Hill 71",CO,OPEN,,,115.31,SSW,,08,16607,38.03,-107.315,147.135,146.535,123,,Hinsdale,On-Air,,,E-power (solar),,,CCARC,2018-01-15,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.95,-5,CC,K7PFJ,"Colorado Springs, Almagre Mountain",CO,OPEN,,D,115.67,SE,,08,5220,38.77259827,-104.99299622,446.95,441.95,,,Teller,On-Air,Monument Hill through Pueblo.,Rocky Mountain Ham Radio,,"Full-time to 446.98750 (N0SZ) at Boulder, Lee Hill, CO .",,,2019-11-27,yes,7,310816,,RMHAM,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",2,,,,1,,,,,,,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.725,-25.7,D114,WA6IFI,"Colorado Springs, Almagre Mountain",CO,OPEN,,,115.67,SE,,08,58,38.77259827,-104.99299622,927.725,902.025,,,Teller,On-Air,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. 50 mi radius. Repeater Coverage Map",WA6IFI,12,Full-time to the The 900 P25 Network System .,,CCARC,2020-01-01,,,,,,Yahoo Group,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,AA0SP,"Colorado Springs, Almagre Mountain",CO,PRIVATE,,,115.68,SE,,08,8178,38.77249908,-104.99299622,147.18,147.78,100,,El Paso,On-Air,"Located on South Almagre Mountain at 12,367 feet, it provides excellent coverage of nearly all of El Paso County and points east, along with coverage extending south past Pueblo. Locations very close in to the Front Range, or in the shadow of Cheyenne Mountain are not covered well. Since this peak is shorter than Pikes Peak its coverage to the north is not as good as Pikes Peak, although there are points northeast of Colorado Springs where there is coverage.",AA0SP,E-power (solar).,,,CCARC,2017-03-09,,,,,,,,This repeater is available for public service oriented communications with prior coordination. Contact Mike Proctor KB0IAP to coordinate its use.,,,,,,,,,DM78MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,CC,N0SZ,"Colorado Springs, Almagre Mountain",CO,OPEN,,D,115.7,SE,,08,17250,38.77199936,-104.99299622,145.235,144.635,,,El Paso,On-Air,Wide area,RMHAM,,,,CCARC,2019-11-27,yes,7,310824,,,Rocky Mountain Ham Radio,,Voice ID is required for data/GPS/text on TG 705,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Eastern Colorado 2 705 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,DM78MS,1,,,,,,,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,
446.85,-5,,K0PRA,Franktown,CO,OPEN,,S,116.22,ESE,,08,11473,39.39350128,-104.67500305,446.85,441.85,,,Douglas,On-Air,,Parker Radio Association,D-Star B module,,,CCARC,2018-03-18,,,,,,http://parkerradio.org,,,,,,,,,,,DM79PJ,,,,,,,,,,,,yes,K0PRA (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,100,KB0SRJ,"Colorado Springs, ~2 mi ENE USAFA North Gate",CO,OPEN,,,116.76,SE,,08,57,39.03020096,-104.7990036,448.8,443.8,100,,El Paso,On-Air,I-25 corridor from Baptist Rd south to Fort Carson,Pikes Peak FM Association (http://PPFMA.ORG),,,,CCARC,2019-09-24,,,,,,PPFMA Repeaters,,,,,,,,,,,DM79OA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,CC,W0DMR,"Fort Collins, Timnath",CO,OPEN,,D,117.05,E,,08,12562,40.54460144,-104.94400024,147.39,147.99,,,Larimer,On-Air,"Fort Collins east side, into Red Feather Lakes area.",KT0L - NoCo C-Bridge Network,,,Tac 310 Net: Sun at 18:00.,CCARC,2019-11-27,yes,2,310822,,,Documentation,,,,,,,"Open Talkgroup View Assignment TS TG Access TAC 310 1 310 DCI Bridge 1 3100 N. Colorado 1 3171 Mountain Reg USA 1 3177 Local/Cluster 2 2 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,,,NoCO c Record retrieved from radioid.net,,,,,,,,,,,,,,,,1,2,,1,,,1,,,1,,,,,,,,,
446.7375,-5,CC,K0JSC,"Canon City, Fremont Peak",CO,OPEN,,D,117.07,SE,,08,7184,38.4542,-105.29,446.7375,441.7375,,,Fremont,On-Air,Fremont county and state wide on Talk Slot 2. 40 mi radius. Repeater Coverage Map,,IPSC Link to the Colorado network on Talk Slot 2.,Full-time to the Colorado TRBO System .,,CCARC,2017-03-11,yes,7,,,Rocky Mountain Ham Radio,http://www.k0jsc.com,,Talk Slot 2 linked to the RMHAM trbo system/Talk Slot 1 Local.,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",2,,,DM78ii,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,
447.25,-5,100,K0JSC,"Canon City, Fremont Peak",CO,OPEN,EIA,,117.07,SE,ON - IDLE,08,8879,38.4542,-105.29,447.25,442.25,100,100,Fremont,On-Air,Wide from Custer County to Park County and Chaffee County to Pueblo County. Repeater Coverage Map,,,Full-time to the The Fun Machine System .,Region 2 District 2 ARES Net: Tue at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00. Region 5 District 1 ARES Net: Wed at 19:30. APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00.,CCARC,2013-01-27,,,,,,K0JSC dot Com,363976,,,7301,28368,,,,,,DM78ik,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,
