Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Coordination,Last update,Features,EchoLink,Notes,IRLP,AllStar,Nets,Links,Web links,DMR Enabled,Color Code,DMR ID,Wide Network,Talkgroup Network,Talkgroups,Southern Colorado,Central Regional,Northern Colorado Regional,Affiliate,On-air,Grid,Rocky Mountain Wide,Commands,D-STAR Enabled,Node,Sources,IPSC Network,P-25 Digital Enabled,NAC,Default Reflector,Feed,Mixed-Mode,Devilshead Local,YSF Digital Enabled,DG-ID,Location Photo,Bandwidth,Local Network,Eastern Colorado,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,TAC 310,TAC 311,Colorado,Colorado Chat,WIRES-X,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Worldwide English,North America,DCI Bridge,Local/Cluster,N. Colorado,Worldwide,English,Mountain Reg USA,Wyoming,WyLOCAL,Europe,Southwest USA
447.6,-5,CC 88.5,W0PHC,"Walsenburg, Badito Cone",CO,OPEN,,D,138.02,SE,,08,18345,37.77199936,-105.02200317,447.6,442.6,88.5,88.5,Huerfano,Off-Air,,Pueblo Amateur Radio Club,CCARC,2019-12-12,,,Repeater off line due to road closure for the winter. (note entered 12/2019),,,,,http://www.puebloradio.org/,yes,,,,,,,,,,,DM77LS,,,,,,c Record retrieved from radioid.net,,,,,Yes; analog capable.,,,,,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,K0EP,"Durango, Eagle Pass",CO,OPEN,,,138.73,SSW,,08,113,37.41529846,-108.01200104,146.67,146.07,100,100,La Plata,On-Air,Wide area.,Durango ARC,CCARC,2019-04-01,11,,Linked active in the summer months only.,,,,"Part-time to 147.37500 (KB5ITS) at Silverton, Kendall Mountain, CO .",DARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,N0JSP,"Pagosa Springs, Oakbrush Hill",CO,OPEN,,,138.91,S,,08,188,37.193,-107.1,146.61,146.01,123,,Archuleta,On-Air,,,CCARC,2018-01-15,,,,,,,,http://durangoarc.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,146.2,N7UW,"Laramie, Jelm Mountain",WY,OPEN,E,Y,138.99,NNE,Node Offline,56,15436,41.09719849,-105.97699738,147.015,147.615,146.2,,Albany,On-Air,Albany County,"Albany County ARES/RACES, University Amateur Radio",,2017-02-24,,82070,,,,,,http://www.uwyo.edu/uarc/,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,CC,W0DMR,"Fort Collins, Timnath",CO,OPEN,,D,139.47,NE,"Rick KT0L Repeater Ft Collins, CO (Limited coverage)",08,10995,40.59379959,-104.9260025,446.775,441.775,,,Larimer,On-Air,"Fort Collins east side, into Red Feather Lakes area.",W0DMR - NoCo C-bridge Network,CCARC,2019-11-27,,,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,,,,W0DMR,yes,2,310806,,BrandMeister US,"Open Talkgroup View Assignment TS TG Access Worldwide English 1 91 Full-Time North America 1 93 Full-Time DCI Bridge 1 3100 Full-Time Local/Cluster 2 2 Colorado 2 3108 Full-Time N. Colorado 2 3171 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,Brandmeister Network,,DN70MO,,"Repeater ID: 310806, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,,NoCO c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,1,1,2,2,,,,,,,
447.2,-5,82.5,N6RFI,"Severance, Cactus Hill",CO,OPEN,,,139.64,NE,,08,8188,40.58100128,-104.90599823,447.2,442.2,82.5,,Weld,On-Air,,N6RFI,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,DN70NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,127.3,K0OJ,"Greeley, UNC",CO,OPEN,,,140.09,NE,,08,159,40.40370178,-104.70300293,449.725,444.725,127.3,,Weld,On-Air,,K0OJ,CCARC,2019-10-04,"Autopatch, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,W0UPS,"Greeley, UNC",CO,OPEN,,,140.22,NE,,08,156,40.40359879,-104.69999695,146.85,146.25,100,100,Weld,On-Air,,Northern Colorado ARC,CCARC,2017-05-08,"E-power, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1375,-5,CC,KB0VGD,Greeley,CO,OPEN,,D,140.63,NE,,08,18521,40.42331314,-104.70912933,445.1375,440.1375,,,Weld,On-Air,,,,2020-02-17,,,,,,,,,yes,2,,,,,,,,,,,,,,,,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,136.5,WR0AEN,Greeley,CO,OPEN,,S,140.64,NE,,08,8210,40.4233017,-104.70899963,449.325,444.325,,,Weld,On-Air,,Colorado Amateur Repeater Network (CARN),CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,110.9,WB7UPS,Wellington,CO,OPEN,,,141.8,NE,,08,8251,40.70389938,-105.00900269,448.325,443.325,110.9,,Larimer,On-Air,,,CCARC,2012-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,88.5,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,,142.29,WSW,,49,13042,38.5286,-109.322,146.76,146.16,88.5,,Grand,On-Air,Moab and immediate surroundings.,Sinbad Desert ARC,UVHFS,2017-11-04,,,8,,,,,http://www.sdarc.us/repeaters/bald.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.1,-5,107.2,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,,142.44,WSW,,49,52,38.5286,-109.325,449.1,444.1,107.2,107.2,Grand,On-Air,"Wide area: Moab and surrounding areas, including large portions of Arches and Canyonlands National Parks.",Grand Mesa Repeater Association (GMRA),UVHFS,2017-11-04,8,,,,,RACES Wed. 1930 hours,,GMRA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,131.8,KC5EVE,Durango,CO,OPEN,,,144.36,SSW,,08,115,37.2753,-107.879,448.625,443.625,131.8,131.8,La Plata,On-Air,Wide area.,KC5EVE,CCARC,2018-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,K0EP,Durango,CO,OPEN,,,144.38,SSW,,08,11546,37.27529907,-107.87999725,449.85,444.85,100,100,La Plata,On-Air,,DARC,CCARC,2018-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,,KB5ITS,"Mancos, Caviness",CO,OPEN,,,145.37,SSW,,08,18459,37.36460114,-108.14800262,145.325,144.725,,,Montezuma,On-Air,,San Juan Connection,,2020-01-12,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.375,5,100,KB5ITS,"Mancos, Caviness Mountain",CO,OPEN,,,145.7,SSW,,08,15896,37.36,-108.15,442.375,447.375,100,,Montezuma,On-Air,,San Juan Connection,,2017-11-30,,,,,,,Full-time to the San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,KB5ITS,"Durango, Smelter Mountain",CO,OPEN,,,145.78,SSW,,08,11545,37.2622,-107.906,147.135,147.735,100,100,La Plata,On-Air,,,CCARC,2018-01-15,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,107.2,WA0DE,Simla,CO,OPEN,,,146.07,ESE,,08,12167,39.22669983,-104.08999634,147.105,147.705,107.2,107.2,Elbert,On-Air,"I-70, E. Arapahoe, Elbert, Lincoln Counties 40 mi radius.",ARES of Douglas and Elbert Counties,CCARC,2020-02-11,Linked to CRA 448.425 - WestCreek,,,,,,"Full-time to 448.42500 (W0CRA) at Larkspur, Westcreek, CO .",http://www.w0cra.org/,,,,,,,,,,Colorado Repeater Association,,DM79WF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,100,KB0VIU,Hesperus,CO,OPEN,,,146.24,SSW,,08,8169,37.3,-108.028,145.37,144.77,100,100,La Plata,On-Air,,,CCARC,2018-01-15,E-power.,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,136.5,W7BYU,Vernal,UT,OPEN,,,147.53,NW,,49,182,40.3564,-109.146,449.7,444.7,136.5,,Uintah,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",W7BYU,UVHFS,,8,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,136.5,W7BYU,Roosevelt,UT,OPEN,E,,147.57,,Node Offline,49,281,40.355,-109.148,146.92,146.32,136.5,,Duchesne,Off-Air,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,UVHFS,2017-06-29,E-power.,458695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,136.5,W7BAR,"Vernal, Blue Mountain",UT,OPEN,EI,,147.61,NW,ON - IDLE,49,163,40.3572,-109.147,147.1,147.7,136.5,,Uintah,On-Air,"Wide area: Vernal, Roosevelt, Duchesne and other Uintah basin communities.",""">Borderline ARC",UVHFS,2017-06-29,"Autopatch, e-power.",458414,8,3577,,,"Full-time to 147.34000 (KG7DSO) at Vernal, Tabby Mountain, UT .",,,,,,,,,,,,,,,"IRLP: No access code, bring up your node by it's node no. and bring it down with a 73.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Pueblo, Cedarwood",CO,OPEN,EIA,,149,SE,ON - IDLE,08,5369,38.0340004,-104.48899841,449.975,444.975,100,100,Pueblo,On-Air,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass Repeater Coverage Map,K0JSC,CCARC,2017-03-11,2,363976,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,7301,28368,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. RGARC Net: Wed at 19:00.,"Linkable to 146.79000 (W0PHC) at Pueblo, Baculite Mesa, CO . Linkable to 146.88000 (W0PHC) at Pueblo, 12 Mile Hill, CO . Linkable to 145.49000 (WD0EKR) at Canon City, Fremont Peak, CO . Linkable to 145.13000 (KB0VJJ) at Colorado Springs, Cheyenne Mountain, CO . Linkable to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Linkable to 145.46000 (WB0WDF) at Cripple Creek, CO . Full-time to the The Fun Machine System . 146.43000 simplex. 146.44500 simplex.",K0JSC dot Com,,,,,,,,,,,,DM78SA18,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,100,KB5ITS,"Cortez, Goodman",CO,OPEN,,,149.79,SW,,08,16606,37.4739,-108.505,145.19,144.59,100,,Montezuma,On-Air,,,CCARC,2018-01-15,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,,,149.79,SW,,08,16623,37.4739,-108.505,447.275,442.275,100,,Montezuma,On-Air,,,,2017-12-07,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,KB5ITS,"Ignacio, Spring Creek",CO,OPEN,,,150.13,SSW,,08,8177,37.115,-107.633,147.15,147.75,100,,La Plata,On-Air,Bayfield,,CCARC,2018-01-16,E-power.,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,136.5,W7BAR,"Vernal, Uintah County EOC",UT,OPEN,I,,150.17,WNW,,49,13408,40.1069,-109.378,449.9,444.9,136.5,,Uintah,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",Borderline Amateur Radio Club,,2015-07-04,,,,7705,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KB5ITS,"Mancos, Menefee Mountain",CO,OPEN,,,150.42,SSW,,08,8168,37.32600021,-108.2480011,145.325,144.725,100,,Montezuma,On-Air,Wide area.,,CCARC,2018-01-15,E-power.,,Full time to the San Juan Connection,,,,,http://www.sjcham.com,,,,,,,,,,,,DM57VH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC,N5UBJ,"Mancos, Caviness Mountain",CO,OPEN,,D,150.46,SSW,,08,15895,37.34500122,-108.28900146,446.7375,441.7375,,,Montezuma,On-Air,,RMHAM,CCARC,2019-11-27,,,Talkgroup 700 TS 1 Talkgroup 719 TS 2,,,,,http://www.rmham.org,yes,6,310826,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 1 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,,,,1,,,,,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,100,N0JPX,La Veta,CO,OPEN,I,,152.32,SE,,08,168,37.50500107,-105.00700378,145.355,144.755,100,,Huerfano,On-Air,,N0JPX,CCARC,2019-03-17,"E-power, linked.",,,3974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.9,-0.6,88.5,K7QEQ,Moab,UT,OPEN,,,152.95,WSW,,49,48,38.5739,-109.549,146.9,146.3,88.5,,Grand,On-Air,Moab and immediate surroundings.,Sinbad Desert ARC,UVHFS,2015-03-29,"Closed autopatch, remote base, linked to Bald Mesa (146.760).",,,,,,,http://sdarc.us/repeaters/moab.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,136.5,NM5SJ,Dulce,NM,OPEN,,,156.3,S,,35,15624,36.9336,-106.999,145.43,144.83,136.5,,Rio Arriba,On-Air,,SJC EMCOMM,NMFCC,2017-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,162.2,W5SF,"Chama, Overlook Mtn",NM,OPEN,,,158.15,S,,35,15079,36.90999985,-106.58000183,147.08,147.68,162.2,,Rio Arriba,On-Air,,SFARC,NMFCC,2017-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,127.3,KD5LWU,"Cortez, Downtown",CO,OPEN,EA,,159.34,SW,Node Offline,08,61,37.3489,-108.585,146.79,146.19,127.3,127.3,Montezuma,On-Air,,KD5LWU,CCARC,2015-04-30,,24336,,,29317,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.175,-5,127.3,KD5LWU,Cortez,CO,OPEN,E,,159.34,SW,Node Offline,08,62,37.34889984,-108.58499908,449.175,444.175,127.3,,Montezuma,Off-Air,,KD5LWU,CCARC,2014-06-30,,24336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,KB7SWR,Cheyenne,WY,OPEN,,,159.61,NNE,,56,20,41.15250015,-105.22100067,448.15,443.15,100,,Laramie,Off-Air,,KB7SWR,WRCG,2017-01-04,,,,,,,"Full-time to 145.23500 (KB7SWR) at Cheyenne, WY .",,,,,,,,,,,,,DN71JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,114.8,KC7SNO,"Laramie, Beacon Hill",WY,OPEN,,,160.16,NNE,,56,9,41.31140137,-105.59100342,146.82,146.22,114.8,,Albany,On-Air,Wide area.,Shy-Wy Amateur Radio Club,WRCG,2019-06-13,,,,,,Shy-WY ARC: Thu at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,,N7UW,"Laramie, University",WY,OPEN,,Y,160.56,NNE,,56,76,41.31480026,-105.58200073,146.61,146.01,,,Albany,On-Air,Laramie Valley 30 mi radius.,University ARC,WRCG,2017-01-04,,,,,,,,http://www.uwyo.edu/uarc,,,,,,,,,,,,DN71FH,,,,,,,,,,,Yes; analog capable.,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,100,N0ZSN,"La Veta, Cordova Pass",CO,OPEN,EIA,,160.68,SE,ON - IDLE,08,13485,37.34069824,-105.02400208,449.75,444.75,100,100,Las Animas,On-Air,,N0ZSN,CCARC,2015-07-27,,363976,,7301,28368,,Full-time to the The Fun Machine System .,The Fun Machine,,,,,,,,,,The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.225,-5,CC,WY7EOC,"Laramie, Pilot Hill",WY,CLOSED,,D,160.95,NNE,,56,60,41.26660156,-105.43299866,447.225,442.225,,,Albany,On-Air,Wide area.,Laramie County EM,WRCG,2019-12-12,,,,,,,,,yes,11,315608,,Wyoming DMR Project,"Open Talkgroup View Assignment TS TG Access Wyoming 1 3156 Full-Time WyLOCAL 2 100 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,Wyoming DMR Project,,DN71GG,,,,,,WyDMR c Record retrieved from radioid.net,,,,,,,,,,,Wyoming DMR Project,,,,,,,,,,,,,,,,,,,,,,,,1,2,,
146.73,-0.6,88.5,W0PHC,"Walsenburg, N Rattlesnake Butte",CO,OPEN,,,161.05,SE,,08,247,37.77190018,-104.45600128,146.73,146.13,88.5,,Huerfano,On-Air,"Wide area: Pueblo, Huerfano, Otero, and Las Animas Counties.",Pueblo Amateur Radio Club,CCARC,2019-12-10,6,,,,,,,Pueblo Ham Club,,,,,,,,,,,,DM77SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,123,K0UPS,Cedar Point,CO,OPEN,EI,,161.83,ESE,ON - IDLE,08,9583,39.37030029,-103.8010025,449.25,444.25,123,123,Elbert,On-Air,"I-70 Limon, Co area.",K0UPS Club c/o N1UPS,CCARC,2014-09-02,Full duplex node.,3349,"K0UPS Buster Brown Radio Club. North West of Limon, Colorado.",3349,,,,,,,,,,,,,,,,DM89CI,,** [StarStar] Prefix for Echolink Node.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1,,K7UWR,"Laramie, Pilot Hill",WY,OPEN,,,163.09,NNE,,56,4,41.3098,-105.455,53.03,52.03,,,Albany,Off-Air,I-80 from west of Laramie to east of Cheyenne for 25 watt mobiles with 1/4 wave antenna.,K7UWR,,2017-01-04,8,,,,,,,http://www.r-vcr.com/k7uwr/repeater.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,100,NM5SJ,"Nebo, Cedar Hill",NM,OPEN,,,164.71,SSW,,35,16667,36.95,-107.85,147.06,147.66,100,,San Juan,On-Air,,,NMFCC,2018-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9375,-5,CC,K7PFJ,"Cheyenne, South",WY,OPEN,,D,164.79,NE,,56,15672,41.06000137,-104.87999725,449.9375,444.9375,,,Laramie,Off-Air,,,WRCG,2020-02-04,,,,,,,Full-time to the Rocky Mountain Ham System .,https://www.rmham.org/wordpress/,yes,7,315603,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Northern Colorado Regional 2 721 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,2,,,DN71NB,1,,,,,RMHR c Record retrieved from radioid.net,,,,,,,,,,,RMHAM,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,131.8,N7JJY,"Cheyenne, Chalk Bluffs",WY,OPEN,,Y,166.28,NE,,56,34,41.0274,-104.784,449.3,444.3,,,Laramie,On-Air,"Laramie county wy, Northern Weld and Larimer County, CO",WU7G,WRCG,2019-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,100,NM5ML,"Tres Piedras, San Antonio Mountain",NM,OPEN,,,166.87,SSE,,35,175,36.85969925,-106.01799774,147.22,147.82,100,,Rio Arriba,On-Air,Wide area.,New Mexico Mega Link Assoc,NMFCC,2017-01-23,10,,,,,,Full-time to the Mega-Link System .,,,,,,,,,,,,,DM66XU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras, San Antonio Mountain",NM,OPEN,,,166.88,SSE,,35,19,36.8594017,-106.01899719,146.76,146.16,67,,Rio Arriba,On-Air,"Most of Taos County, eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",Taos ARC,,2016-04-30,11,,,,,,,,,,,,,,,,,,,DM66XU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N1FSX,Punkin Center,CO,OPEN,,,169.01,ESE,,08,7395,38.85200119,-103.69999695,449.9,444.9,107.2,,Lincoln,On-Air,,,CCARC,2012-07-20,,,,,,,,,,,,,,,,,,BSAR,,DM88DU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,100,N7GCR,"Rawlins, Elk Mountain",WY,OPEN,,,169.45,N,,56,29,41.63330078,-106.52600098,147.24,147.84,100,,Carbon,On-Air,Wide area.,CCARS,WRCG,2017-01-04,,,,,,,,,,,,,,,,,,,,DN61RP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,114.8,KC7SNO,"Cheyenne, Denver Hill",WY,OPEN,,,170.23,NE,,56,27,41.12390137,-104.81900024,146.775,146.175,114.8,,Laramie,On-Air,,Shy-Wy Amateur Radio Club,WRCG,2017-01-04,"E-power, WX.",,,,,Weather Net: Daily at 06:45. Shy-WY ARC: Sun at 07:00.,"Full-time to 147.16500 (KC7SNO) at Albin, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,,K7QEQ,"Monticello, Abajo Pk",UT,CLOSED,,,170.75,WSW,,49,49,37.8392,-109.462,223.94,222.34,,,San Juan,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",Grand Mesa Rptr Assoc,UVHFS,,11,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,K7QEQ,"Monticello, Abajo Peak",UT,OPEN,,,170.75,WSW,,49,124,37.8392,-109.462,447.1,442.1,107.2,107.2,San Juan,On-Air,Wide area.,Grand Mesa Repeater Association (GMRA),UVHFS,2017-04-07,E-power.,,11,,,,Full-time to the GMRA Open System .,http://gmra.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,,K7QEQ,"Monticello, Abajo Peak",UT,CLOSED,,,170.75,WSW,,49,50,37.8392,-109.462,447.4,442.4,,,San Juan,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",,UVHFS,,11,,,,,,,,,,,,,,,,,Cactus-Intertie,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,88.5,K7SDC,"Monticello, Abajo Peak",UT,OPEN,EI,,170.75,WSW,ON - IDLE,49,60,37.8392,-109.462,146.61,146.01,88.5,,San Juan,On-Air,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",Sinbad Desert ARC,UVHFS,2017-04-07,Remote base.,64264,11.36,3270,,,,http://www.sdarc.us/repeaters/abajo.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,KB5ITS,"Monticello, Abajo Peak",UT,OPEN,,,170.79,WSW,,49,18460,37.83940125,-109.46299744,447.275,442.275,100,,Wayne,On-Air,,San Juan Connection,,2020-01-13,,,,,,,Full-time to the SAN JUAN CONNECTION System .,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,KB5ITS,"Navajo Dam, Navajo Lake",NM,OPEN,,,170.89,SSW,,35,15644,36.8,-107.62,147.36,147.96,100,,San Juan,On-Air,,,NMFCC,2018-01-15,,,,,,,Full-time to the San Juan Connection System .,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,131.8,KB7SWR,Cheyenne,WY,OPEN,,,171.06,NE,,56,19,41.13999939,-104.81999969,145.235,144.635,131.8,,Laramie,On-Air,Local: Cheyenne.,N7GT,WRCG,2019-10-23,,,25,,,,"Full-time to 448.15000 (KB7SWR) at Cheyenne, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
