Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Coordination,Last update,YSF Digital Enabled,DG-ID,Features,Mixed-Mode,Web links,D-STAR Enabled,Node,Sources,Grid,Links,Affiliate,EchoLink,IRLP,AllStar,Bandwidth,DMR Enabled,Color Code,IPSC Network,Wide Network,Notes,Nets,Feed,DMR ID,Talkgroups,Rocky Mountain Wide,Southern Colorado,WIRES-X,Location Photo,On-air,Commands,TAC 310,TAC 311,Colorado,Colorado Chat,Local/Cluster,Central Regional,REACT,CO-Park County,Eastern Colorado,P-25 Digital Enabled,NAC,Default Reflector,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Devilshead Local,Local Network,c-Bridge,Talkgroup Network,Worldwide,North America,English,DCI Bridge,Texas,COMM 1,Texas/Oklahoma Regional USA,Northern Colorado Regional,Europe,Southwest USA
447.475,-5,107.2,NX0G,Colorado Springs,CO,OPEN,,,116.32,N,,08,51,38.83390045,-104.82099915,447.475,442.475,107.2,,El Paso,On-Air,,Mountain ARC (MARC),CCARC,2019-11-07,,,"Closed autopatch, e-power.",,,,,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,,,,,,,,,,MARC/PCRC: Tue at 1930.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,114.8,W0MOG,Colorado Springs,CO,OPEN,,,116.32,N,,08,55,38.83390045,-104.82099915,448.6,443.6,114.8,,El Paso,,,W0MOG,CCARC,2012-11-10,,,,,,,,,,"Full-time to 927.80000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8,-25,D116,W0MOG,Colorado Springs,CO,OPEN,,,116.32,N,,08,3537,38.83390045,-104.82099915,927.8,902.8,D116,,Teller,On-Air,,,CCARC,2012-11-10,,,6,,,,,,,"Full-time to 448.60000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.55,-5,123,WA6IFI,Colorado Springs,CO,OPEN,,,116.32,N,,08,8191,38.83390045,-104.82099915,447.55,442.55,123,,El Paso,On-Air,,WA6IFI,CCARC,2015-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,AA0L,Colorado Springs,CO,OPEN,,,116.55,N,,08,8176,38.83969879,-104.80000305,147.135,147.735,100,,El Paso,On-Air,,AA0L,CCARC,2016-04-08,,,6,,,,,,DM78OU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,,,Colorado Springs,CO,OPEN,,,116.6,N,,08,46,38.83810043,-104.82099915,147.27,147.87,,,El Paso,On-Air,,TRA,,2016-08-10,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,151.4,K0IRP,Colorado Springs,CO,OPEN,,,116.6,N,,08,43,38.83810043,-104.82099915,146.91,146.31,151.4,151.4,El Paso,On-Air,,GGARC,CCARC,2016-08-10,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,103.5,W0MOG,Colorado Springs,CO,OPEN,,,116.6,N,,08,48,38.83810043,-104.82099915,147.39,147.99,103.5,,El Paso,On-Air,,W0MOG,CCARC,2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,,119.1,NNW,,08,44,38.84000015,-105.04000092,146.97,146.37,100,,El Paso,On-Air,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",Pikes Peak FM Assoc,CCARC,2019-11-11,,,e-power.,,PPFMA Repeaters,,,,DM78LU,"Linkable to 448.45000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,,,,25,,,,,,listed on http://ppfma.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.45,-5,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,,119.1,NNW,,08,54,38.84000015,-105.04000092,448.45,443.45,100,,El Paso,On-Air,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",Pikes Pk FM Assoc,CCARC,2019-03-07,,,E-power.,,PPFMA Repeaters,,,,DM78LU,"Linkable to 146.97000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,,,,25,,,,,,see http://www.ppfma.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.825,5,131.8,KB5ZQE,"Santa Fe, Tesuque Peak",NM,OPEN,,,119.2,SW,,35,155,35.78499985,-105.78099823,442.825,447.825,131.8,,Santa Fe,On-Air,,Santa Fe ARC,NMFCC,2017-07-22,,,Autopatch.,,,,,,DM75CS,"Full-time to 146.82000 (W5SF) at Santa Fe, Tesuque Peak, NM .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,162.2,W5SF,"Santa Fe, Tesuque Peak",NM,OPEN,,,119.2,SW,,35,153,35.78499985,-105.78099823,146.82,146.22,162.2,,Santa Fe,On-Air,Wide area.,Santa Fe ARC,NMFCC,2017-07-22,,,"Autopatch, e-power.",,SFARC Repeaters,,,,DM75CS,"Full-time to 442.82500 (KB5ZQE) at Santa Fe, Tesuque Peak, NM .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.02,0.6,141.3,NM5EM,"Santa Fe, Tesuque Peak",NM,OPEN,,,119.22,SW,,35,15631,35.78530121,-105.78199768,147.02,147.62,141.3,,Santa Fe,On-Air,,NMEMA ARC,NMFCC,2017-01-24,,,,,,,,,DM75CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,N0LAR,Lamar,CO,OPEN,EI,,120.09,E,ON - IDLE,08,3794,38.03689957,-102.59999847,146.61,146.01,123,123,Prowers,On-Air,Hwy 287 - Springfield to Eads Hwy 50 - Holly to Rocky Ford. 45 mi radius.,Lamar Amateur Radio Club,CCARC,2019-12-29,,,,,http://www.qrz.com/db/n0lar,,,,DM-88,"Full-time to 449.50000 (N0LAR) at Lamar, CO .",,37784,3774,,25,,,,,,NWS Net 12:15pm daily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.72,-1.6,103.5,W0MOG,Colorado springs,CO,OPEN,,,120.68,N,,08,15989,38.90000153,-104.80000305,224.72,223.12,103.5,103.5,El Paso,On-Air,Local,w0mog,,2017-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Abiquiu, Cerro Pelon",NM,OPEN,,,120.7,WSW,,35,15632,36.2071991,-106.31900024,147.04,147.64,141.3,,Rio Arriba,Off-Air,,NMEMA ARC,NMFCC,2017-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8625,-25.8,,WA6IFI,"Salida, Methodist Mountain",CO,OPEN,,,120.72,NW,,08,18425,38.44670105,-106.01000214,927.8625,902.025,,,Chaffee,On-Air,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",CMRG,CCARC,2020-01-01,,,,,,,,,,Full-time to the The 900 P25 Network System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,yes,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Salida, Methodist Mountain",CO,OPEN,EIA,,120.74,NW,ON - IDLE,08,13510,38.4463,-106.011,449.975,444.975,100,100,Chaffee,On-Air,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass,,CCARC,2017-03-11,,,2,,K0JSC.COM,,,,DM68xk,Full-time to the The Fun Machine System .,,363976,7301,28368,,,,,,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. RGARC Net: Wed at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,123,N0LAR,Lamar,CO,OPEN,EI,,120.9,E,ON - IDLE,08,171,38.08720016,-102.62000275,449.5,444.5,123,123,Prowers,On-Air,45,Lamar ARC,CCARC,2019-12-29,,,Linked full time to 146.610 (N0LAR) repeater,,http://www.qrz.com/db/n0lar,,,,DM-88,"Full-time to 146.61000 (N0LAR) at Lamar, CO .",,37784,3774,,,,,,,,NWS net: Daily 12:15pm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,,121.33,NW,,08,205,38.4528,-106.018,449.65,444.65,107.2,,Chaffee,On-Air,Wide area.,,CCARC,2018-01-15,,,E-power.,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,103.5,WZ0N,"Salida, Methodist Mountain",CO,OPEN,,,121.33,NW,,08,3811,38.4528,-106.018,449.925,444.925,103.5,103.5,Chaffee,On-Air,"Upper Arkansas and Platte Rivers, and the SLV",,CCARC,2013-07-05,,,E-power (Bat),,,,,,,,Colorado ARES,,,,,,,,,Identifies with an 'M' following WZ0N callsign which identifies the site as Methodist.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Salida, Methodist Mountain",CO,OPEN,,,121.41,NW,,08,204,38.4596,-106.011,147.285,147.885,88.5,123,Chaffee,On-Air,"Wide area: South Park, Gunnison, Pueblo, and the San Luis Valley south to New Mexico. At extremes, it has been worked from east of Montrose and Blue Mesa Resevoir, on Fremont Pass near Climax, in and around Bailey on U.S. 285, and south toward Trinidad on Interstate 25.",Colorado Connection,CCARC,2016-05-23,,,11,,,,,,,Full-time to the Colorado Connection System .,,,,,,,,,,,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (All Welcome): Thu at 20:00. Statewide ARES Net: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,,121.41,NW,,08,203,38.4596,-106.011,145.295,144.695,107.2,,Chaffee,On-Air,Wide area.,Cheyenne Mtn Repeater Group,CCARC,2019-08-15,,,,,CMRG Repeaters,,,,DM78ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,151.4,,Falcon,CO,OPEN,,Y,122,N,,08,13790,38.93299866,-104.60900116,447.2,442.2,,,El Paso,Testing,"Falcon, Black Forest, Peyton Areas",GGARC,,2015-11-11,yes,Open ↑ / Open ↓,,,,,,,,,Garden of the Gods Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N1FSX,Punkin Center,CO,OPEN,,,124.16,NNE,,08,7395,38.85200119,-103.69999695,449.9,444.9,107.2,,Lincoln,On-Air,,,CCARC,2012-07-20,,,,,,,,,DM88DU,,BSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,,KD0QPG,"Salida, Methodist Mountain",CO,OPEN,,S,124.81,NW,,08,9844,38.5347,-105.999,446.975,441.975,,,Chaffee,On-Air,,Crestone Amateur Radio Emergency Services,CCARC,2013-07-06,,,,,KD0QPG,yes,KD0QPG (B) Gateway Repeater,jfindu lookup / dstar-users lookup,,,Crestone Amateur Radio Emergency Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,CC,N0SZ,"Salida, Methodist Mountain",CO,OPEN,,D,124.81,NW,,08,12697,38.53469849,-105.99900055,446.8125,441.8125,,,Chaffee,On-Air,,RMHAM,,2019-11-27,,,,,,,,,,,,,,,,yes,7,RMHR c Record retrieved from radioid.net,,,,,310825,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.2,-5,CC 162.2,W0CTS,Lamar,CO,OPEN,,D,126.45,E,Static Talkgroups: 3108 - Colorado - Slot 1 3740 - REACT - Slot 1,08,18386,38.12810135,-102.53199768,449.2,444.2,162.2,162.2,Prowers,On-Air,,,,2019-12-21,,,TS1 TG3108 Colorado TS1 TG31083 Co Severe Wx TS2 not networked/local,,https://brandmeister.network/?page=repeater&amp;id=311409,,,,,,,,,,,yes,1,BrandMeister c Record retrieved from radioid.net,,,,,311409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.375,5,100,WA5IHL,"Las Vegas, Mesa Apache",NM,CLOSED,,,127.93,SSW,,35,117,35.40399933,-105.19300079,444.375,449.375,100,,San Miguel,On-Air,Wide area.,JPARA,NMFCC,2017-08-22,,,"Closed autopatch, e-power.",,,,,,DM75JJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.2,-1,107.2,N9PGQ,La Cueva,NM,OPEN,,,128.78,SSW,,35,101,35.59109879,-105.73200226,53.2,52.2,107.2,,Santa Fe,Off-Air,,N9PGQ,NMFCC,2017-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.84,-0.6,107.2,N9PGQ,La Cueva,NM,OPEN,,,128.78,SSW,,35,102,35.59109879,-105.73200226,146.84,146.24,107.2,,Santa Fe,,,N9PGQ,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.125,5,107.2,N9PGQ,La Cueva,NM,OPEN,,,128.78,SSW,,35,103,35.59109879,-105.73200226,442.125,447.125,107.2,,Santa Fe,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,,129.06,NNW,,08,9503,38.9878006,-105.04399872,449.325,444.325,103.5,103.5,Teller,On-Air,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Melbourne, Florida can be expected.",KA4EPS,CCARC,2019-04-01,,,E-power. Allstar Node 27976,,http://www.ka4eps.com,,,,DM78LX,,Amateur Radio Motorcycle Club,,,27976,,,,,,Node # 27976,Sunday 1900 MST Tuesday 1900 MST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,100,KB0SRJ,"Colorado Springs, ~2 mi ENE USAFA North Gate",CO,OPEN,,,129.59,N,,08,57,39.03020096,-104.7990036,448.8,443.8,100,,El Paso,On-Air,I-25 corridor from Baptist Rd south to Fort Carson,Pikes Peak FM Association (http://PPFMA.ORG),CCARC,2019-09-24,,,,,PPFMA Repeaters,,,,DM79OA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,,129.62,NNW,,08,249,38.9939003,-105.05599976,145.415,144.815,179.9,,Teller,,,MARC,CCARC,2012-11-12,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.025,-5,141.3,KA0WUC,Woodland Park,CO,OPEN,,,129.62,NNW,,08,252,38.9939003,-105.05599976,449.025,444.025,141.3,,Teller,,,Mountain Amateur Radio Club (MARC),CCARC,2012-11-10,,,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,NX0G,Woodland Park,CO,OPEN,,,129.62,NNW,,08,250,38.9939003,-105.05599976,146.82,146.22,107.2,,Teller,On-Air,,Mountain ARC,CCARC,2016-11-17,,,E-power.,,,,,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,,,,,,,,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,107.2,NX0G,Woodland Park,CO,OPEN,,,129.62,NNW,,08,251,38.9939003,-105.05599976,448.65,443.65,107.2,,Teller,On-Air,,Mountain ARC (MARC),CCARC,2016-11-17,,,E-power.,,,,,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",MARC,,,,,,,,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,,,129.63,NNW,,08,3750,38.99380112,-105.05699921,927.9,902.9,D205,,Teller,On-Air,,MARC,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,,129.63,N,ON - IDLE,08,13294,39.04370117,-104.60800171,447.625,442.625,100,100,El Paso,On-Air,,KD0MDP,,2015-06-02,,,Linked.,,,,,,,Full-time to the The Fun Machine System .,The Fun Machine,363976,7301,28299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.675,-5,179.9,KA0WUC,Woodland Park,CO,OPEN,,,129.64,NNW,,08,8193,38.9939003,-105.05699921,447.675,442.675,179.9,179.9,Teller,On-Air,,Mountain Amateur Radio Club (MARC),CCARC,2014-05-22,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,162.2,,Santa Fe,NM,OPEN,,,129.9,SW,,35,17323,35.68700027,-105.93800354,145.19,144.59,162.2,,Bernalillo,On-Air,,,,2018-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,,W5SF,Santa Fe,NM,OPEN,,S,129.9,SW,,35,13769,35.68700027,-105.93800354,145.21,144.61,,,Santa Fe,On-Air,Local Santa Fe,W5SF,,2015-11-08,,,,,,yes,W5SF (C) Gateway Repeater,jfindu lookup / dstar-users lookup,,,Santa Fe Amateur Radio Club,,,,,,,,,Soon to move to a better location.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.575,5,,W5SF,Santa Fe,NM,OPEN,,S,129.9,SW,,35,13768,35.68700027,-105.93800354,444.575,449.575,,,Santa Fe,On-Air,Local Santa Fe,W5SF,,2015-11-08,,,,,,yes,W5SF (B) Gateway Repeater,jfindu lookup / dstar-users lookup,,,Santa Fe Amateur Radio CLub,,,,,,,,,Soon to move to a better location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,,,Black Forest,CO,OPEN,,SY,130.29,N,,08,17551,39.04850006,-104.7009964,448.95,443.95,,,El Paso,,This repeater covers most of Black Forest and various areas of Monument and Colorado Springs,N0PKT,,2019-01-08,yes,Open ↑ / Open ↓,e-power,,http://www.k0jsc.com,yes,(B) Repeater,jfindu lookup / dstar-users lookup,,,K0JSC,,,,,,,,,,Primarily on NXDN: All Nets carried on the K0JSC.COM Fun Machine system,,,,,,,,Unknown,,,,,,,,,,,,,,yes,1,6.25,yes,,,,,,,,,,,,,,
147.2,0.6,162.2,W5SF,"Santa Fe, St Vincent Hospital",NM,OPEN,,,131.66,SW,,35,154,35.65930176,-105.94499969,147.2,147.8,162.2,,Santa Fe,On-Air,,Santa Fe ARC,NMFCC,2018-09-01,,,E-power. Full time link to Tesuque Peak.,,SFARC Repeaters,,,,DM75AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,CSQ,W5PDO,"Los Alamos, Barranca Mesa",NM,OPEN,,,132.05,SW,,35,194,35.90269852,-106.28199768,146.88,146.28,CSQ,,Los Alamos,On-Air,,Los Alamos ARC,NMFCC,2018-05-17,,,Autopatch,,,,,,DM65UV,,,,,,,,,,,Located on the Barranca Mesa water tower.,LAARC: Sun at 2000.,,,,,,,,,"Autopatch: Up- *88, wait for dialtone, and dial phone nbr. Down- #.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.15,5,CC,WR7HLN,Santa Fe,NM,OPEN,,D,132.22,SW,"New Repeater in Santa Fe, on the air at 6/24/19 3 Miles West of Santa Fe, NM. 6,870 Feet Elevation. 50 watt Hytera RD985 Repeater. Dual Mix with Analog, PL 131.8. Decibel Products DB-408 omni pattern antenna. Antenna height is 85 feet above ground level. On the air June 24, 2019.",35,18015,35.67869949,-105.99199677,443.15,448.15,,,Bernalillo,On-Air,Santa Fe,Mac Pass Repeater Group,NMFCC,2019-12-08,,,"This is a dual mix repeater, analog on PL TONE 131.8, color code 1 DMR",Yes; analog capable.,http://www.dmr-montana.net,,,,,,,,,,,yes,1,Brandmeister c Record retrieved from radioid.net,,,,,310992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.04,-1.6,100,KA5BIW,Los Alamos,NM,OPEN,,,132.67,SW,,35,9407,35.89199829,-106.28500366,224.04,222.44,100,100,Los Alamos,On-Air,,KA5BIW,NMFCC,2019-03-13,,,,,,,,,DM65uv,,,,,,,,,,,linked with 442.0 in Los Alamos and 224.38 in Albuquerque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,5,100,KA5BIW,Los Alamos,NM,OPEN,,,132.67,SW,,35,15608,35.89199829,-106.28500366,442,447,100,,Los Alamos,On-Air,,KA5BIW,NMFCC,2019-03-12,,,,,http://ka5biw.com/ham_radio/repeater.php,,,,DM65UV,,,,,,,,,,,Linked to 224.04 in Los Alamos and 224.38 in Albuquerque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,,Lake George,CO,OPEN,,,133.46,NNW,,08,8214,38.9797,-105.357,449.7,444.7,107.2,,Park,,,CMRG,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.775,-5,100,KF5SGT,Santa Fe,NM,OPEN,I,,133.65,SW,,35,13566,35.64799881,-105.98500061,447.775,442.775,100,,Santa Fe,On-Air,Santa Fe,,,2017-02-14,,,,,,,,,,,,,7326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.275,-5,146.2,K9GAJ,Santa Fe,NM,OPEN,I,,133.73,SW,,35,10216,35.65100098,-105.99199677,449.275,444.275,146.2,,Santa Fe,On-Air,,Fred Homuth,,2017-07-25,,,,,,,,,DM75AP,,,,3939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.775,5,131.8,WD9CMS,Los Alamos,NM,OPEN,,,133.73,SW,,35,123,35.88809967,-106.30599976,444.775,449.775,,,Los Alamos,On-Air,Los Alamos and surrounding areas,WD9CMS,NMFCC,2017-03-19,,,E-power.,,,,,,,,,,,,,,,,,"Mixed mode analog and digital P25 system, linked with 927.9 WD9CMS",,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,
442.425,5,,NM5WR,Los Alamos,NM,OPEN,,S,133.77,SW,,35,5181,35.88809967,-106.30699921,442.425,447.425,,,Los Alamos,On-Air,30,,,2017-07-25,,,,,,yes,NM5WR (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144.265,0,203.5,KC2HSO,Los Alamos,NM,OPEN,I,,133.98,SW,,35,16629,35.88000107,-106.3030014,144.265,144.265,203.5,,Los Alamos,On-Air,,,,2017-12-08,,,,,,,,,,,,,8039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.925,5,CC,KE8AVN,Los Alamos,NM,OPEN,,D,133.98,SW,,35,16602,35.88000107,-106.3030014,442.925,447.925,,,Los Alamos,On-Air,,,,2018-05-14,,,,,,,,,,,,,,,,yes,1,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,131.8,WD9CMS,Los Alamos,NM,OPEN,,,133.98,SW,,35,12228,35.88000107,-106.3030014,927.9,902.9,,,Los Alamos,On-Air,Los Alamos and surrounding areas,,NMFCC,2017-02-05,,,,,,,,,,,,,,,,,,,,"Mixed mode analog and digital P25 system, linked with 444.775 WD9CMS",,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,,134.34,N,,08,183,39.09170151,-104.87200165,447.725,442.725,100,100,El Paso,On-Air,Local.,K0NR,CCARC,2016-12-10,,,30,,http://www.k0nr.com/wordpress/k0nr-repeater/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,NM5ML,"Conchas Dam, Mesa Rica",NM,OPEN,,,134.72,S,,35,64,35.23279953,-104.22299957,147.36,147.96,100,,San Miguel,On-Air,Wide area.,,NMFCC,2018-01-07,,,5,,,,,,DM75VF,Full-time to the Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KD0MRC,Maysville,CO,OPEN,,,136.59,NW,,08,16739,38.50630188,-106.34500122,145.325,144.725,100,,Chaffee,On-Air,wide area,Chaffee Lake Amateur Repeater Association,,2019-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
