Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Coordination,Last update,YSF Digital Enabled,DG-ID,Features,Mixed-Mode,Web links,D-STAR Enabled,Node,Sources,Grid,Links,Affiliate,EchoLink,IRLP,AllStar,Bandwidth,DMR Enabled,Color Code,IPSC Network,Wide Network,Notes,Nets,Feed,DMR ID,Talkgroups,Rocky Mountain Wide,Southern Colorado,WIRES-X,Location Photo,On-air,Commands,TAC 310,TAC 311,Colorado,Colorado Chat,Local/Cluster,Central Regional,REACT,CO-Park County,Eastern Colorado,P-25 Digital Enabled,NAC,Default Reflector,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Devilshead Local,Local Network,c-Bridge,Talkgroup Network,Worldwide,North America,English,DCI Bridge,Texas,COMM 1,Texas/Oklahoma Regional USA,Northern Colorado Regional,Europe,Southwest USA
224.58,-1.6,100,KH6JTM,Albuquerque,NM,OPEN,,,179.22,SW,,35,27,35.13769913,-106.4980011,224.58,222.98,100,,Bernalillo,On-Air,,KH6JTM,NMFCC,2017-07-20,,,"Autopatch, e-power.",,,,,,DM65SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,,179.23,N,,08,5805,39.71620178,-105.12999725,447.825,442.825,D073,,Jefferson,On-Air,,Denver Radio Club,CCARC,2017-03-11,,,,,,,,,DM79KR,,,,,,,,,,,Now operating in Narrow Band mode with Digital Code Squelch. Please reset your programing to use: 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.85,5,103.5,KC0QIZ,Albuquerque,NM,OPEN,EI,,179.26,SW,Node Offline,35,16283,35.16609955,-106.54299927,443.85,448.85,103.5,,Bernalillo,On-Air,,KC0QIZ,NMFCC,2017-09-05,,,,,,,,,DM65RD,,,881226,3818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,,179.37,N,,08,8196,39.73759842,-104.98500061,447.925,442.925,100,100,Denver,On-Air,,RADOPS El Jebel Shriners,CCARC,2014-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,,,179.37,N,,08,8195,39.73759842,-104.98500061,447.9,442.9,CSQ,,Denver,Off-Air,,WB0TPT,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,136.5,WR0AEN,Denver,CO,OPEN,,S,179.37,N,,08,8212,39.73759842,-104.98500061,449.65,444.65,,,Denver,On-Air,,Colorado Amateur Repeater Network (CARN),CCARC,2012-11-16,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,I,S,179.37,N,,08,8213,39.73759842,-104.98500061,449.675,444.675,,,Denver,On-Air,,Colorado Amateur Repeater Network (CARN),CCARC,2012-11-16,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,7708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,,,179.47,N,,08,75,39.73920059,-104.98400116,145.475,144.875,100,,Jefferson,On-Air,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",Intermountain Repeater Group,CCARC,2015-05-22,,,E-power.,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,,179.47,N,,08,79,39.73920059,-104.98400116,146.715,146.115,123,123,Denver,On-Air,,EARS,CCARC,2017-04-09,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,,179.47,N,,08,91,39.73920059,-104.98400116,448.075,443.075,123,,Denver,On-Air,,W0IG,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,,,179.47,N,,08,93,39.73920059,-104.98400116,448.55,443.55,82.5,,Denver,Off-Air,,HPRA,CCARC,2017-03-11,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.32,0.6,100,K5LXP,Albuquerque,NM,OPEN,,,179.61,SW,,35,22,35.13059998,-106.4980011,147.32,147.92,100,,Bernalillo,On-Air,,K5LXP,NMFCC,2017-08-13,,,20,,K5LXP Repeters,,,,DM65SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,103.5,KE0AE,Stratton,CO,OPEN,E,,179.79,NE,Node Offline,08,122,39.30329895,-102.60500336,146.895,146.295,103.5,,Kit Carson,On-Air,,Big Sandy ARC,CCARC,2018-04-01,,,,,,,,,DM89QH,,,830619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,"Durango, Missionary Ridge",CO,OPEN,,,180.04,W,,08,114,37.35,-107.767,147.345,147.945,88.5,123,La Plata,On-Air,Durango and north towards Molas Divide.,Colorado Connection,CCARC,2016-06-20,,,,,,,,,,Full-time to the Colorado Connection System .,,,,,,,,,,,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (All Welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.4,5,CC,KG5SLG,"Rio Rancho, NM 528 and Corrales Rd",NM,OPEN,,D,180.1,SW,,35,16499,35.23279953,-106.66300201,442.4,447.4,,,Sandoval,Off-Air,"Rio Rancho, Bernalillo,Albuquerque and plus Northeast heights of Albuquerque",,NMFCC,2019-12-16,,,"Brandmeister, DMR CC 4, D-Star, Fusion",,,,,,,,,,,,,yes,4,c Record retrieved from radioid.net,,Dmr color code 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.7,5,100,NM5F,Rio Rancho,NM,OPEN,EA,,180.1,SW,ON - IDLE,35,18120,35.23279953,-106.66300201,443.7,448.7,100,,Sandoval,On-Air,,,NMFCC,2019-12-02,,,,,,,,,,,,27580,,27578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,107.2,WB0QMR,Breckenridge,CO,OPEN,I,,180.18,NNW,,08,23,39.4817,-106.038,146.7,146.1,107.2,,Summit,On-Air,,GRARC,CCARC,2013-01-07,,,E-power.,,,,,,,,,,3972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.7,5,100,K5CPU,"Rio Rancho, Intel Corp",NM,OPEN,,,180.39,SW,,35,142,35.22499847,-106.66000366,444.7,449.7,100,,Sandoval,On-Air,Albuquerque and vicinity,New Mexico Intel Emergency Amateur Service,NMFCC,2017-07-21,,,E-power.,,,,,,DM65QF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,5,100,K5YEJ,"San Luis, Cabezon",NM,OPEN,,,180.57,SW,,35,16603,35.59930038,-107.09600067,443,448,100,,Sandoval,On-Air,,,NMFCC,2017-12-25,,,,,,,,,DM65KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,,180.59,N,ON - IDLE,08,12216,39.75519943,-104.98699951,447.175,442.175,100,100,Denver,On-Air,,W0JRL,CCARC,2015-05-15,,,,,,,,,DM79MS,,,201712,,29997,,,,,,,,,,,,,,,,Standard AllStar Link access commands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,KB5XE,Albuquerque,NM,OPEN,,,180.74,SW,,35,23,35.10919952,-106.49700165,147.36,147.96,100,,Bernalillo,Off-Air,,KB5XE,NMFCC,2017-07-16,,,E-power.,,,,,,DM65SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,K0EP,"Durango, Missionary Ridge",CO,OPEN,,,180.77,W,,08,116,37.3828,-107.778,146.7,146.1,100,100,La Plata,On-Air,Local.,Durango ARC,CCARC,2018-01-16,,,9,,http://durangoarc.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.75,5,162.2,KC5IPK,Rio Rancho,NM,OPEN,EI,,180.77,SW,Node Offline,35,3112,35.2743988,-106.73699951,442.75,447.75,162.2,,Sandoval,On-Air,"Rio Rancho, Albuquerque, Corrales.",KC5IPK,NMFCC,2017-02-11,,,E-power.,,,,,,,,,214956,7855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,100,NM5RR,"Rio Rancho, Rainbow",NM,OPEN,A,,180.77,SW,,35,139,35.2743988,-106.73699951,147.1,147.7,100,100,Sandoval,On-Air,,Sandoval Co ARES,NMFCC,2017-02-10,,,"E-power, remote base, Linked to 443.100 and 147.080.",,http://www.nmscares.org,,,,DM65PG,"Full-time to 443.00000 (NM5RR) at Rio Rancho, Rainbow, NM .",,,,27749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,5,100,NM5RR,"Rio Rancho, Rainbow",NM,OPEN,A,,180.77,SW,,35,141,35.2743988,-106.73699951,443,448,100,,Sandoval,On-Air,Rio Rancho and parts of Santa Fe.,Sandoval Co ARES,NMFCC,2017-02-10,,,E-power.,,http://www.nmscares.org,,,,DM65PG,"Full-time to 147.10000 (NM5RR) at Rio Rancho, Rainbow, NM .",RACES.,,,27750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,136.5,WR0AEN,"Idaho Springs, Squaw Mountain",CO,OPEN,,,180.93,NNW,,08,8250,39.6732,-105.48,449,444,136.5,136.5,Clear Creek,On-Air,,CARN,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1375,-5,CC,N0SZ,"Durango, Missionary Ridge",CO,OPEN,,D,181.09,W,,08,16782,37.3669,-107.785,445.1375,440.1375,,,La Plata,On-Air,,K2AD,CCARC,2018-09-27,,,,,http://www.rmham.org/,,,,,,Rocky Mountain Ham Radio,,,,,yes,7,,,Talkgroup 700 TS 1 Talkgroup 719 TS 2,,,310854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC,WA2YZT,"Golden, Lookout",CO,OPEN,,D,181.32,NNW,,08,3753,39.73049927,-105.23200226,446.8375,441.8375,,,Jefferson,On-Air,,WA2YZT,CCARC,2019-11-27,,,200,,,,,,DM79JR,Full-time to the Colorado TRBO System .,,,,,,yes,7,RMHR c Record retrieved from radioid.net,,See website for more info on CC/TS/TG programming. www.rmham.org,,,310802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,181.34,NNW,,08,3739,39.73049927,-105.23300171,145.25,144.65,,,Jefferson,On-Air,,Colorado D-Star,CCARC,2014-01-03,,,,,Colorado D-Star,yes,W0CDS (C) Repeater,jfindu lookup / dstar-users lookup,DM79JR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,181.34,NNW,,08,2769,39.73049927,-105.23300171,446.9625,441.9625,,,Jefferson,On-Air,,Colorado D-Star,CCARC,2017-03-11,,,,,Colorado D-Star,yes,W0CDS (B) Repeater,jfindu lookup / dstar-users lookup,DM79JR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,181.34,NNW,,08,3751,39.73049927,-105.23300171,1283.9625,1263.9625,,,Jefferson,On-Air,,Colorado D-Star,CCARC,2014-01-03,,,,,Colorado D-Star,yes,W0CDS (A) Repeater,jfindu lookup / dstar-users lookup,DM79JR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,181.34,NNW,,08,8222,39.73049927,-105.23300171,1299.9,1299.9,,,Jefferson,On-Air,,Colorado D-Star,,2014-01-03,,,,,Colorado D-Star,yes,W0CDS (A) DVAP 24/7,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.675,-5,100,W0CFI,"Idaho Springs, Squaw Mountain",CO,OPEN,,,181.34,NNW,,08,94,39.6774,-105.488,448.675,443.675,100,100,Denver,On-Air,Wide area.,W0CFI,CCARC,2015-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,CC,N0SZ,"Golden, Lookout Mountain",CO,OPEN,,D,181.35,NNW,,08,10939,39.73070145,-105.23300171,145.37,144.77,,,Jefferson,On-Air,,Rocky Mountain Ham Radio,CCARC,2019-11-27,,,700,,Rocky Mountain Ham Radio,,,,DM79JR,,,,,,,yes,7,RMHR c Record retrieved from radioid.net,,See the website for programming information. Voice ID is required for data/GPS/text on TG 705,,,310808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,103.5,N0PYY,"Evergreen, Squaw Mountain",CO,OPEN,,,181.37,NNW,,08,84,39.6781,-105.487,147.3,147.9,103.5,103.5,Clear Creek,On-Air,Wide area.,Denver PD EEB,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,I,,181.49,N,,08,9775,39.75049973,-105.1230011,147.21,147.81,100,100,Jefferson,On-Air,,Denver Water Amateur Radio Club,,2020-01-23,,,,Yes; analog capable.,http://www.dwarc.com,,,,DM79KS,,,,3241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.35,-5,225.7,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,Y,181.49,N,,08,17349,39.75059891,-105.1230011,448.35,443.35,,,Jefferson,On-Air,Denver Metro and surrounding,Denver Water Amateur Radio Club (DWARC),CCARC,2018-10-02,yes,Open ↑ / Open ↓,,,http://www.DWARC.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,NM5SJ,Lybrook,NM,OPEN,,,181.49,WSW,,35,128,36.23329926,-107.56199646,145.49,144.89,100,,Rio Arriba,On-Air,,Totah ARC,NMFCC,2017-01-16,,,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,KB0UDD,"Idaho Springs, Squaw Mountain",CO,OPEN,,,181.53,NNW,,08,78,39.6794,-105.492,146.67,146.07,100,100,Clear Creek,On-Air,"North to Cheyenne, Wy - East to Limon, Co - South to Colorado Springs, Co and West to the Continental Divide.",Castle Rock Repeater Group,CCARC,2016-09-08,,,11,,,,,,,,,,,,,,,,,,CRRG/QCWA: Sun at 0930. Southern Metro LDS Ham Group: Sun at 1900. ARES23: Thu at 1930. ARES13: Sun at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.145,-0.6,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,,,181.53,NNW,,08,107,39.6794,-105.492,145.145,144.545,107.2,107.2,Clear Creek,On-Air,Wide area. Denver metro.,Colorado Repeater Assoc,CCARC,2018-07-23,,,E-power.,,http://www.w0cra.org/info/squaw.html#145145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.575,-5,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,EI,,181.53,NNW,Node Offline,08,264,39.6794,-105.492,447.575,442.575,107.2,107.2,Clear Creek,On-Air,Wide area: Denver metro.,Colorado Repeater Association (CRA),CCARC,2017-11-13,,,,,http://www.w0cra.org,,,,,,,347088,3291,,,,,,,,,,,,,,,,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,W0TX,"Idaho Springs, Centennial Cone",CO,OPEN,,,181.53,NNW,,08,76,39.6794,-105.492,145.49,144.89,100,100,Jefferson,On-Air,,"KB0VIU, Denver Radio Club",CCARC,2017-03-11,,,E-power.,,DRC Repeaters,,,,,"Full-time to 448.62500 (W0TX) at Golden, Centennial Cone, CO .",,,,,,,,,,,DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,100,W0TX,"Idaho Springs, Squaw Mountain",CO,OPEN,E,,181.53,NNW,ON - IDLE,08,98,39.6794,-105.492,449.35,444.35,100,100,Clear Creek,On-Air,Wide area.,Denver Radio Club,CCARC,2017-03-11,,,11,,DRC Repeaters,,,,,,,4140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,103.5,K1DUN,"Idaho Springs, Squaw Mountain",CO,OPEN,,,181.55,NNW,,08,99,39.6794,-105.493,449.45,444.45,103.5,127.3,Clear Creek,On-Air,"Wide area: West to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",Rocky Mountain Radio League,CCARC,2016-12-23,,,11,,Repeater,,,,,,,,,,,,,,,,RMRL: Mon at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9375,-5,CC,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,D,181.57,NNW,,08,7190,39.6798,-105.493,446.9375,441.9375,,,Clear Creek,On-Air,,Rocky Mountain Ham Radio,CCARC,2017-01-13,,,,,Rocky Mountain Ham Radio,,,,,Full-time to the Colorado TRBO System .,,,,,,yes,7,,,See the website for programming information.,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Full-Time Southern Colorado 2 719 Full-Time Central Regional 2 720 Full-Time Northern Colorado Regional 2 721 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,,,,,,,,,,2,,,,,,,,,,,,,,RMHAM,,,,,,,,2,,
448.225,-5,141.3,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,,181.57,NNW,,08,8197,39.6797,-105.493,448.225,443.225,141.3,141.3,Clear Creek,On-Air,,Rocky Mountain Ham Radio,CCARC,2016-05-24,,,E-power(gen).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.975,-25.9,67,W0SKY,"Golden, Lookout Mountain",CO,OPEN,A,,181.57,NNW,,08,18156,39.7333,-105.237,927.975,902.0375,67,67,Jefferson,On-Air,"Denver, Golden",,,2019-10-05,,,AllStar,,http://www.w0sky.com,,,,,,,,,,,,,,,,,,,,,,,,,Standard AllStar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,103.5,W0WYX,"Idaho Springs, Squaw Mountain",CO,OPEN,,,181.57,NNW,,08,81,39.6798,-105.493,146.94,146.34,103.5,103.5,Clear Creek,On-Air,"Wide area: west to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",Rocky Mtn Radio League,CCARC,2017-03-11,,,11,,Repeater,,,,,"Linkable to 449.82500 (W0WYX) at Broomfield, CO . Linkable to 449.45000 (K1DUN) at Idaho Springs, Squaw Mountain, CO .",,,,,,,,,,,Colorado WX: Daily at 06:30. RMRL: Mod at 20:30. Astronomy: Tue at 19:00. Amateur Radio Events: Tue at 20:00.,Listen Live,,,,,,,,Autopatch: 911* / Off 0*.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,KE0VH,"Golden, Lookout Mountain",CO,OPEN,,Y,181.58,NNW,,08,139,39.733,-105.239,449.625,444.625,141.3,141.3,Jefferson,On-Air,,,CCARC,2019-06-19,yes,Open ↑ / Open ↓,E-power,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,,K0ECT,Ulysses,KS,OPEN,,,181.78,ESE,,20,3979,37.24000168,-101.1989975,147.06,147.66,,,Grant,On-Air,Local,SKECT,Kansas Repeater Council,2019-10-18,,,,,,,,,DM97JF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,141.3,WE0FUN,"Denver, Green Valley Ranch",CO,OPEN,EA,,182.02,N,Node Offline,08,9765,39.79669952,-104.7480011,448.15,443.15,141.3,141.3,Denver,On-Air,Small coverage of the East Denver area SW of DIA. Repeater Coverage Map,K0GUR,CCARC,2019-08-22,,,E-power (batt). 2 meter and 70cm channel steerable remote bases.,,k0jsc.com,,,,DM79pt,Full-time to the The Fun Machine System .,,24340,,29436,,,,,,Can be linked to various local repeater systems via the remote base(s). Echolink connects restricted. Email me to be added to the authorized list. The system may be occupied in the Southern Colorado area for a formal net or ARES activity.,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. RGARC Net: Wed at 19:00.,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.6,5,CC,N5GU,"Albuquerque, Southeast",NM,OPEN,,D,182.12,SW,,35,16118,35.07920074,-106.48899841,444.6,449.6,,,Bernalillo,On-Air,Albuquerque area,Drew J. Riedle,NMFCC,2017-07-21,,,TS 1 Talk Groups *91 World wide *93 North America *3100 USA Nation wide TS 2 Talk Groups *310 TAC 310 *3135 New Mexico State wide *3176 Southwest Region USA,,http://brandmeister.network/?page=repeater&amp;id=313509,,,,DM65SB,,,,,,,yes,1,c Record retrieved from radioid.net,,,,,3135092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,146.2,KD5MHQ,Albuquerque,NM,OPEN,,,182.31,SW,,35,15626,35.10900116,-106.54199982,146.74,146.14,146.2,,Bernalillo,On-Air,,KD5MHQ,NMFCC,2017-08-25,,,,,,,,,DM65RC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,67,KF5ERC,Albuquerque,NM,OPEN,E,,182.35,SW,Node Offline,35,6939,34.98099899,-106.3259964,146.92,146.32,67,,Bernalillo,Off-Air,,Mel Watkins,,2018-06-16,,,,,,,,,DM64UX,,,714941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.38,0.6,,N5GU,Albuquerque,NM,OPEN,,,182.4,SW,,35,24,35.07910156,-106.49700165,147.38,147.98,,,Bernalillo,On-Air,,ED&amp;DREW,NMFCC,2017-07-21,,,,,,,,,DM65SB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,KA5BIW,Albuquerque,NM,OPEN,,,182.44,SW,,35,17679,35.09590149,-106.52500153,224.38,222.78,100,,Bernalillo,,,KA5BIW,,2019-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,100,K5CQH,"Tijeras, Raven Road",NM,OPEN,,,182.69,SW,,35,26,34.98500061,-106.34400177,224,222.4,100,,Bernalillo,Off-Air,Wide area.,,NMFCC,2018-05-21,,,,,,,,,DM64TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.72,-0.6,100,K5CQH,"Tijeras, Raven Road",NM,OPEN,E,,182.72,SW,ON - IDLE,35,17,34.98500061,-106.34500122,146.72,146.12,100,127.3,Bernalillo,On-Air,Wide area. HT Accessible from Albuquerque,K5CQH,NMFCC,2017-05-25,,,7,,,,,,DM64TX,"Full-time to 147.30000 (W5TWY) at Ora Vista, NM .",,880130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,,182.88,NNW,,08,7170,39.75550079,-105.22100067,927.7875,902.7875,156.7,,Jefferson,On-Air,Golden and Denver.,N0PYY,,2017-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,,182.89,NNW,,08,143,39.75559998,-105.22100067,448.125,443.125,107.2,,Jefferson,On-Air,,Denver PD EEB,CCARC,2014-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,,182.89,NNW,,08,137,39.75559998,-105.22100067,448.975,443.975,123,,Jefferson,On-Air,Wide area.,FRG,CCARC,2019-09-06,,,Linkable VHF/UHF Remote Base,,,,,,,,,,,42845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITS,"Ouray, Engineer Mountain",CO,OPEN,,,183.28,WNW,,08,16604,38.02280045,-107.67099762,147.27,147.87,127.3,,Ouray,On-Air,,,CCARC,2018-01-15,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,,183.34,NNW,,08,9580,39.7189,-105.44,447.85,442.85,141.3,141.3,Clear Creek,Off-Air,Wide area at 9500',AC0KQ,CCARC,2019-08-23,,,AllStar node repeater providing wide area coverage along the Front Range,,,,,,,,Rocky Mountain Ham Radio,,,29571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.465,0,88.5,W5MHG,Albuquerque,NM,OPEN,EA,,183.41,SW,Node Offline,35,15944,35.09460068,-106.5510025,147.465,147.465,88.5,,Bernalillo,On-Air,,,,2017-07-21,,,,,http://www.w5mhg.com,,,,DM65RC,,,465010,,28239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
