Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Coordination,Last update,Coverage,Features,Links,Notes,Downlink Tone,Op Status,Affiliate,Nets,Web links,EchoLink,IRLP,AllStar,Grid,Commands,DMR Enabled,Color Code,DMR ID,Wide Network,Talkgroup Network,Talkgroups,Southern Colorado,Central Regional,Northern Colorado Regional,D-STAR Enabled,Node,Sources,Rocky Mountain Wide,Feed,P-25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,Local Network,YSF Digital Enabled,DG-ID,Devilshead Local,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,IPSC Network,Bandwidth,Worldwide English,North America,DCI Bridge,Local/Cluster,Colorado,N. Colorado,Location Photo,Worldwide,English,TAC 310,WIRES-X,Eastern Colorado,TAC 311,Colorado Chat,Mountain Reg USA,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Wyoming,WyLOCAL,Europe,Southwest USA
448.45,-5,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,,131.84,SE,,08,54,38.84,-105.04,448.45,443.45,100,El Paso,,Pikes Pk FM Assoc,CCARC,2019-03-07,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",E-power.,"Linkable to 146.97000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,,On-Air,,see http://www.ppfma.org,PPFMA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,
446.75,-5,CC,K7PFJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,D,132.47,E,,08,8715,40.5388,-105.179,446.75,441.75,,Larimer,,Rocky Mountain Ham Radio,CCARC,2013-12-01,,,Full-time to the Colorado TRBO System .,See website for complete info on color codes/time slot assignment.,,On-Air,,,http://www.rmham.org,,,,,,yes,7,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Northern Colorado Regional 2 721 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,CC,KB0VGD,"Fort Collins, Horsetooth Mountain",CO,OPEN,,D,132.47,E,,08,14274,40.5388,-105.179,145.265,144.665,,Larimer,,W0DMR - NoCo C-bridge Network,CCARC,2017-01-11,Northern Colorado Front Range Wide Area coverage.,,,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,On-Air,Brandmeister Network,,http://www.w0dmr.org/,,,,,"Repeater ID: 310831, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",yes,2,,,BrandMeister US,"Open Talkgroup View Assignment TS TG Access Worldwide English 1 91 Full-Time North America 1 93 Full-Time DCI Bridge 1 3100 Full-Time Local/Cluster 2 2 Colorado 2 3108 Full-Time N. Colorado 2 3171 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,2,,,,,,,,,,,,,,,,,
447.525,-5,203.5,N0ESQ,"Parker, Hess Reservoir",CO,OPEN,,,132.72,ESE,,08,8189,39.4942,-104.836,447.525,442.525,203.5,Douglas,,EmComm Colorado,CCARC,2017-03-11,"Denver metropolitan area, front range foothills",,,"Not a ragchew machine. Traffic related to ARES, RACES and administrative and exercise traffic related thereto.",146.2,On-Air,Colorado ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,,132.79,E,,08,181,40.3978,-105.074,449.575,444.575,100,Larimer,,Loveland Rptr Assoc,CCARC,2018-02-24,,"Closed autopatch, e-power.",,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC,K0JSC,"Canon City, Fremont Peak",CO,OPEN,,D,132.96,SE,,08,7184,38.4542,-105.29,446.7375,441.7375,,Fremont,,,CCARC,2017-03-11,Fremont county and state wide on Talk Slot 2. 40 mi radius. Repeater Coverage Map,IPSC Link to the Colorado network on Talk Slot 2.,Full-time to the Colorado TRBO System .,Talk Slot 2 linked to the RMHAM trbo system/Talk Slot 1 Local.,,On-Air,Rocky Mountain Ham Radio,,http://www.k0jsc.com,,,,DM78ii,,yes,7,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,
447.25,-5,100,K0JSC,"Canon City, Fremont Peak",CO,OPEN,EIA,,132.96,SE,ON - IDLE,08,8879,38.4542,-105.29,447.25,442.25,100,Fremont,,,CCARC,2013-01-27,Wide from Custer County to Park County and Chaffee County to Pueblo County. Repeater Coverage Map,,Full-time to the The Fun Machine System .,,100,On-Air,,Region 2 District 2 ARES Net: Tue at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00. Region 5 District 1 ARES Net: Wed at 19:30. APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00.,K0JSC dot Com,363976,7301,28368,DM78ik,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,
53.03,-1.7,88.5,WB0WDF,"Canon City, Fremont Peak",CO,OPEN,,,132.96,SE,,08,29,38.4542,-105.29,53.03,51.33,88.5,Fremont,,WB0WDF,CCARC,2012-07-10,,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",,Split site Fremont peak transmitter and 8 mile mountain reciever.,88.5,On-Air,RGARC,,Http://www.qsl.net/rghc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,,132.96,SE,,08,30,38.4542,-105.29,145.49,144.89,103.5,Fremont,,Royal Gorge Amateur Radio Club,CCARC,2017-03-11,,E-power (Bat),,,103.5,On-Air,Colorado ARES Region 5 District 1,RGARC Net: Wed at 19:00. ARES Net: Wed at 19:30.,Royal Gorge Amateur Radio Club,,,,DM78ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,,132.96,SE,,08,31,38.4542,-105.29,223.96,222.36,103.5,Fremont,,RGARC,CCARC,2017-10-04,Wide area. Repeater Coverage Map,"E-power (Bat), Remote Base",,,103.5,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,,132.96,SE,,08,32,38.4542,-105.29,447.75,442.75,103.5,Fremont,,RGARC,CCARC,2017-03-11,,E-power (Bat),,,103.5,On-Air,,,Royal Gorge Amateur Radio Club,,3081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,
1283.55,-20,100,K1TJ,Fort Collins,CO,OPEN,,,133.12,E,,08,3620,40.5153,-105.147,1283.55,1263.55,100,Larimer,,K1TJ Repeater System,CCARC,2013-01-01,Northern Colorado Front Range,,,,,On-Air,,,http://www.k1tj.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,123,KC0RBT,Fort Collins,CO,OPEN,E,,133.12,E,ON - IDLE,08,276,40.5153,-105.147,447.45,442.45,123,Larimer,,,CCARC,2016-02-01,,,,,,On-Air,,,,447450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC,N0AOL,Fort Collins,CO,OPEN,,D,133.12,E,,08,8505,40.5153,-105.147,446.7375,441.7375,,Larimer,,N0AOL - NoCo C-Bridge Network,CCARC,2017-03-11,Wide area: North Front Range.,DMR-MARC World Wide Network,,Repeater ID: 310803,,On-Air,,"DMR World Wide Net: Sat at 10:00. TS 1 Group Call 1 http://www.dmr-marc.net/ Tac 310 Net: Sun at 18:00, TS 1 Group Call 310 .",http://nocodmr.kt0l.net:8080/nocodmr/documentation.htm,,,,,,yes,2,,,,"Open Talkgroup View Assignment TS TG Access Worldwide 1 1 North America 1 3 English 1 13 TAC 310 1 310 Local/Cluster 2 2 N. Colorado 2 3171 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,2,,1,1,1,,,,,,,,,,,,,
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,,133.15,SE,,08,278,38.4539,-105.286,927.7,902.7,D114,Fremont,,Royal Gorge ARC,CCARC,2017-03-11,,,,,D114,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.4,-5,94.8,N0ZUQ,Aurora,CO,OPEN,,,133.22,ESE,,08,8202,39.7294,-104.832,448.4,443.4,94.8,Arapahoe,,,CCARC,2012-11-12,,,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.275,-5,156.7,W0BG,Aurora,CO,OPEN,,,133.22,ESE,,08,8199,39.7294,-104.832,448.275,443.275,156.7,Arapahoe,,W0BG,CCARC,2013-01-05,,,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,77,W9SL,Aurora,CO,OPEN,,,133.22,ESE,,08,8743,39.7294,-104.832,449.95,444.95,77,Arapahoe,,W9SL Owner,CCARC,2019-08-23,Primarily to the North along I-25 corridor,,,,77,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.825,-5,,WN7ANT,Aurora,CO,OPEN,W,Y,133.22,ESE,,08,16032,39.7294,-104.832,448.825,443.825,,Arapahoe,,,,2017-12-13,,,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,30584,,,,,,,,,,,,
448.5,-5,100,KB0UDD,"Aurora, Smokey Hill",CO,OPEN,,,133.28,ESE,,08,92,39.7294,-104.831,448.5,443.5,100,Denver,,Castle Rock Repeater Group,CCARC,2017-03-11,Greater Denver area.,E-power.,"Full-time to 145.40000 (KB0UDD) at Aurora, Smoky Hill, CO .",,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.15,-5,136.5,WR0AEN,Aurora,CO,OPEN,,S,134.23,ESE,,08,8207,39.6967,-104.81,449.15,444.15,,Arapahoe,,Colorado Amateur Repeater Network (CARN),CCARC,2012-11-12,,,,,,On-Air,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.7,-5,146.2,WQ8M,Parker,CO,OPEN,,,134.84,ESE,,08,274,39.558,-104.794,448.7,443.7,146.2,Douglas,,,,2018-09-07,Local North Parker only,,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,,134.9,SE,,08,183,39.0917,-104.872,447.725,442.725,100,El Paso,,K0NR,CCARC,2016-12-10,Local.,30,,,100,On-Air,,,http://www.k0nr.com/wordpress/k0nr-repeater/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,131.8,W7RF,Fort Collins,CO,OPEN,,,135.61,E,,08,8194,40.496,-105.079,447.725,442.725,131.8,Larimer,,W7RF,CCARC,2018-05-13,,,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,AA0SP,"Colorado Springs, Almagre Mountain",CO,PRIVATE,,,136.01,SE,,08,8178,38.7725,-104.993,147.18,147.78,100,El Paso,,AA0SP,CCARC,2017-03-09,"Located on South Almagre Mountain at 12,367 feet, it provides excellent coverage of nearly all of El Paso County and points east, along with coverage extending south past Pueblo. Locations very close in to the Front Range, or in the shadow of Cheyenne Mountain are not covered well. Since this peak is shorter than Pikes Peak its coverage to the north is not as good as Pikes Peak, although there are points northeast of Colorado Springs where there is coverage.",E-power (solar).,,This repeater is available for public service oriented communications with prior coordination. Contact Mike Proctor KB0IAP to coordinate its use.,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.95,-5,CC,K7PFJ,"Colorado Springs, Almagre Mountain",CO,OPEN,,D,136.01,SE,,08,5220,38.7726,-104.993,446.95,441.95,,Teller,,Rocky Mountain Ham Radio,,2017-03-11,Monument Hill through Pueblo.,,"Full-time to 446.98750 (N0SZ) at Boulder, Lee Hill, CO .",,,On-Air,RMHAM,,,,,,,,yes,7,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.725,-25.7,D114,WA6IFI,"Colorado Springs, Almagre Mountain",CO,OPEN,,,136.01,SE,,08,58,38.7726,-104.993,927.725,902.025,,Teller,,WA6IFI,CCARC,2018-12-01,"Wide area: Along I-25 from Raton Pass to Pueblo, really solid from Pueblo through Colorado Springs, to Castle Rock, Now we are linked to Centennial Cone 927.8375 &amp; Chief Mtn 927.9375 in the Denver area.",12,,,,On-Air,,,Yahoo Group,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,CC,N0SZ,"Colorado Springs, Almagre Mountain",CO,OPEN,,D,136.02,SE,,08,17250,38.772,-104.993,145.235,144.635,,El Paso,,RMHAM,CCARC,2018-12-23,Wide area,,,Voice ID is required for data/GPS/text on TG 705,,On-Air,,,Rocky Mountain Ham Radio,,,,,,yes,7,310824,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Eastern Colorado 2 705 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
447.975,-5,100,K0JSC,"Canon City, Colorado",CO,OPEN,EIA,,136.48,SE,ON - IDLE,08,7185,38.4301,-105.232,447.975,442.975,100,Fremont,,K0JSC,CCARC,2017-03-11,Canon City area. Repeater Coverage Map,Autopatch.,Full-time to the The Fun Machine System .,,100,On-Air,,Region 2 District 2 ARES Net: Tue at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00. Region 5 District 1 ARES Net: Wed at 19:30. APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00.,http://www.k0jsc.com,363976,7301,28368,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9,-5,,K0PRA,Parker,CO,OPEN,W,Y,136.65,ESE,,08,18248,39.51860046,-104.76100159,446.9,441.9,,Arapahoe,,Parker Radio Association,,2019-11-03,Small coverage area in Parker,Linked to the Colorado Mega digital system,,,,On-Air,,Monday nights 8pm mountain,https://www.parkerradio.org,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,40895,,,,,,,,,,,,
448.05,-5,CC,N0KEG,Parker,CO,OPEN,,D,136.65,ESE,,08,17696,39.5186,-104.761,448.05,443.05,,Douglas,Unknown,,,2019-03-20,,,,,,,,,,,,,,,yes,1,310374,BrandMeister,,,,,,,,,,,,,,,Brandmeister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,151.4,N0OBA,Aurora,CO,OPEN,E,,136.79,ESE,ON - IDLE,08,8741,39.628,-104.758,145.19,144.59,151.4,Arapahoe,,N0OBA,,2018-02-01,"Aurora, Littleton, Denver, Morrison, North Colorado Springs to as far as Ft. Collins.",Autopatch (please contact trustee).,,"Please note the PL's! Do not TSQ unless your radio can do split PL's. Otherwise you will not here the system. Regards, Scott",131.8,On-Air,,"""Tri Lakes Net"" This net is held every Monday at 7:30pm local (except on the third Monday of the month when we have our regular radio club meeting.)",,10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.9,-0.6,88.5,K7QEQ,Moab,UT,OPEN,,,137.07,WSW,,49,48,38.5739,-109.549,146.9,146.3,88.5,Grand,,Sinbad Desert ARC,UVHFS,2015-03-29,Moab and immediate surroundings.,"Closed autopatch, remote base, linked to Bald Mesa (146.760).",,,,On-Air,,,http://sdarc.us/repeaters/moab.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.6,100,KB0UDD,"Aurora, Smoky Hill",CO,OPEN,,,137.67,ESE,,08,5,39.6073,-104.741,145.4,144.8,100,Arapahoe,,Castle Rock Repeater Group,CCARC,2019-03-09,Greater Denver area.,"Autopatch, e-power.","Full-time to 448.50000 (KB0UDD) at Aurora, Smokey Hill, CO .",,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,D,137.72,E,,08,18416,40.57759857,-105.09300232,446.7625,441.7625,,Larimer,,RMHAM,,2020-02-10,,,,,,On-Air,CSUARC,Red Cross Net on Wide - Third Thursday of the month at 1900 Tech Net on Wide - First Saturday of the month at 1900,https://www.rmham.org/wordpress/dmr-radio-site-information/,,,,,,yes,8,,,,,,,,,,,,,,,,,,,,,,,,,,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,D,137.72,E,,08,18417,40.57759857,-105.09300232,446.7625,441.7625,,Larimer,,RMHAM,,2020-02-10,,,,,,On-Air,CSUARC,Red Cross Net on Wide - Third Thursday of the month at 1900 Tech Net on Wide - First Saturday of the month at 1900,https://www.rmham.org/wordpress/dmr-radio-site-information/,,,,,,yes,8,,,,,,,,,,,,,,,,,,,,,,,,,,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,S,137.72,E,,08,8901,40.5777,-105.093,446.8125,441.8125,,Larimer,,W0QEY CSU,CCARC,2017-05-31,Fort Collins Local Area,D-Star Gateway,,Free Star,,On-Air,,,,,,,,,,,,,,,,,,yes,W0QEY (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,141.3,WE0FUN,"Denver, Green Valley Ranch",CO,OPEN,EA,,138.1,ESE,Node Offline,08,9765,39.7967,-104.748,448.15,443.15,141.3,Denver,,K0GUR,CCARC,2019-08-22,Small coverage of the East Denver area SW of DIA. Repeater Coverage Map,E-power (batt). 2 meter and 70cm channel steerable remote bases.,Full-time to the The Fun Machine System .,Can be linked to various local repeater systems via the remote base(s). Echolink connects restricted. Email me to be added to the authorized list. The system may be occupied in the Southern Colorado area for a formal net or ARES activity.,141.3,On-Air,,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. RGARC Net: Wed at 19:00.,k0jsc.com,24340,,29436,DM79pt,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.025,-5,100,W0UPS,"Loveland, Budweiser Event Center",CO,OPEN,,Y,138.2,E,,08,3621,40.444,-104.989,448.025,443.025,100,Larimer,,Northern Colorado ARC,CCARC,2016-03-21,,,,,100,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,,138.21,E,,08,125,40.5708,-105.077,147.36,147.96,100,Larimer,,CO State Univ ARC,CCARC,2017-03-11,Map,Closed autopatch.,,,100,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.96,-1.6,CSQ,AC0KC,Fort Lupton,CO,OPEN,,,138.33,E,,08,8183,40.0847,-104.813,224.96,223.36,CSQ,Weld,,AC0KC,CCARC,2012-11-12,,,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,,138.4,E,,08,124,40.5853,-105.084,449.85,444.85,100,Larimer,,CO State Univ ARC,CCARC,2012-11-16,Map,Closed autopatch.,,,100,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.95,-25,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,,138.4,E,,08,3592,40.5853,-105.084,927.95,902.95,100,Larimer,,,CCARC,2019-09-01,Northern Front Range,,,,100,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.3,-5,107.2,AC0KC,Fort Lupton,CO,OPEN,EI,,138.62,E,Node Offline,08,8739,40.0276,-104.789,447.3,442.3,107.2,Weld,,,CCARC,2013-01-07,,,,,,On-Air,,,,405804,3887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,100,KB0SRJ,"Colorado Springs, ~2 mi ENE USAFA North Gate",CO,OPEN,,,139.78,SE,,08,57,39.0302,-104.799,448.8,443.8,100,El Paso,,Pikes Peak FM Association (http://PPFMA.ORG),CCARC,2019-09-24,I-25 corridor from Baptist Rd south to Fort Carson,,,,,On-Air,,,PPFMA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,100,K0JSC,Westcliffe,CO,OPEN,,,139.92,SE,,08,15584,38.1347,-105.466,448.325,443.325,100,Custer,,,,2017-01-06,,,Full-time to the The Fun Machine System .,,100,On-Air,The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919.1,-25,88.5,ND0Q,"Westcliffe, Deer Peak",CO,OPEN,,,139.92,SE,,08,8218,38.1347,-105.466,919.1,894.1,88.5,Pueblo,,Pueblo HC,CCARC,2016-07-14,Wide area.,,,,CSQ,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,77,KB0TUC,Westcliffe,CO,OPEN,,,139.96,SE,,08,7189,38.1347,-105.465,147.06,147.66,77,Custer,,http://www.qsl.net/rghc,CCARC,2019-08-16,,E-power,,,77,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,103.5,KB0TUC,Westcliffe,CO,OPEN,,,139.96,SE,,08,248,38.1347,-105.465,448.15,443.15,103.5,Custer,,Royal George ARC,CCARC,2017-03-11,,E-power.,,,103.5,On-Air,,,http://www.qsl.net/rghc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.775,-25,D116,KB0TUC,Westcliffe,CO,OPEN,,,139.96,SE,,08,7192,38.1347,-105.465,927.775,902.775,D116,Custer,,Royal Gorge Amateur Radio Club,CCARC,2012-06-14,,,,System uses digital PL,D116,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC,K0PRA,Parker,CO,OPEN,,D,139.97,ESE,,08,17292,39.4491,-104.703,445.075,440.075,,Douglas,,Parker Radio Association,CCARC,2018-09-10,,Brandmeister Network https://brandmeister.network/?page=repeater&amp;id=310844,,Mixed Mode,,On-Air,,Mondays 20:30 MST,http://www.parkerradio.org,,,,,,yes,1,310844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,77,N0KM,Center,CO,OPEN,A,,140.46,SSE,,08,14200,37.7531,-106.109,146.64,146.04,77,Rio Grande,,,,2016-12-25,Low level local coverage,,,,77,On-Air,,,,,,28781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,77,N0KM,Center,CO,OPEN,,,140.5,SSE,,08,16645,37.75,-106.115,447.1,442.1,77,Saguache,,,,2017-12-13,,,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,136.5,W7BAR,"Vernal, Grizzly Ridge",UT,OPEN,,,140.55,NW,,49,181,40.7396,-109.484,147.04,147.64,136.5,Uintah,,Borderline ARC,UVHFS,2015-03-09,"Wide area: Vernal, Roosevelt, Duchesne and other Uintah basin communities.",E-power.,Full-time to the Sinbad Desert (SDARC) System .,8,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,136.5,K7HEN,"Vernal, Grizzly Ridge",UT,OPEN,,,141.16,NW,,49,24,40.7517,-109.487,145.49,144.89,136.5,Uintah,,"W7BYU, Borderline ARC",UVHFS,2014-01-20,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.","Autopatch, 8,506', linked to (147.320).",,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
