Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Coordination,Last update,Coverage,Features,Links,Notes,Downlink Tone,Op Status,Affiliate,Nets,Web links,EchoLink,IRLP,AllStar,Grid,Commands,DMR Enabled,Color Code,DMR ID,Wide Network,Talkgroup Network,Talkgroups,Southern Colorado,Central Regional,Northern Colorado Regional,D-STAR Enabled,Node,Sources,Rocky Mountain Wide,Feed,P-25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,Local Network,YSF Digital Enabled,DG-ID,Devilshead Local,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,IPSC Network,Bandwidth,Worldwide English,North America,DCI Bridge,Local/Cluster,Colorado,N. Colorado,Location Photo,Worldwide,English,TAC 310,WIRES-X,Eastern Colorado,TAC 311,Colorado Chat,Mountain Reg USA,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Wyoming,WyLOCAL,Europe,Southwest USA
447.2,-5,107.2,WA4HND,"Montrose, Waterdog Peak",CO,OPEN,I,,82.52,SSW,,08,69,38.3875,-107.674,447.2,442.2,107.2,Montrose,,,CCARC,2018-01-15,Delta/Montrose,9,Full-time to the GMRA Open System .,Closed IRLP out - Ask for a control op,107.2,On-Air,Grand Mesa Repeater Assoc,RACES Net Wed at 1930 Hrs.,GMRA Repeaters,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,107.2,W0RRZ,"Grand Junction, Black Ridge (Above Colorado Ntl Monument)",CO,OPEN,,,83.13,WSW,,08,151,39.0656,-108.748,146.94,146.34,107.2,Mesa,,Western Colorado Amateur Radio Club,CCARC,2016-05-11,Grand Junction 30-50 mi,E-power and autopatch for WCARC members,,,107.2,On-Air,,Oatmeal Net: Mon-Fri at 7:30AM-8:00AM,http://w0rrz.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,131.8,WA4HND,"Grand Junction, Black Ridge",CO,OPEN,I,,83.13,WSW,,08,155,39.0656,-108.748,449.575,444.575,131.8,Mesa,,,CCARC,2018-01-15,Grand Junction,e-power. Linked to GMRA Open System,,Closed IRLP out,131.8,On-Air,Grand Mesa Repeater Assoc,Wed RACES Net 1930 Hrs,GMRA Repeaters,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.825,-5,100,KB5ITS,"Montrose, Raspberry",CO,OPEN,,,83.14,SSW,,08,18465,38.41740036,-107.84600067,448.825,443.825,100,Montrose,,San Juan Connection,,2020-01-17,"Nucla, Uncompahgre Plateau, coverage into Montrose and ?West End?",,,,,On-Air,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.745,-0.6,100,W0LSD,Nathrop,CO,OPEN,,,83.58,SE,,08,184,38.7129,-106.2,146.745,146.145,100,Chaffee,,CLARA,CCARC,2019-07-21,,E-power.,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC,N0SZ,"Fairplay, Badger",CO,OPEN,,D,85.23,SE,,08,12698,39.0469,-105.87,446.7625,441.7625,,Park,,K7PFJ,,2017-03-11,,,,,,On-Air,RMHAM,,,,,,,,yes,0,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Central Regional 2 720 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.2,-5,107.2,,Glade Park,CO,OPEN,,,85.35,WSW,,08,18392,38.97999954,-108.73999786,449.2,444.2,107.2,Mesa,,GMRA,,2019-12-22,,Solar Powered,,,,On-Air,,,http://www.gmra.org/repeaters.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,,85.78,E,,08,3756,39.9473,-105.795,447.45,442.45,103.5,Grand,,W0IG,CCARC,2013-10-26,,,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Winter Park, Winter Park",CO,OPEN,,,86.2,E,,08,15582,39.8865,-105.763,147.285,147.885,88.5,Grand,,Colorado Connection,CCARC,2017-01-06,,,Full-time to the Colorado Connection System .,,123,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,107.2,KB0SW,"Loma, Baxter Pass",CO,OPEN,,,86.69,W,,08,174,39.5819,-108.952,447,442,107.2,Garfield,,,CCARC,2018-01-15,Wide area.,8,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.2625,-5,CC,N0SZ,"Rangely, Cathedral Bluffs",CO,OPEN,,D,86.87,WNW,,08,17249,40.0875,-108.805,445.2625,440.2625,,Rio Blanco,,RMHAM,,2018-10-25,,,,,,On-Air,,,https://www.rmham.org,,,,,,yes,7,310154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.575,-5,103.5,WZ0N,Hartsel,CO,OPEN,,,87.63,SE,,08,9840,38.8833,-105.933,448.575,443.575,103.5,Park,,,CCARC,2017-11-22,Western Park County,,"Full-time internet linked to 146.89500 (AB0PC) at Bailey, Dick Mountain, CO .",,103.5,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KD0MRC,Maysville,CO,OPEN,,,89.29,SE,,08,16739,38.5063,-106.345,145.325,144.725,100,Chaffee,,Chaffee Lake Amateur Repeater Association,,2019-09-04,wide area,,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,88.5,KB0VJJ,"Walden, Peterson Ridge",CO,OPEN,,,90.83,NNE,,08,244,40.6494,-106.382,145.16,144.56,88.5,Jackson,,Colorado Connection,CCARC,2017-01-06,"North Park, along with portions of I-80 from Laramie, Wyoming, to Rock Springs, Wyoming.",8,Full-time to the Colorado Connection System .,Part of the Colorado Connection system of repeaters.,123,On-Air,,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,103.5,WC3W,Grand Lake,CO,OPEN,A,,91.67,E,,08,18131,40.2392,-105.847,449.425,444.425,103.5,Clear Creek,,,,2019-09-21,"Grand Lake, CO",,,Linked to the Allstar Florida Hub,103.5,On-Air,,Sunday and Tuesday nights at 7 PM MT,,,,45202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,107.2,WG0N,"Idaho Springs, Squaw Mountain",CO,OPEN,,,97.26,ESE,,08,95,39.7425,-105.514,449.05,444.05,107.2,Denver,,WG0N,CCARC,2012-11-20,Wide area.,E-power.,,,107.2,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,131.8,KB0YNA,"Delta, Uncompahgre Butte",CO,OPEN,I,,97.76,SW,,08,127,38.5767,-108.647,449.4,444.4,131.8,Mesa,,"WA4HND, Grand Mesa Repeater Association",CCARC,2016-08-19,Wide area via links - Western Colorado - Eastern Utah,E-power.,Full-time to the GMRA Open System .,Closed IRLP out - Ask for a control op,131.8,On-Air,,RACES Wed 1930 Hrs,http://www.gmra.org,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,103.5,K1DUN,"Idaho Springs, Squaw Mountain",CO,OPEN,,,97.92,ESE,,08,99,39.6794,-105.493,449.45,444.45,103.5,Clear Creek,,Rocky Mountain Radio League,CCARC,2016-12-23,"Wide area: West to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",11,,,127.3,On-Air,,RMRL: Mon at 20:30.,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9375,-5,CC,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,D,97.92,ESE,,08,7190,39.6798,-105.493,446.9375,441.9375,,Clear Creek,,Rocky Mountain Ham Radio,CCARC,2017-01-13,,,Full-time to the Colorado TRBO System .,See the website for programming information.,,On-Air,,,Rocky Mountain Ham Radio,,,,,,yes,7,,,RMHAM,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Full-Time Southern Colorado 2 719 Full-Time Central Regional 2 720 Full-Time Northern Colorado Regional 2 721 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",2,2,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.225,-5,141.3,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,,97.92,ESE,,08,8197,39.6797,-105.493,448.225,443.225,141.3,Clear Creek,,Rocky Mountain Ham Radio,CCARC,2016-05-24,,E-power(gen).,,,141.3,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,103.5,W0WYX,"Idaho Springs, Squaw Mountain",CO,OPEN,,,97.92,ESE,,08,81,39.6798,-105.493,146.94,146.34,103.5,Clear Creek,,Rocky Mtn Radio League,CCARC,2017-03-11,"Wide area: west to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",11,"Linkable to 449.82500 (W0WYX) at Broomfield, CO . Linkable to 449.45000 (K1DUN) at Idaho Springs, Squaw Mountain, CO .",,103.5,On-Air,,Colorado WX: Daily at 06:30. RMRL: Mod at 20:30. Astronomy: Tue at 19:00. Amateur Radio Events: Tue at 20:00.,Repeater,,,,,Autopatch: 911* / Off 0*.,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.8,-5,CC,AD0RM,"Ridgway, On top of Log Hill",CO,OPEN,,D,97.95,SSW,,08,17998,38.18,-107.79,447.8,442.8,,Ouray,,AD0RM,,2019-08-17,Montrose to Ouray,,,,,On-Air,,,,,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,KB0UDD,"Idaho Springs, Squaw Mountain",CO,OPEN,,,97.97,ESE,,08,78,39.6794,-105.492,146.67,146.07,100,Clear Creek,,Castle Rock Repeater Group,CCARC,2016-09-08,"North to Cheyenne, Wy - East to Limon, Co - South to Colorado Springs, Co and West to the Continental Divide.",11,,,100,On-Air,,CRRG/QCWA: Sun at 0930. Southern Metro LDS Ham Group: Sun at 1900. ARES23: Thu at 1930. ARES13: Sun at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.145,-0.6,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,,,97.97,ESE,,08,107,39.6794,-105.492,145.145,144.545,107.2,Clear Creek,,Colorado Repeater Assoc,CCARC,2018-07-23,Wide area. Denver metro.,E-power.,,,107.2,On-Air,,,http://www.w0cra.org/info/squaw.html#145145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.575,-5,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,EI,,97.97,ESE,Node Offline,08,264,39.6794,-105.492,447.575,442.575,107.2,Clear Creek,,Colorado Repeater Association (CRA),CCARC,2017-11-13,Wide area: Denver metro.,,,,107.2,On-Air,,,http://www.w0cra.org,347088,3291,,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,W0TX,"Idaho Springs, Centennial Cone",CO,OPEN,,,97.97,ESE,,08,76,39.6794,-105.492,145.49,144.89,100,Jefferson,,"KB0VIU, Denver Radio Club",CCARC,2017-03-11,,E-power.,"Full-time to 448.62500 (W0TX) at Golden, Centennial Cone, CO .",,100,On-Air,,DRC: Sun at 20:30.,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,100,W0TX,"Idaho Springs, Squaw Mountain",CO,OPEN,E,,97.97,ESE,ON - IDLE,08,98,39.6794,-105.492,449.35,444.35,100,Clear Creek,,Denver Radio Club,CCARC,2017-03-11,Wide area.,11,,,100,On-Air,,,DRC Repeaters,4140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.675,-5,100,W0CFI,"Idaho Springs, Squaw Mountain",CO,OPEN,,,98.17,ESE,,08,94,39.6774,-105.488,448.675,443.675,100,Denver,,W0CFI,CCARC,2015-04-03,Wide area.,,,,100,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,103.5,N0PYY,"Evergreen, Squaw Mountain",CO,OPEN,,,98.23,ESE,,08,84,39.6781,-105.487,147.3,147.9,103.5,Clear Creek,,Denver PD EEB,CCARC,2017-03-11,Wide area.,,,,103.5,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,136.5,WR0AEN,"Idaho Springs, Squaw Mountain",CO,OPEN,,,98.58,ESE,,08,8250,39.6732,-105.48,449,444,136.5,Clear Creek,,CARN,CCARC,2017-03-11,,,,,136.5,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,,99.28,ESE,,08,7,39.4056,-105.473,146.895,146.295,100,Park,,AB0RR,CCARC,2017-07-05,285,25,"Full-time internet linked to 448.57500 (WZ0N) at Hartsel, CO .",,100,On-Air,,Wed at 19:30.,Park County Radio Club (PCRC),,,45835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,,KD0QPG,"Salida, Methodist Mountain",CO,OPEN,,S,99.95,SE,,08,9844,38.5347,-105.999,446.975,441.975,,Chaffee,,Crestone Amateur Radio Emergency Services,CCARC,2013-07-06,,,,,,On-Air,Crestone Amateur Radio Emergency Services,,KD0QPG,,,,,,,,,,,,,,,yes,KD0QPG (B) Gateway Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,CC,N0SZ,"Salida, Methodist Mountain",CO,OPEN,,D,99.95,SE,,08,12697,38.5347,-105.999,446.8125,441.8125,,Chaffee,,RMHAM,,2015-01-13,,,,,,On-Air,,,,,,,,,yes,0,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,,100.18,E,,08,201,39.9172,-105.501,224.6,223,100,Gilpin,Unknown,W0RM,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,,100.98,ESE,,08,9580,39.7189,-105.44,447.85,442.85,141.3,Clear Creek,,AC0KQ,CCARC,2019-08-23,Wide area at 9500',AllStar node repeater providing wide area coverage along the Front Range,,,141.3,Off-Air,Rocky Mountain Ham Radio,,,,,29571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,,102.89,SE,,08,169,39.0494,-105.513,146.685,146.085,107.2,Park,,Mountain ARC (MARC),CCARC,2016-11-17,,"Closed autopatch, e-power.","Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,107.2,On-Air,,MARC/PCRC: Tue at 19:30.,,,,,,Autopatch: 911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,,102.95,SE,,08,170,39.0489,-105.512,147.36,147.96,107.2,Park,,,CCARC,2018-01-15,Wide area.,E-power.,,,107.2,On-Air,,,CMRG Repeaters,,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Salida, Methodist Mountain",CO,OPEN,,,103.24,SE,,08,204,38.4596,-106.011,147.285,147.885,88.5,Chaffee,,Colorado Connection,CCARC,2016-05-23,"Wide area: South Park, Gunnison, Pueblo, and the San Luis Valley south to New Mexico. At extremes, it has been worked from east of Montrose and Blue Mesa Resevoir, on Fremont Pass near Climax, in and around Bailey on U.S. 285, and south toward Trinidad on Interstate 25.",11,Full-time to the Colorado Connection System .,,123,On-Air,,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (All Welcome): Thu at 20:00. Statewide ARES Net: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,,103.24,SE,,08,203,38.4596,-106.011,145.295,144.695,107.2,Chaffee,,Cheyenne Mtn Repeater Group,CCARC,2019-08-15,Wide area.,,,,,On-Air,,,CMRG Repeaters,,,,DM78ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,,103.33,SE,,08,205,38.4528,-106.018,449.65,444.65,107.2,Chaffee,,,CCARC,2018-01-15,Wide area.,E-power.,,,,On-Air,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,103.5,WZ0N,"Salida, Methodist Mountain",CO,OPEN,,,103.33,SE,,08,3811,38.4528,-106.018,449.925,444.925,103.5,Chaffee,,,CCARC,2013-07-05,"Upper Arkansas and Platte Rivers, and the SLV",E-power (Bat),,Identifies with an 'M' following WZ0N callsign which identifies the site as Methodist.,103.5,On-Air,Colorado ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,KB0VJJ,"Boulder, Thorodin Mountain",CO,OPEN,,,103.58,E,,08,72,39.8875,-105.426,145.31,144.71,88.5,Gilpin,,Colorado Connection,CCARC,2019-08-15,"Wide area: Cheyenne, Wyoming to the north, Monument, Colorado to the south, Limon, Colorado to the east, and the continental divide to the west.",10,Full-time to the Colorado Connection System .,"Split tone. The repeater still transmits 123.0 for those wishing to use tone squelch, you must run a split tone 88.5 TX and 123.0 RX",123,On-Air,,Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.225,-5,141.3,N0SZ,"Denver, Thorodin Mountain",CO,OPEN,,,103.58,E,,08,97,39.8875,-105.426,449.225,444.225,141.3,Gilpin,,Rocky Mountain Ham Radio (RMHR),CCARC,2015-11-03,Wide area.,Emergency Power,,"Emcomm Affiliated, Open repeater",141.3,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Salida, Methodist Mountain",CO,OPEN,EIA,,103.92,SE,ON - IDLE,08,13510,38.4463,-106.011,449.975,444.975,100,Chaffee,,,CCARC,2017-03-11,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass,2,Full-time to the The Fun Machine System .,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,100,On-Air,,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. RGARC Net: Wed at 19:00.,K0JSC.COM,363976,7301,28368,DM68xk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8625,-25.8,,WA6IFI,"Salida, Methodist Mountain",CO,OPEN,,,103.94,SE,,08,18425,38.44670105,-106.01000214,927.8625,902.025,,Chaffee,,CMRG,CCARC,2020-01-01,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",,Full-time to the The 900 P25 Network System .,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,-0.6,123,KB5ITS,"Lake City, Hill 71",CO,OPEN,,,105.06,S,,08,16607,38.03,-107.315,147.135,146.535,123,Hinsdale,,,CCARC,2018-01-15,,E-power (solar),,,,On-Air,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,88.5,N0ARA,"Critchell, Critchell Mountain",CO,OPEN,,,105.12,ESE,,08,59,39.5148,-105.353,147.12,147.72,88.5,Jefferson,,Aurora Repeater Association,CCARC,2016-01-17,Denver metro and east.,E-power.,,,88.5,On-Air,,,http://www.n0ara.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7875,-5,CC,W0TX,"Denver, Centennial Cone",CO,OPEN,,D,105.26,ESE,,08,7165,39.7657,-105.366,446.7875,441.7875,,Jefferson,,Denver Radio Club,CCARC,2017-12-09,,,,,,On-Air,Brandmeister Network,,http://www.w0tx.org/,,,,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf. TG's are PTT enabled and will timeout after 15 minutes of inactivity. Time Slot 2 Talk Group 310805 is local repeater only.",yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,,,105.27,ESE,,08,9702,39.7658,-105.366,927.8375,902.025,,Jefferson,,,CCARC,2018-12-23,Great coverage of the Denver area and I-76 East to Atwood MM112. I-70 East to Agate MM340. West to Idaho Springs MM240. And I-25 from Larkspur MM172 to Longmont MM240 depending on the hills. Now linked with Almagre 927.7250 for great coverage south,Linked with Chief 927.9375 &amp; Almagre 927.7250 for wide area coverage,,The offset is -25.8125,,On-Air,,,,,,45770,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,,105.52,ESE,,08,82,39.7525,-105.359,146.985,146.385,100,Denver,,El Jebel RADOPS,CCARC,2016-09-05,,E-power.,,,100,On-Air,,RADOPS: Sun at 19:00.,,,3346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,,105.52,ESE,,08,140,39.7525,-105.359,145.28,144.68,100,Jefferson,,,CCARC,2015-05-22,Wide area.,"Closed autopatch, e-power, linked.","Full-time to 449.52500 (KE0SJ) at Golden, Centennial Cone, CO .","PL is usually off, allowing use by older transceivers.",,On-Air,,Sun at 19:30. Everyone welcome.,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,,105.52,ESE,,08,138,39.7525,-105.359,449.525,444.525,CSQ,Jefferson,,KE0SJ,CCARC,2015-05-23,,E-power.,"Full-time to 145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",,,On-Air,,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,WB0TUB,"Golden, Centennial Cone",CO,OPEN,,,105.52,ESE,,08,77,39.7525,-105.359,146.64,146.04,100,Jefferson,,Denver Radio League,CCARC,2017-03-11,Wide area. Repeater Coverage Map,E-power.,,8,,On-Air,,,DRL Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,,,105.57,ESE,,08,112,39.7525,-105.358,448.625,443.625,100,Jefferson,,Denver Radio Club,CCARC,2017-03-11,Denver metro area.,E-power.,"Full-time to 145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",,100,On-Air,,DRC: Sun at 20:30.,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.34,-0.6,103.5,KE4GUQ,Evergreen,CO,OPEN,I,,107.07,ESE,,08,73,39.6333,-105.317,145.34,144.74,103.5,Jefferson,,Rocky Mtn Radio League,CCARC,2019-08-15,Wide area.,E-power.,,,127.3,On-Air,,,Repeater,,3350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,CC,N0SZ,"Evergreen, Squaw Mountain",CO,OPEN,,D,107.07,ESE,,08,10932,39.6333,-105.317,145.175,144.575,,Clear Creek,,Rocky Mountain Ham Radio,CCARC,2018-11-25,,700,,Voice ID is required for data/GPS/text on TG 705,,On-Air,,,Rocky Mountain Ham Radio,,,,,,yes,7,310810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
