Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,On-air,Coverage,Affiliate,Last update,Op Status,Sponsor,Coordination,Web links,Downlink Tone,Features,Links,IRLP,Commands,Notes,Nets,EchoLink,DMR Enabled,Color Code,DMR ID,Wide Network,AllStar,D-STAR Enabled,Node,Sources,Grid,Talkgroups,Rocky Mountain Wide,Southern Colorado,Talkgroup Network,Central Regional,Northern Colorado Regional,P-25 Digital Enabled,NAC,Default Reflector,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Location Photo,Feed,Devilshead Local,Mixed-Mode,Bandwidth,Eastern Colorado,YSF Digital Enabled,DG-ID,Local Network,TAC 311,Colorado,Colorado Chat,IPSC Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,WIRES-X,Worldwide English,Local/Cluster,N. Colorado
53.17,-0.5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,,165.64,E,,08,10514,39.6734,-105.218,53.17,52.67,107.2,Jefferson,,"I-70,I-76,I-25,I-225",N6LXX,2019-03-25,On-Air,N6LXX,CCARC,,CSQ,,Full-time to the N6LXX System .,,,,,,,,,,29883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,,165.64,E,,08,10513,39.6734,-105.218,447.875,442.875,107.2,Jefferson,,"I-70,I-76,I-25,I-225",N6LXX,2017-03-09,On-Air,N6LXX,CCARC,,107.2,,Full-time to the N6LXX System .,,,,,,,,,,29913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,AA0SP,"Colorado Springs, Almagre Mountain",CO,PRIVATE,,,165.75,ESE,,08,8178,38.7725,-104.993,147.18,147.78,100,El Paso,,"Located on South Almagre Mountain at 12,367 feet, it provides excellent coverage of nearly all of El Paso County and points east, along with coverage extending south past Pueblo. Locations very close in to the Front Range, or in the shadow of Cheyenne Mountain are not covered well. Since this peak is shorter than Pikes Peak its coverage to the north is not as good as Pikes Peak, although there are points northeast of Colorado Springs where there is coverage.",,2017-03-09,On-Air,AA0SP,CCARC,,,E-power (solar).,,,,This repeater is available for public service oriented communications with prior coordination. Contact Mike Proctor KB0IAP to coordinate its use.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.95,-5,CC,K7PFJ,"Colorado Springs, Almagre Mountain",CO,OPEN,,D,165.75,ESE,,08,5220,38.7726,-104.993,446.95,441.95,,Teller,,Monument Hill through Pueblo.,RMHAM,2017-03-11,On-Air,Rocky Mountain Ham Radio,,,,,"Full-time to 446.98750 (N0SZ) at Boulder, Lee Hill, CO .",,,,,,yes,7,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,CC,N0SZ,"Colorado Springs, Almagre Mountain",CO,OPEN,,D,165.75,ESE,,08,17250,38.772,-104.993,145.235,144.635,,El Paso,,Wide area,,2018-12-23,On-Air,RMHAM,CCARC,Rocky Mountain Ham Radio,,,,,,Voice ID is required for data/GPS/text on TG 705,,,yes,7,310824,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Eastern Colorado 2 705 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
927.725,-25.7,D114,WA6IFI,"Colorado Springs, Almagre Mountain",CO,OPEN,,,165.75,ESE,,08,58,38.7726,-104.993,927.725,902.025,,Teller,,"Wide area: Along I-25 from Raton Pass to Pueblo, really solid from Pueblo through Colorado Springs, to Castle Rock, Now we are linked to Centennial Cone 927.8375 &amp; Chief Mtn 927.9375 in the Denver area.",,2018-12-01,On-Air,WA6IFI,CCARC,Yahoo Group,,12,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Larkspur, Westcreek",CO,OPEN,,,165.78,E,,08,15903,39.1749,-105.034,449.975,444.975,100,Douglas,,,The Fun Machine,2017-04-21,On-Air,K0JSC,CCARC,The Fun Machine,100,Simulcast and Voted with Cedarwood and Methodist.,Full-time to the The Fun Machine System .,,,"Can be linked to Allstar, Echolink and others by a Sysop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.225,0.6,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,EI,,165.79,E,ON - IDLE,08,83,39.1755,-105.034,147.225,147.825,107.2,Douglas,,Wide area,CRA VHF Link System,2017-11-13,On-Air,Colorado Repeater Association (CRA),CCARC,Colorado Repeater Association,107.2,Closed autopatch,"Full-time to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .",3990,,,"CRA Net, Sunday 9AM",347086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.425,-5,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,,,165.79,E,,08,16547,39.1755,-105.034,448.425,443.425,107.2,Douglas,,Wide area,ARESDEC,2017-11-14,On-Air,Colorado Repeater Association (CRA),,http://www.w0cra.org,107.2,,"Full-time to 147.10500 (WA0DE) at Simla, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,KE0VH,"Golden, Lookout Mountain",CO,OPEN,,Y,166.2,E,,08,139,39.733,-105.239,449.625,444.625,141.3,Jefferson,,,,2019-06-19,On-Air,,CCARC,,141.3,E-power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,,,166.2,E,,08,80,39.5042,-105.128,146.88,146.28,100,Jefferson,,Wide Area,,2018-05-21,On-Air,Denver Radio League,CCARC,DRL Repeaters,,E-power.,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,EI,Y,166.2,E,Node Offline,08,273,39.5042,-105.128,449.6,444.6,100,Jefferson,,,,2014-03-04,On-Air,Denver Radio League,CCARC,DRL Repeaters,,,,3345,,,,690473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.975,-25.9,67,W0SKY,"Golden, Lookout Mountain",CO,OPEN,A,,166.31,E,,08,18156,39.7333,-105.237,927.975,902.0375,67,Jefferson,,"Denver, Golden",,2019-10-05,On-Air,,,http://www.w0sky.com,67,AllStar,,,Standard AllStar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,166.42,E,,08,3739,39.7305,-105.233,145.25,144.65,,Jefferson,,,,2014-01-03,On-Air,Colorado D-Star,CCARC,Colorado D-Star,,,,,,,,,,,,,,yes,W0CDS (C) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,166.42,E,,08,2769,39.7305,-105.233,446.9625,441.9625,,Jefferson,,,,2017-03-11,On-Air,Colorado D-Star,CCARC,Colorado D-Star,,,,,,,,,,,,,,yes,W0CDS (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,166.42,E,,08,3751,39.7305,-105.233,1283.9625,1263.9625,,Jefferson,,,,2014-01-03,On-Air,Colorado D-Star,CCARC,Colorado D-Star,,,,,,,,,,,,,,yes,W0CDS (A) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,166.42,E,,08,8222,39.7305,-105.233,1299.9,1299.9,,Jefferson,,,,2014-01-03,On-Air,Colorado D-Star,,Colorado D-Star,,,,,,,,,,,,,,yes,W0CDS (A) DVAP 24/7,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,CC,N0SZ,"Golden, Lookout Mountain",CO,OPEN,,D,166.43,E,,08,10939,39.7307,-105.233,145.37,144.77,,Jefferson,,,,2018-11-25,On-Air,Rocky Mountain Ham Radio,CCARC,Rocky Mountain Ham Radio,,700,,,,See the website for programming information. Voice ID is required for data/GPS/text on TG 705,,,yes,7,310808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC,WA2YZT,"Golden, Lookout",CO,OPEN,,D,166.47,E,,08,3753,39.7305,-105.232,446.8375,441.8375,,Jefferson,,,,2017-02-23,On-Air,WA2YZT,CCARC,,,200,Full-time to the Colorado TRBO System .,,,See website for more info on CC/TS/TG programming. www.rmham.org,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.375,-5,,AE7TA,"Logan, Sedgwick Peak",UT,OPEN,,,167.21,WNW,,49,18470,39.32099915,-111.09400177,449.375,444.375,,Cache,,,,2020-01-19,On-Air,Bridgerland ARC,UVHFS,BARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.25,-20,,KF7YIX,"Torquerville, Hurricane Mesa",UT,OPEN,,S,167.21,WNW,,49,11163,39.321,-111.094,1299.25,1279.25,,Washington,,,,,On-Air,,UVHFS,,,,,,,,,,,,,,,yes,KF7YIX (A) Gateway Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,100,KB5ITS,"Lukachukai, Roof Butte",AZ,OPEN,,,167.32,SSW,,04,163,36.4614,-109.096,145.25,144.65,100,Apache,,,,2018-10-17,On-Air,San Juan Connection,ARCA,,,"E-power, linked.",Full-time to the San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,100,NM5SJ,"Red Rock, Roof Butte",AZ,OPEN,,,167.32,SSW,,04,72,36.4614,-109.096,146.82,146.22,100,Apache,,,,2018-02-28,On-Air,Totah ARC,ARCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,,167.7,E,,08,143,39.7556,-105.221,448.125,443.125,107.2,Jefferson,,,,2014-04-28,On-Air,Denver PD EEB,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,,167.7,E,,08,7170,39.7555,-105.221,927.7875,902.7875,156.7,Jefferson,,Golden and Denver.,,2017-12-24,On-Air,N0PYY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,,167.7,E,,08,137,39.7556,-105.221,448.975,443.975,123,Jefferson,,Wide area.,,2019-09-06,On-Air,FRG,CCARC,,,Linkable VHF/UHF Remote Base,,,,,,,,,,,42845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,K7YI,"Castle Dale, Horn Mountain",UT,OPEN,,,168.19,WNW,,49,73,39.2096,-111.142,447.625,442.625,100,Emery,,Wide area.,Cactus-Intertie,2008-07-11,On-Air,San Rafael Cactus Assoc,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,123,WX7Y,"Castle Dale, Horn Mountain",UT,OPEN,,,168.19,WNW,,49,272,39.2096,-111.142,447.7,442.7,123,Emery,Unknown,Wide area.,,2013-08-05,,,UVHFS,,,"Closed autopatch, 8,702'.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,88.5,K7SDC,"Castle Dale, Horn Mountain",UT,OPEN,EI,,168.2,WNW,ON - IDLE,49,54,39.2098,-111.142,147.06,147.66,88.5,Emery,,"Wide area: Most of western Emery County including the towns of Castle Dale, Orangeville, Huntington, Cleveland, Ferron, and further east into the San Rafael desert. It also covers the towns of Sunnyside and East Carbon, UT.",,2015-08-04,On-Air,Sinbad Desert ARC,UVHFS,http://sdarc.us/repeaters/horn.html,,"Closed autopatch, remote base.",Full-time to the Sinbad Desert (SDARC) System .,3270,,8,,64264,,,,,,,,,DM49kf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.92,-1.6,88.5,WX7Y,"Huntington, Skyline Dr",UT,OPEN,,,168.2,WNW,,49,273,39.21,-111.142,223.92,222.32,88.5,Emery,Unknown,"Wide area: Extreme southern end of Utah county (to the north) and the valley communities from Fairview and Nephi down to Salina, with coverage toward Delta.",Sinbad Desert ARC,,,,UVHFS,,,"Remote base, 8,702'.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,168.32,E,,08,105,39.7008,-105.178,53.09,51.39,107.2,Jefferson,,Metro Denver area.,,2017-03-11,On-Air,Denver Radio Club,CCARC,DRC Repeaters,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC,KB0VGD,"Golden, Table Mountain",CO,OPEN,,D,168.76,E,,08,14273,39.7846,-105.216,446.975,441.975,,Jefferson,,Denver Metro Area,,2016-01-25,On-Air,W0DMR,,http://www.w0dmr.org/,,,,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310. TS 2, CC 2: TG 2 - Local",,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",,yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,0.6,123,W0JZ,Gold Hill,CO,OPEN,,,168.77,E,,08,13368,40.0633,-105.41,146.91,147.51,123,Boulder,,"East of Gold Hill, The Indian Peaks, Denver, Boulder","Town of Gold Hill, Colorado",2017-04-09,On-Air,,,http://goldhilltown.com/,127.3,,,,,There is a MOU With BCARES for repeater use.,"Summer Tue at 19:30P, Winter 19:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,169.57,E,,08,85,39.6822,-105.143,147.33,147.93,100,Jefferson,,Metro Denver and the foothills.,,2017-03-31,On-Air,Denver Radio Club,CCARC,DRC Repeaters,,E-power.,,,,Not recommeded to use tone squelch on this repeater.,SATERN: Thu at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,169.57,E,,08,267,39.6822,-105.143,224.38,222.78,100,Jefferson,,,,2017-03-11,On-Air,Denver Radio Club,CCARC,DRC Repeaters,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,CSQ,W0TX,"Lakewood, Green Mtn",CO,OPEN,,Y,169.57,E,,08,8215,39.6822,-105.143,449.775,444.775,,Jefferson,,Metro Denver,,2019-09-06,On-Air,Denver Radio Club,CCARC,Denver Radio Club,,Yaesu Digital Only,,,,"YSF digital only, no analog FM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,
147.03,0.6,100,KI0HG,"Allenspark, AFPD Station #5",CO,OPEN,,,170.36,NE,,08,15670,40.1727,-105.468,147.03,147.63,100,Boulder,,,Boulder County Amateur Radio Emergency Service,2017-01-20,On-Air,KI0HG,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,100,KB0SRJ,"Colorado Springs, ~2 mi ENE USAFA North Gate",CO,OPEN,,Y,170.86,ESE,,08,39,38.7,-104.9,145.265,144.665,,El Paso,,Local. Good coverage of I25 corridor from Baptist Rd south to Fort Carson.,,2019-03-07,On-Air,Pikes Peak FM Association (http://PPFMA.ORG),CCARC,PPFMA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,,171.04,ESE,ON - IDLE,08,8740,39.136,-104.927,145.19,144.59,131.8,Douglas,,Wide area coverage at 8300,,2018-10-25,On-Air,N0OBA Owner,,,131.8,,,,,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,,171.09,E,,08,5805,39.7162,-105.13,447.825,442.825,D073,Jefferson,,,,2017-03-11,On-Air,Denver Radio Club,CCARC,,D073,,,,,Now operating in Narrow Band mode with Digital Code Squelch. Please reset your programing to use: 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,,171.13,E,,08,8204,39.7046,-105.123,448.75,443.75,100,Jefferson,,Local.,N0ELY,2019-08-23,Off-Air,,CCARC,,100,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,K7SDC,"Scofield, Ford Ridge",UT,OPEN,I,,171.26,WNW,,49,55,39.7558,-110.99,145.31,144.71,88.5,Carbon,,Wide area: Scofield and Soldier Smt areas as well as into the Price valley as far south as Huntington and as far east as Sunnyside.,,2017-09-03,On-Air,Sinbad Desert ARC,UVHFS,http://sdarc.us/repeaters/ford.html,,"Closed autopatch, remote base.",,3270,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras, San Antonio Mountain",NM,OPEN,,,171.61,SE,,35,19,36.8594,-106.019,146.76,146.16,67,Rio Arriba,,"Most of Taos County, eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",,2016-04-30,On-Air,Taos ARC,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC,N0SZ,"Boulder, Lee Hill",CO,OPEN,,D,171.61,E,,08,8992,40.0722,-105.354,445.05,440.05,,Boulder,,Wide area,,2018-10-17,On-Air,Rocky Mountain Ham Radio,CCARC,,,BrandMeister Network,,,,,,,yes,1,,BrandMeister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BrandMeister US,,,,,,,,,,,,,,,,,
446.9875,-5,CC,N0SZ,"Boulder, Lee Hill",CO,OPEN,,D,171.61,E,,08,5219,40.0722,-105.354,446.9875,441.9875,,Boulder,,,,2016-12-31,On-Air,Rocky Mountain Ham Radio,,,,Linked on Time Slot 2 to Almagre Mtn (446.950).,"Full-time to 446.95000 (K7PFJ) at Colorado Springs, Almagre Mountain, CO . Full-time to the Colorado TRBO System .",,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,141.3,N0SZ,"Boulder, Lee Hill",CO,OPEN,I,,171.61,E,,08,19,40.0722,-105.354,447.75,442.75,141.3,Boulder,,,,2018-04-24,On-Air,Rocky Mountain Ham Radio,CCARC,,141.3,,,3450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,EI,,171.61,E,ON - IDLE,08,8,40.0722,-105.354,145.46,144.86,107.2,Boulder,,Boulder/Denver Metro,CRA VHF Link System,2017-11-13,On-Air,Colorado Repeater Association (CRA),CCARC,,107.2,"Closed autopatch, e-power.","Full-time to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 147.22500 (W0CRA) at Larkspur, Westcreek, CO .",3990,Member-only IRLP and Echolink node,,,347086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,,,171.61,E,,08,20,40.0722,-105.354,447.975,442.975,107.2,Boulder,,Wide area: Boulder/Longmont area.,,2016-09-08,On-Air,Colorado Repeater Association (CRA),CCARC,,107.2,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,W0IA,"Boulder, Lee Hill",CO,OPEN,E,,171.61,E,ON - IDLE,08,18,40.0722,-105.354,224.02,222.42,,Boulder,,Denver metro area.,,2017-03-11,On-Air,Rocky Mtn VHF Soc,CCARC,RMVHS repeaters,,8,"Full-time to 449.55000 (W0IA) at Boulder, CO .",,,,,217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,100,NM5ML,"Tres Piedras, San Antonio Mountain",NM,OPEN,,,171.63,SE,,35,175,36.8597,-106.018,147.22,147.82,100,Rio Arriba,,Wide area.,,2017-01-23,On-Air,New Mexico Mega Link Assoc,NMFCC,,,10,Full-time to the Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,,171.75,E,,08,14,39.9775,-105.279,146.7,146.1,100,Boulder,,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",,2013-03-17,On-Air,Boulder Co ARC,CCARC,BARC Repeaters,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,171.81,ESE,,08,41,38.7372,-104.881,146.76,146.16,107.2,El Paso,,,,2018-01-15,On-Air,Cheyenne Mountain Repeater Group,CCARC,,107.2,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,171.81,ESE,,08,269,38.7372,-104.881,448,443,107.2,El Paso,,,,2018-01-15,On-Air,,CCARC,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,171.81,ESE,,08,53,38.7372,-104.881,448.1,443.1,107.2,El Paso,,Wide area.,,2018-01-15,On-Air,,CCARC,CMRG Repeaters,107.2,"Closed autopatch, e-power.","Full-time to 927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,I,,171.87,ESE,,08,47,38.7372,-104.88,147.345,147.945,107.2,El Paso,,Wide area.,,2018-01-15,On-Air,,CCARC,http://www.cmrg.org/,107.2,"Closed autopatch, e-power.","Full-time to 927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO . Full-time to the Cheyenne Mtn Repeater Group System .",3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,107.2,W0CRA,"Colorado Springs, Cheyenne Mountain",CO,OPEN,EI,,171.87,ESE,ON - IDLE,08,38,38.7372,-104.88,145.16,144.56,107.2,El Paso,,"Wide area: Colorado Springs, Pueblo, and other areas of southeast and south central Colorado.",CRA VHF Link System,2017-11-13,On-Air,Colorado Repeater Association,CCARC,http://www.w0cra.org/info/cosprgs.html#145160,107.2,"Closed autopatch, e-power.","Full-time to 145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO . Full-time to 147.22500 (W0CRA) at Larkspur, Westcreek, CO .",3990,,Switch to this repeater at mile marker 170 on I-25.,,347086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,,171.95,E,,08,10,39.978,-105.275,448.9,443.9,100,Boulder,,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",,2013-03-17,On-Air,Boulder ARC,CCARC,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,,171.96,E,,08,13,39.9783,-105.275,146.61,146.01,100,Boulder,,,,2019-08-23,On-Air,Boulder Amateur Radio Club,CCARC,,,,,7007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,820,ATV,W0BTV,Boulder,CO,OPEN,,,172,E,,08,18534,39.97848511,-105.27445221,423,1243,ATV,Boulder,,"Wide Area, WY border to DIA to SE Denver",ATN,2020-02-25,On-Air,BATVC,,https://kh6htv.com/,,"dual-mode, NTSC analog &amp; DVB-T digital ATV",,,,,"ATV, Thurs, 3pm local",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
