Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,YSF Digital Enabled,DG-ID,WIRES-X,County,Grid,Op Status,Coverage,Affiliate,Features,Mixed-Mode,Notes,Last update,Sponsor,Links,EchoLink,IRLP,Nets,Web links,Coordination,Bandwidth,AllStar,Feed,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,On-air,Commands,Local/Cluster,Central Regional,Colorado,REACT,CO-Park County,D-STAR Enabled,Node,Sources,TAC 310,TAC 311,Colorado Chat,Eastern Colorado,P-25 Digital Enabled,NAC,Default Reflector,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Location Photo,Devilshead Local,Local Network,Northern Colorado Regional,Talkgroup Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide,North America,English,DCI Bridge,Texas,COMM 1,Texas/Oklahoma Regional USA,N. Colorado,Mountain Reg USA,Worldwide English
446.8125,-5,CC,N0SZ,"Salida, Methodist Mountain",CO,OPEN,,D,138.5,WNW,,08,12697,38.53469849,-105.99900055,446.8125,441.8125,,,,,,Chaffee,,On-Air,,,,,,2019-11-27,RMHAM,,,,,,,,,,yes,7,310825,RMHR c Record retrieved from radioid.net,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.5,-5,100,KB0UDD,"Aurora, Smokey Hill",CO,OPEN,,,139.01,NNW,,08,92,39.72940063,-104.83100128,448.5,443.5,100,,,,,Denver,,On-Air,Greater Denver area.,,E-power.,,,2017-03-11,Castle Rock Repeater Group,"Full-time to 145.40000 (KB0UDD) at Aurora, Smoky Hill, CO .",,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.4,-5,94.8,N0ZUQ,Aurora,CO,OPEN,,,139.03,NNW,,08,8202,39.72940063,-104.83200073,448.4,443.4,94.8,,,,,Arapahoe,,On-Air,,,,,,2012-11-12,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.275,-5,156.7,W0BG,Aurora,CO,OPEN,,,139.03,NNW,,08,8199,39.72940063,-104.83200073,448.275,443.275,156.7,,,,,Arapahoe,,On-Air,,,,,,2013-01-05,W0BG,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,77,W9SL,Aurora,CO,OPEN,,,139.03,NNW,,08,8743,39.72940063,-104.83200073,449.95,444.95,77,77,,,,Arapahoe,,On-Air,Primarily to the North along I-25 corridor,,,,,2019-08-23,W9SL Owner,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.825,-5,,WN7ANT,Aurora,CO,OPEN,W,Y,139.03,NNW,,08,16032,39.72940063,-104.83200073,448.825,443.825,,,yes,Open ↑ / Open ↓,30584,Arapahoe,,On-Air,,,,,,2017-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.39,-0.6,100,KF5PFO,"Red River, Molycorp",NM,OPEN,,,140.29,SW,,35,137,36.69300079,-105.51399994,145.39,144.79,100,,,,,Taos,DM76FQ,On-Air,Wide area.,,"E-power, linked.",,,2017-09-01,Taos ARC,,,,,Taos Amateur Radio Club,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,77,N0KM,Center,CO,OPEN,A,,140.82,W,,08,14200,37.7531,-106.109,146.64,146.04,77,77,,,,Rio Grande,,On-Air,Low level local coverage,,,,,2016-12-25,,,,,,,,,28781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,141.3,WE0FUN,"Denver, Green Valley Ranch",CO,OPEN,EA,,140.94,NNW,Node Offline,08,9765,39.79669952,-104.7480011,448.15,443.15,141.3,141.3,,,,Denver,DM79pt,On-Air,Small coverage of the East Denver area SW of DIA. Repeater Coverage Map,,E-power (batt). 2 meter and 70cm channel steerable remote bases.,,Can be linked to various local repeater systems via the remote base(s). Echolink connects restricted. Email me to be added to the authorized list. The system may be occupied in the Southern Colorado area for a formal net or ARES activity.,2019-08-22,K0GUR,Full-time to the The Fun Machine System .,24340,,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. RGARC Net: Wed at 19:00.,k0jsc.com,CCARC,,29436,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,77,N0KM,Center,CO,OPEN,,,141.17,W,,08,16645,37.75,-106.115,447.1,442.1,77,,,,,Saguache,,On-Air,,,,,,2017-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,67,NM5ML,"Taos, Ski Valley",NM,OPEN,,,141.8,SW,,35,11288,36.59780121,-105.44499969,147.14,147.74,67,,,,,Taos,,On-Air,,TaosARC,11,,,2017-07-25,,Full-time to the Mega-Link System .,,,,http://www.taosarc.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,88.5,N5DFQ,Guymon,OK,OPEN,,,142.2,SE,,40,4419,36.6758,-101.547,444.975,449.975,88.5,,,,,Texas,,On-Air,30,,Linked.,,,2014-07-07,DBARC,,,,,http://caprockintertie.org/,ORSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.9,-20,CSQ,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,,142.37,NW,,08,103,39.5211,-105.305,1287.9,1267.9,CSQ,,,,,Jefferson,,Off-Air,Fort Collins to Colorado Springs.,,,,,2017-10-07,Colorado Repeater Association (CRA),,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,123,N5TSV,"Taos, Wheeler Peak",NM,OPEN,,,142.6,SW,,35,183,36.55670166,-105.41600037,444.975,449.975,123,,,,,Taos,DM76HN,On-Air,,,,,,2017-02-13,N5TSV,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,,143.02,NW,,08,7,39.4056,-105.473,146.895,146.295,100,100,,,,Park,,On-Air,285,,25,,,2017-07-05,AB0RR,"Full-time internet linked to 448.57500 (WZ0N) at Hartsel, CO .",,,Wed at 19:30.,Park County Radio Club (PCRC),CCARC,,45835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9375,-25.9,,KI0HC,"Indian Hills, Chief Mtn",CO,OPEN,,,143.18,NW,,08,17457,39.6,-105.21,927.9375,902.025,,,,,,Jefferson,,On-Air,"Wide area,Denver,Colorado Springs, Pueblo, Loveland. I70 East of Denver to Genoa and I25 North to Loveland &amp; South to Aguilar. I76 East to Atwood",,linked to Centennial Cone 927.8375 &amp; Almagre 927.7250,,,2018-12-23,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,141.3,WA0OQA,Scott City,KS,OPEN,A,Y,143.43,E,,20,3940,38.4846,-100.979,146.7,146.1,141.3,141.3,yes,Open ↑ / Open ↓,,Scott,DM98,On-Air,"Scott, Finney and Kearny counties",,E-power.,Yes; analog capable.,Comet GP-6 @ 125'.,2018-09-16,Sand Hills ARC,"Full-time to 146.91000 (WA0OQA) at Garden City, KS .",,,Tue at 20:30.,,Kansas Repeater Council,,48589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.575,-5,103.5,WZ0N,Hartsel,CO,OPEN,,,143.43,WNW,,08,9840,38.88330078,-105.93299866,448.575,443.575,103.5,103.5,,,,Park,DM78AV,Off-Air,Western Park County,,,,,2017-11-22,,"Full-time internet linked to 146.89500 (AB0PC) at Bailey, Dick Mountain, CO .",,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,,143.79,NNW,,08,8196,39.73759842,-104.98500061,447.925,442.925,100,100,,,,Denver,,On-Air,,,,,,2014-07-03,RADOPS El Jebel Shriners,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,88.5,N0ARA,"Critchell, Critchell Mountain",CO,OPEN,,,143.79,NW,,08,59,39.5148,-105.353,147.12,147.72,88.5,88.5,,,,Jefferson,,On-Air,Denver metro and east.,,E-power.,,,2016-01-17,Aurora Repeater Association,,,,,http://www.n0ara.org,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,,,143.79,NNW,,08,8195,39.73759842,-104.98500061,447.9,442.9,CSQ,,,,,Denver,,Off-Air,,,,,,2017-03-11,WB0TPT,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,136.5,WR0AEN,Denver,CO,OPEN,,S,143.79,NNW,,08,8212,39.73759842,-104.98500061,449.65,444.65,,,,,,Denver,,On-Air,,,,,,2012-11-16,Colorado Amateur Repeater Network (CARN),,,,,,CCARC,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,I,S,143.79,NNW,,08,8213,39.73759842,-104.98500061,449.675,444.675,,,,,,Denver,,On-Air,,,,,,2012-11-16,Colorado Amateur Repeater Network (CARN),,,7708,,,CCARC,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,,,143.85,NNW,,08,75,39.73920059,-104.98400116,145.475,144.875,100,,,,,Jefferson,,On-Air,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",,E-power.,,,2015-05-22,Intermountain Repeater Group,,,,,Intermountain Repeater Group,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,,143.85,NNW,,08,79,39.73920059,-104.98400116,146.715,146.115,123,123,,,,Denver,,On-Air,,,E-power.,,,2017-04-09,EARS,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,,143.85,NNW,,08,91,39.73920059,-104.98400116,448.075,443.075,123,,,,,Denver,,On-Air,,,,,,2017-03-11,W0IG,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,,,143.85,NNW,,08,93,39.73920059,-104.98400116,448.55,443.55,82.5,,,,,Denver,,Off-Air,,,E-power.,,,2017-03-11,HPRA,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,94.8,K0SLV,Monte Vista,CO,OPEN,,,143.92,W,,08,18580,37.58418274,-106.13030243,449.625,444.625,94.8,,,,,Rio Grande,,On-Air,,,Emergency Power,,,2020-03-11,S.A.R.A.,,,,,http://K0SLV.COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,88.5,N5DFQ,Guymon,OK,OPEN,,,144.67,SE,,40,4418,36.68280029,-101.48200226,147.15,147.75,88.5,,,,,Texas,,On-Air,,,"Linked, WX.",,,2014-01-27,DBARC,Full-time to the Caprock Intertie System .,,,,http://caprockintertie.org/,ORSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,,144.87,NNW,ON - IDLE,08,12216,39.75519943,-104.98699951,447.175,442.175,100,100,,,,Denver,DM79MS,On-Air,,,,,,2015-05-15,W0JRL,,201712,,,,CCARC,,29997,,,,,,,,,,,Standard AllStar Link access commands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,100,N5LEM,"Angel Fire, Agua Fria Peak",NM,OPEN,,,144.98,SW,,35,41,36.36000061,-105.20999908,147.34,147.94,100,,,,,Colfax,DM76JI,On-Air,Wide area.,,E-power.,,,2017-08-27,Taos ARC,,,,,Taos Amateur Radio Club,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,145.46,NW,,08,85,39.68220139,-105.14299774,147.33,147.93,100,,,,,Jefferson,,On-Air,Metro Denver and the foothills.,,E-power.,,Not recommeded to use tone squelch on this repeater.,2017-03-31,Denver Radio Club,,,,SATERN: Thu at 19:30.,DRC Repeaters,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,145.46,NW,,08,267,39.68220139,-105.14299774,224.38,222.78,100,100,,,,Jefferson,,On-Air,,,,,,2017-03-11,Denver Radio Club,,,,,DRC Repeaters,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,CSQ,W0TX,"Lakewood, Green Mtn",CO,OPEN,,Y,145.46,NW,,08,8215,39.68220139,-105.14299774,449.775,444.775,,,yes,Open ↑ / Open ↓,,Jefferson,DM79KQ,On-Air,Metro Denver,,Yaesu Digital Only,,"YSF digital only, no analog FM",2019-09-06,Denver Radio Club,,,,,Denver Radio Club,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,141.3,WA0OQA,Garden City,KS,OPEN,A,,145.48,ESE,,20,3959,37.9717,-100.873,146.91,146.31,141.3,141.3,,,,Finney,,On-Air,"Finney, Scott and Kearney counties.",,E-power.,,Linked full time to Scott City 146.700 and Lakin 146.985 repeaters.,2018-09-16,Sand Hills ARC,"Full-time to 146.70000 (WA0OQA) at Scott City, KS .",,,Tue at 20:30.,,Kansas Repeater Council,,48588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC,N0SZ,"Fairplay, Badger",CO,OPEN,,D,145.59,WNW,,08,12698,39.0469,-105.87,446.7625,441.7625,,,,,,Park,,On-Air,,RMHAM,,,,2017-03-11,K7PFJ,,,,,,,,,,yes,0,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Central Regional 2 720 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,,146.07,NW,,08,8204,39.70460129,-105.1230011,448.75,443.75,100,100,,,,Jefferson,DM79KQ,Off-Air,Local.,N0ELY,E-power.,,,2019-08-23,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.95,5,100,W0MI,"Scott City, K-Link",KS,OPEN,,,146.27,E,,20,6463,38.48089981,-100.9240036,444.95,449.95,100,100,,,,Scott,DM98ML,Off-Air,Click for coverage map. 35 mi radius.,,Internet Linked to K-Link Repeater Network.,,,2019-07-27,SHARC,Full-time internet linked to the K-Link System .,,,,http://ks0lnk.net,Kansas Repeater Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,,146.94,NW,,08,5805,39.71620178,-105.12999725,447.825,442.825,D073,,,,,Jefferson,DM79KR,On-Air,,,,,Now operating in Narrow Band mode with Digital Code Squelch. Please reset your programing to use: 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).,2017-03-11,Denver Radio Club,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.17,-0.5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,,147.4,NW,,08,10514,39.67340088,-105.21800232,53.17,52.67,107.2,,,,,Jefferson,,On-Air,"I-70,I-76,I-25,I-225",N6LXX,,,,2019-03-25,N6LXX,Full-time to the N6LXX System .,,,,,CCARC,,29883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,,147.4,NW,,08,10513,39.67340088,-105.21800232,447.875,442.875,107.2,107.2,,,,Jefferson,,On-Air,"I-70,I-76,I-25,I-225",N6LXX,,,,2017-03-09,N6LXX,Full-time to the N6LXX System .,,,,,CCARC,,29913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,147.6,NW,,08,105,39.70080185,-105.1780014,53.09,51.39,107.2,,,,,Jefferson,DM79JQ,On-Air,Metro Denver area.,,E-power.,,,2017-03-11,Denver Radio Club,,,,,DRC Repeaters,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.34,-0.6,103.5,KE4GUQ,Evergreen,CO,OPEN,I,,148.6,NW,,08,73,39.6333,-105.317,145.34,144.74,103.5,127.3,,,,Jefferson,,On-Air,Wide area.,,E-power.,,,2019-08-15,Rocky Mtn Radio League,,,3350,,Repeater,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,CC,N0SZ,"Evergreen, Squaw Mountain",CO,OPEN,,D,148.6,NW,,08,10932,39.6333,-105.317,145.175,144.575,,,,,,Clear Creek,,On-Air,,,700,,Voice ID is required for data/GPS/text on TG 705,2018-11-25,Rocky Mountain Ham Radio,,,,,Rocky Mountain Ham Radio,CCARC,,,,yes,7,310810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,I,,148.65,NW,,08,9775,39.75049973,-105.1230011,147.21,147.81,100,100,,,,Jefferson,DM79KS,On-Air,,,,Yes; analog capable.,,2020-01-23,Denver Water Amateur Radio Club,,,3241,,http://www.dwarc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.35,-5,225.7,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,Y,148.65,NW,,08,17349,39.75059891,-105.1230011,448.35,443.35,,,yes,Open ↑ / Open ↓,,Jefferson,,On-Air,Denver Metro and surrounding,,,,,2018-10-02,Denver Water Amateur Radio Club (DWARC),,,,,http://www.DWARC.com,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.5,5,141.3,K0ECT,"Garden City, Tennis",KS,OPEN,I,,149.71,ESE,,20,4046,38.164,-100.801,442.5,447.5,141.3,141.3,,,,Finney,,On-Air,,,E-power.,,,2018-07-12,SKECT,Full-time to the SKECT System .,,3885,,http://skect.org/default.aspx,Kansas Repeater Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.4,5,100,N7JNI,Wagon Mound,NM,OPEN,,,150.85,SSW,,35,181,36.00889969,-104.70600128,444.4,449.4,100,,,,,Mora,,Off-Air,,,,,,2017-10-24,Mora ARC,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC,WA2YZT,"Golden, Lookout",CO,OPEN,,D,150.98,NW,,08,3753,39.73049927,-105.23200226,446.8375,441.8375,,,,,,Jefferson,DM79JR,On-Air,,,200,,See website for more info on CC/TS/TG programming. www.rmham.org,2019-11-27,WA2YZT,Full-time to the Colorado TRBO System .,,,,,CCARC,,,,yes,7,310802,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,151.01,NW,,08,3739,39.73049927,-105.23300171,145.25,144.65,,,,,,Jefferson,DM79JR,On-Air,,,,,,2014-01-03,Colorado D-Star,,,,,Colorado D-Star,CCARC,,,,,,,,,,,,,,,,,,,yes,W0CDS (C) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,151.01,NW,,08,2769,39.73049927,-105.23300171,446.9625,441.9625,,,,,,Jefferson,DM79JR,On-Air,,,,,,2017-03-11,Colorado D-Star,,,,,Colorado D-Star,CCARC,,,,,,,,,,,,,,,,,,,yes,W0CDS (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,151.01,NW,,08,3751,39.73049927,-105.23300171,1283.9625,1263.9625,,,,,,Jefferson,DM79JR,On-Air,,,,,,2014-01-03,Colorado D-Star,,,,,Colorado D-Star,CCARC,,,,,,,,,,,,,,,,,,,yes,W0CDS (A) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,151.01,NW,,08,8222,39.73049927,-105.23300171,1299.9,1299.9,,,,,,Jefferson,,On-Air,,,,,,2014-01-03,Colorado D-Star,,,,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,yes,W0CDS (A) DVAP 24/7,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,CC,N0SZ,"Golden, Lookout Mountain",CO,OPEN,,D,151.02,NW,,08,10939,39.73070145,-105.23300171,145.37,144.77,,,,,,Jefferson,DM79JR,On-Air,,,700,,See the website for programming information. Voice ID is required for data/GPS/text on TG 705,2019-11-27,Rocky Mountain Ham Radio,,,,,Rocky Mountain Ham Radio,CCARC,,,,yes,7,310808,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,,151.04,NNW,ON - IDLE,08,8208,39.83670044,-105.03700256,449.3,444.3,100,,,,,Adams,,On-Air,,,,,,2017-04-24,N1UPS,,43699,3699,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.975,-25.9,67,W0SKY,"Golden, Lookout Mountain",CO,OPEN,A,,151.29,NW,,08,18156,39.7333,-105.237,927.975,902.0375,67,67,,,,Jefferson,,On-Air,"Denver, Golden",,AllStar,,,2019-10-05,,,,,,http://www.w0sky.com,,,,,,,,,,,,,,Standard AllStar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,KE0VH,"Golden, Lookout Mountain",CO,OPEN,,Y,151.34,NW,,08,139,39.733,-105.239,449.625,444.625,141.3,141.3,yes,Open ↑ / Open ↓,,Jefferson,,On-Air,,,E-power,Yes; analog capable.,,2019-06-19,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.175,-5,CC,W0FT,Akron,CO,OPEN,,D,151.36,N,,08,16784,40.16049957,-103.21399689,448.175,443.175,,,,,,Morgan,,On-Air,,Rocky Mountain Ham Radio,,,,2019-11-27,W0FT,,,,,http://www.rmham.org/,CCARC,,,,yes,7,310833,RMHAM c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.6,88.5,KB0VJJ,Akron,CO,OPEN,,,151.37,N,,08,2,40.16059875,-103.21399689,145.4,144.8,88.5,123,,,,Washington,,On-Air,Northeastern plains of Colorado.,,,,Part of the Colorado Connection system of repeaters,2018-11-02,Colorado Connection,Full-time to the Colorado Connection System .,,,Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,,152,NW,,08,143,39.75559998,-105.22100067,448.125,443.125,107.2,,,,,Jefferson,,On-Air,,,,,,2014-04-28,Denver PD EEB,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,,152,NW,,08,7170,39.75550079,-105.22100067,927.7875,902.7875,156.7,,,,,Jefferson,,On-Air,Golden and Denver.,,,,,2017-12-24,N0PYY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,,152,NW,,08,137,39.75559998,-105.22100067,448.975,443.975,123,,,,,Jefferson,,On-Air,Wide area.,,Linkable VHF/UHF Remote Base,,,2019-09-06,FRG,,,,,,CCARC,,42845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.3,5,141.3,K0ECT,Elkader,KS,OPEN,,,152.44,E,,20,4100,38.78499985,-100.92099762,444.3,449.3,141.3,141.3,,,,Logan,DM98MS,On-Air,,,E-power.,,,2018-07-12,SKECT,Full-time to the SKECT System .,,,,http://skect.org/default.aspx,Kansas Repeater Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.745,-0.6,100,W0LSD,Nathrop,CO,OPEN,,,152.45,WNW,,08,184,38.7129,-106.2,146.745,146.145,100,,,,,Chaffee,,On-Air,,,E-power.,,,2019-07-21,CLARA,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
