Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,YSF Digital Enabled,DG-ID,WIRES-X,County,Grid,Op Status,Coverage,Affiliate,Features,Mixed-Mode,Notes,Last update,Sponsor,Links,EchoLink,IRLP,Nets,Web links,Coordination,Bandwidth,AllStar,Feed,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,On-air,Commands,Local/Cluster,Central Regional,Colorado,REACT,CO-Park County,D-STAR Enabled,Node,Sources,TAC 310,TAC 311,Colorado Chat,Eastern Colorado,P-25 Digital Enabled,NAC,Default Reflector,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Location Photo,Devilshead Local,Local Network,Northern Colorado Regional,Talkgroup Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide,North America,English,DCI Bridge,Texas,COMM 1,Texas/Oklahoma Regional USA,N. Colorado,Mountain Reg USA,Worldwide English
53.13,-1.7,107.2,WA6IFI,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,88.64,NW,,08,8158,38.74499893,-104.86199951,53.13,51.43,107.2,107.2,,,,El Paso,DM78NR,On-Air,,,,,,2017-03-09,Cheyenne Mountain Repeater Group (CMRG),,,,,http://www.cmrg.org,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,103.5,KE0AE,Genoa,CO,OPEN,A,,88.76,N,,08,128,39.26879883,-103.48799896,147.06,147.66,103.5,,,,,Lincoln,DM89GG,On-Air,"I-70, US-71, US-287, US-40, US-24",,"APRS repeater / weather station, remote base, e-power (solar - completely off the electrical grid).",,,2019-07-21,BSARC,,,,Big Sandy Net: Tues 19:00,http://www.bigsandyradio.com/,CCARC,,42740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,I,,89.11,NW,,08,47,38.73720169,-104.87999725,147.345,147.945,107.2,107.2,,,,El Paso,DM78NR,On-Air,Wide area.,,"Closed autopatch, e-power.",,,2018-01-15,,"Full-time to 927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO . Full-time to the Cheyenne Mtn Repeater Group System .",,3854,,http://www.cmrg.org/,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,107.2,W0CRA,"Colorado Springs, Cheyenne Mountain",CO,OPEN,EI,,89.11,NW,ON - IDLE,08,38,38.73720169,-104.87999725,145.16,144.56,107.2,107.2,,,,El Paso,,On-Air,"Wide area: Colorado Springs, Pueblo, and other areas of southeast and south central Colorado.",CRA VHF Link System,"Closed autopatch, e-power.",,Switch to this repeater at mile marker 170 on I-25.,2017-11-13,Colorado Repeater Association,"Full-time to 145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO . Full-time to 147.22500 (W0CRA) at Larkspur, Westcreek, CO .",347086,3990,,http://www.w0cra.org/info/cosprgs.html#145160,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,89.15,NW,,08,41,38.73720169,-104.8809967,146.76,146.16,107.2,107.2,,,,El Paso,DM78NR,On-Air,,,"Closed autopatch, e-power.",,,2018-01-15,Cheyenne Mountain Repeater Group,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,89.15,NW,,08,269,38.73720169,-104.8809967,448,443,107.2,,,,,El Paso,DM78NR,On-Air,,,,,,2018-01-15,,,,,,CMRG Repeaters,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,89.15,NW,,08,53,38.73720169,-104.8809967,448.1,443.1,107.2,107.2,,,,El Paso,DM78NR,On-Air,Wide area.,,"Closed autopatch, e-power.",,,2018-01-15,,"Full-time to 927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,CMRG Repeaters,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC,K0RTS,"Genoa, Limon",CO,OPEN,,D,89.4,N,,08,13581,39.27830124,-103.5,446.7375,441.7375,,,,,,Lincoln,,On-Air,"I-70 H-40 H-287 Arriba, Genoa, Hugo, Limon 50 mile radius",RMHam,,,Colorado on TG700 Slot 1 Denver on TG720 Slot 2,2019-11-27,K0RTS KC0VJD,,,,,,CCARC,,,,yes,8,310829,RMHAM c Record retrieved from radioid.net,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Central Regional 2 720 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,88.5,ND0Q,"Walsenburg, Deer Peak",CO,OPEN,,,89.42,W,,08,245,38.04109955,-105.18499756,224.32,222.72,88.5,,,,,Custer,DM78JA,Off-Air,,,11,,,2016-07-14,Pueblo Ham Club,,,,,PHC repeaters,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,88.5,W0PHC,Pueblo,CO,OPEN,,,89.42,W,,08,197,38.04109955,-105.18499756,447.175,442.175,88.5,,,,,Pueblo,DM78JA,Off-Air,Wide area: Southeast Colorado.,,11,,,2019-12-10,Pueblo Amateur Radio Club,,,,,http://www.puebloradio.org/,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,100,NM5ML,"Raton, Sierra Grande",NM,OPEN,,,89.43,SSW,,35,136,36.90330124,-104.43900299,147.28,147.88,100,,,,,Colfax,,On-Air,Wide area.,,8,,,2018-01-07,,Full-time to the Mega-Link System .,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.725,-5,123,KA0TTF,"Colorado Springs, Fillmore Hill",CO,OPEN,,,89.56,NW,,08,56,38.77999878,-104.84999847,448.725,443.725,123,,,,,El Paso,,On-Air,,,,,,2016-04-19,KA0TTF,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,AA0L,Colorado Springs,CO,OPEN,,,90.07,NW,,08,8176,38.83969879,-104.80000305,147.135,147.735,100,,,,,El Paso,DM78OU,On-Air,,,6,,,2016-04-08,AA0L,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,,,Colorado Springs,CO,CLOSED,,,90.67,NW,,08,8211,38.83390045,-104.82099915,449.575,444.575,,,,,,El Paso,,On-Air,,,,,,2016-08-10,RMHARC,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,AA0L,Colorado Springs,CO,OPEN,,,90.67,NW,,08,8200,38.83390045,-104.82099915,448.3,443.3,100,,,,,El Paso,,On-Air,,,,,,2016-08-10,AA0L,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,151.4,K0IRP,Colorado Springs,CO,OPEN,,,90.67,NW,,08,50,38.83390045,-104.82099915,447.35,442.35,151.4,,,,,El Paso,,On-Air,,,E-power.,,,2015-03-04,GGARC,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.06,-1.6,,KB0SRJ,Colorado Springs,CO,CLOSED,,,90.67,NW,,08,8182,38.83390045,-104.82099915,224.06,222.46,,,,,,El Paso,,,Wide area.,,"E-power, linked.",,,2012-11-12,Pikes Peak FM Association (PPFMA),,,,,,CCARC,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,123,KF0WF,Colorado Springs,CO,OPEN,,,90.67,NW,,08,49,38.83390045,-104.82099915,447.025,442.025,123,,,,,El Paso,,Off-Air,,,"Closed autopatch, e-power, linked, remote base.",,,2016-08-10,Colorado Springs ARA,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.25,-5,123,N0KG,"Colorado Springs, Broadmoor Area",CO,OPEN,,,90.67,NW,,08,8198,38.83390045,-104.82099915,448.25,443.25,123,,,,,El Paso,DM78OU,Off-Air,Colorado Springs,,,,,2018-09-25,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.475,-5,107.2,NX0G,Colorado Springs,CO,OPEN,,,90.67,NW,,08,51,38.83390045,-104.82099915,447.475,442.475,107.2,,,,,El Paso,,On-Air,,,"Closed autopatch, e-power.",,,2019-11-07,Mountain ARC (MARC),"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,,MARC/PCRC: Tue at 1930.,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,114.8,W0MOG,Colorado Springs,CO,OPEN,,,90.67,NW,,08,55,38.83390045,-104.82099915,448.6,443.6,114.8,,,,,El Paso,,,,,,,,2012-11-10,W0MOG,"Full-time to 927.80000 (W0MOG) at Colorado Springs, CO .",,,,,CCARC,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8,-25,D116,W0MOG,Colorado Springs,CO,OPEN,,,90.67,NW,,08,3537,38.83390045,-104.82099915,927.8,902.8,D116,,,,,Teller,,On-Air,,,6,,,2012-11-10,,"Full-time to 448.60000 (W0MOG) at Colorado Springs, CO .",,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.55,-5,123,WA6IFI,Colorado Springs,CO,OPEN,,,90.67,NW,,08,8191,38.83390045,-104.82099915,447.55,442.55,123,,,,,El Paso,,On-Air,,,,,,2015-11-13,WA6IFI,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,107.2,WA0DE,Simla,CO,OPEN,,,90.72,NNW,,08,12167,39.22669983,-104.08999634,147.105,147.705,107.2,107.2,,,,Elbert,DM79WF,On-Air,"I-70, E. Arapahoe, Elbert, Lincoln Counties 40 mi radius.",Colorado Repeater Association,Linked to CRA 448.425 - WestCreek,,,2020-02-11,ARES of Douglas and Elbert Counties,"Full-time to 448.42500 (W0CRA) at Larkspur, Westcreek, CO .",,,,http://www.w0cra.org/,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,,,Colorado Springs,CO,OPEN,,,90.86,NW,,08,46,38.83810043,-104.82099915,147.27,147.87,,,,,,El Paso,,On-Air,,,E-power.,,,2016-08-10,TRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,151.4,K0IRP,Colorado Springs,CO,OPEN,,,90.86,NW,,08,43,38.83810043,-104.82099915,146.91,146.31,151.4,151.4,,,,El Paso,,On-Air,,,E-power.,,,2016-08-10,GGARC,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,103.5,W0MOG,Colorado Springs,CO,OPEN,,,90.86,NW,,08,48,38.83810043,-104.82099915,147.39,147.99,103.5,,,,,El Paso,,On-Air,,,,,,2016-08-10,W0MOG,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,100,N0ZSN,"La Veta, Cordova Pass",CO,OPEN,EIA,,92.39,WSW,ON - IDLE,08,13485,37.34069824,-105.02400208,449.75,444.75,100,100,,,,Las Animas,,On-Air,,The Fun Machine,,,,2015-07-27,N0ZSN,Full-time to the The Fun Machine System .,363976,7301,,The Fun Machine,CCARC,,28368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.72,-1.6,103.5,W0MOG,Colorado springs,CO,OPEN,,,92.83,NW,,08,15989,38.90000153,-104.80000305,224.72,223.12,103.5,103.5,,,,El Paso,,On-Air,Local,,,,,2017-04-07,w0mog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,,93.06,NW,ON - IDLE,08,13294,39.04370117,-104.60800171,447.625,442.625,100,100,,,,El Paso,,On-Air,,The Fun Machine,Linked.,,,2015-06-02,KD0MDP,Full-time to the The Fun Machine System .,363976,7301,,,,,28299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,CC,N0SZ,"Colorado Springs, Almagre Mountain",CO,OPEN,,D,95.48,NW,,08,17250,38.77199936,-104.99299622,145.235,144.635,,,,,,El Paso,DM78MS,On-Air,Wide area,,,,Voice ID is required for data/GPS/text on TG 705,2019-11-27,RMHAM,,,,,Rocky Mountain Ham Radio,CCARC,,,,yes,7,310824,c Record retrieved from radioid.net,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Eastern Colorado 2 705 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,AA0SP,"Colorado Springs, Almagre Mountain",CO,PRIVATE,,,95.5,NW,,08,8178,38.77249908,-104.99299622,147.18,147.78,100,,,,,El Paso,DM78MS,On-Air,"Located on South Almagre Mountain at 12,367 feet, it provides excellent coverage of nearly all of El Paso County and points east, along with coverage extending south past Pueblo. Locations very close in to the Front Range, or in the shadow of Cheyenne Mountain are not covered well. Since this peak is shorter than Pikes Peak its coverage to the north is not as good as Pikes Peak, although there are points northeast of Colorado Springs where there is coverage.",,E-power (solar).,,This repeater is available for public service oriented communications with prior coordination. Contact Mike Proctor KB0IAP to coordinate its use.,2017-03-09,AA0SP,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.95,-5,CC,K7PFJ,"Colorado Springs, Almagre Mountain",CO,OPEN,,D,95.51,NW,,08,5220,38.77259827,-104.99299622,446.95,441.95,,,,,,Teller,,On-Air,Monument Hill through Pueblo.,RMHAM,,,,2019-11-27,Rocky Mountain Ham Radio,"Full-time to 446.98750 (N0SZ) at Boulder, Lee Hill, CO .",,,,,,,,,yes,7,310816,RMHR c Record retrieved from radioid.net,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.725,-25.7,D114,WA6IFI,"Colorado Springs, Almagre Mountain",CO,OPEN,,,95.51,NW,,08,58,38.77259827,-104.99299622,927.725,902.025,,,,,,Teller,,On-Air,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. 50 mi radius. Repeater Coverage Map",,12,,,2020-01-01,WA6IFI,Full-time to the The 900 P25 Network System .,,,,Yahoo Group,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,,,Black Forest,CO,OPEN,,SY,96.5,NW,,08,17551,39.04850006,-104.7009964,448.95,443.95,,,yes,Open ↑ / Open ↓,,El Paso,,,This repeater covers most of Black Forest and various areas of Monument and Colorado Springs,K0JSC,e-power,,,2019-01-08,N0PKT,,,,Primarily on NXDN: All Nets carried on the K0JSC.COM Fun Machine system,http://www.k0jsc.com,,,,,,,,,,,,,Unknown,,,,,,,yes,(B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,yes,1,6.25,yes,,,,,,,,,,,,,,,,,,,,
447.975,-5,100,K0JSC,"Canon City, Colorado",CO,OPEN,EIA,,96.67,WNW,ON - IDLE,08,7185,38.43009949,-105.23200226,447.975,442.975,100,100,,,,Fremont,,On-Air,Canon City area. Repeater Coverage Map,,Autopatch.,,,2017-03-11,K0JSC,Full-time to the The Fun Machine System .,363976,7301,Region 2 District 2 ARES Net: Tue at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00. Region 5 District 1 ARES Net: Wed at 19:30. APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00.,http://www.k0jsc.com,CCARC,,28368,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,123,K0UPS,Cedar Point,CO,OPEN,EI,,96.72,N,ON - IDLE,08,9583,39.37030029,-103.8010025,449.25,444.25,123,123,,,,Elbert,DM89CI,On-Air,"I-70 Limon, Co area.",,Full duplex node.,,"K0UPS Buster Brown Radio Club. North West of Limon, Colorado.",2014-09-02,K0UPS Club c/o N1UPS,,3349,3349,,,CCARC,,,,,,,,,,,,,** [StarStar] Prefix for Echolink Node.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,,KB0CKE,Syracuse,KS,OPEN,,,97.54,ESE,,20,3947,37.98059845,-101.75299835,146.775,146.175,,,,,,Hamilton,,On-Air,Local. 20 mi radius.,,,,,2019-03-31,KB0CKE,,,,,,Kansas Repeater Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,141.3,K0ECT,Syracuse,KS,OPEN,,,97.86,ESE,,20,4086,38.17499924,-101.76100159,444,449,141.3,141.3,,,,Hamilton,DM98CE,On-Air,,,E-power.,,,2018-07-12,SKECT,Full-time to the SKECT System .,,,,http://skect.org/default.aspx,Kansas Repeater Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,100,KB0SRJ,"Colorado Springs, ~2 mi ENE USAFA North Gate",CO,OPEN,,,99.1,NW,,08,57,39.03020096,-104.7990036,448.8,443.8,100,,,,,El Paso,DM79OA,On-Air,I-25 corridor from Baptist Rd south to Fort Carson,,,,,2019-09-24,Pikes Peak FM Association (http://PPFMA.ORG),,,,,PPFMA Repeaters,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,,99.96,WNW,,08,278,38.45389938,-105.28600311,927.7,902.7,D114,,,,,Fremont,,On-Air,,,,,,2017-03-11,Royal Gorge ARC,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC,K0JSC,"Canon City, Fremont Peak",CO,OPEN,,D,100.17,WNW,,08,7184,38.4542,-105.29,446.7375,441.7375,,,,,,Fremont,DM78ii,On-Air,Fremont county and state wide on Talk Slot 2. 40 mi radius. Repeater Coverage Map,Rocky Mountain Ham Radio,IPSC Link to the Colorado network on Talk Slot 2.,,Talk Slot 2 linked to the RMHAM trbo system/Talk Slot 1 Local.,2017-03-11,,Full-time to the Colorado TRBO System .,,,,http://www.k0jsc.com,CCARC,,,,yes,7,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,
447.25,-5,100,K0JSC,"Canon City, Fremont Peak",CO,OPEN,EIA,,100.17,WNW,ON - IDLE,08,8879,38.4542,-105.29,447.25,442.25,100,100,,,,Fremont,DM78ik,On-Air,Wide from Custer County to Park County and Chaffee County to Pueblo County. Repeater Coverage Map,,,,,2013-01-27,,Full-time to the The Fun Machine System .,363976,7301,Region 2 District 2 ARES Net: Tue at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00. Region 5 District 1 ARES Net: Wed at 19:30. APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00.,K0JSC dot Com,CCARC,,28368,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,
53.03,-1.7,88.5,WB0WDF,"Canon City, Fremont Peak",CO,OPEN,,,100.17,WNW,,08,29,38.4542,-105.29,53.03,51.33,88.5,88.5,,,,Fremont,,On-Air,,RGARC,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",,Split site Fremont peak transmitter and 8 mile mountain reciever.,2012-07-10,WB0WDF,,,,,Http://www.qsl.net/rghc,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,,100.17,WNW,,08,30,38.4542,-105.29,145.49,144.89,103.5,103.5,,,,Fremont,DM78ik,On-Air,,Colorado ARES Region 5 District 1,E-power (Bat),,,2017-03-11,Royal Gorge Amateur Radio Club,,,,RGARC Net: Wed at 19:00. ARES Net: Wed at 19:30.,Royal Gorge Amateur Radio Club,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,,100.17,WNW,,08,31,38.4542,-105.29,223.96,222.36,103.5,103.5,,,,Fremont,,On-Air,Wide area. Repeater Coverage Map,,"E-power (Bat), Remote Base",,,2017-10-04,RGARC,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,,100.17,WNW,,08,32,38.4542,-105.29,447.75,442.75,103.5,103.5,,,,Fremont,,On-Air,,,E-power (Bat),,,2017-03-11,RGARC,,,3081,,Royal Gorge Amateur Radio Club,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,
146.97,-0.6,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,,100.25,NW,,08,44,38.84000015,-105.04000092,146.97,146.37,100,,,,,El Paso,DM78LU,On-Air,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",,e-power.,,,2019-11-11,Pikes Peak FM Assoc,"Linkable to 448.45000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,,listed on http://ppfma.org,PPFMA Repeaters,CCARC,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.45,-5,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,,100.25,NW,,08,54,38.84000015,-105.04000092,448.45,443.45,100,,,,,El Paso,DM78LU,On-Air,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",,E-power.,,,2019-03-07,Pikes Pk FM Assoc,"Linkable to 146.97000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,,see http://www.ppfma.org,PPFMA Repeaters,CCARC,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.175,5,156.7,K0WPM,Tribune,KS,OPEN,,,102.82,E,,20,15098,38.46969986,-101.75299835,442.175,447.175,156.7,,,,,Greeley,,On-Air,,,,,,2019-05-07,WKARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,107.2,NX0G,Cripple Creek,CO,OPEN,,,102.98,WNW,,08,65,38.7466,-105.178,147.015,147.615,107.2,,,,,Teller,,On-Air,,,E-power.,,,2016-11-17,Mountain ARC,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO .",,,MARC/PCRC: Tue at 19:30.,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,67,WB0WDF,Cripple Creek,CO,OPEN,,,102.98,WNW,,08,64,38.7466011,-105.1780014,145.46,144.86,67,,,,,Teller,,On-Air,,RGARC,"E-power, 100% Solar",,,2012-06-15,WB0WDF,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,67,WB0WDF,Cripple Creek,CO,OPEN,,,102.98,WNW,,08,7203,38.7466,-105.178,224.94,223.34,67,,,,,Teller,,Testing,,,,,,2012-06-18,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.7,-20,67,WB0WDF,Cripple Creek,CO,OPEN,,,102.98,WNW,,08,67,38.7466,-105.178,1287.7,1267.7,67,,,,,Teller,,Testing,,,,,Testing in Canon City,2012-06-18,WB0WDF,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,67,WB0WDF,Cripple Creek,CO,OPEN,,,102.99,WNW,,08,66,38.7467,-105.178,447.4,442.4,67,,,,,Teller,,On-Air,,,"E-power, Solar, Remote Base",,,2012-06-15,WB0WDF,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.35,0.6,88.5,,Boise City,OK,OPEN,,,103.6,SSE,,40,3790,36.7294,-102.513,147.35,147.95,88.5,88.5,,,,Cimarron,,On-Air,"Provides linked coverage to SW KS, OK Panhandle, and the TEXAS panhandle.",,,,,2016-05-03,CAPROCK / DUST BOWL INTERTIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
