ID,StateID,Callsign,Use,Status,SquelchTone,DigitalTone,VOIP,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output,Digital.P25,Digital.DStar,Digital.YSF,Digital.DMR.ColorCode,Digital.DMR.ID,Digital,SquelchTone.Input,SquelchTone.Output,VOIP.AllStar,VOIP.Wires,VOIP.EchoLink.NodeID,VOIP.IRLP.NodeID,VOIP.EchoLink,VOIP.IRLP,VOIP.AllStar.NodeID,Digital.DMR,VOIP.Wires.ID,Digital.YSF.GroupID.Input,Digital.YSF.GroupID.Output,Digital.DStar.Node,Digital.P25.NAC,DigitalTone.Input,DigitalTone.Output
16524,20,KE0PTS,Open,On-Air,,,,38.40359879,-98.72920227,Barton,KS,Great Bend,447.075,442.075,,,,1,312021,,,,,,,,,,,,,,,,,,
3945,20,KI0NN,Open,On-Air,,,,38.406,-98.722,Barton,KS,Great Bend,146.16,146.76,,,,,,,103.5,103.5,,,,,,,,,,,,,,,
17042,35,K5EMO,Open,On-Air,,,,35.1542,-107.854,Cibola,NM,"Grants, 515 West High Street",449.975,444.975,,,,,,,67,67,,,707790,,,,,,,,,,,,
10215,35,KE5FYL,Open,On-Air,,,,35.1473,-107.851,Cibola,NM,Grants,147.78,147.18,,,,,,,,,,,,,,,,,,Open ↑,Open ↓,,,,
15885,35,NM5ML,Open,On-Air,,,,35.1473,-107.851,Cibola,NM,"Grants, La Mosca",449.8,444.8,,,,,,,67,,,,,,,,,,,,,,,,
17003,35,KE5FYL,Open,On-Air,,,,35.1325,-107.889,Cibola,NM,"Grants, Rogers Rock",449.65,444.65,,,,1,313508,,,,,,,,,,,,,,,KE5FYL (B) Repeater,,,
45,35,KC5OUR,Open,On-Air,,,,34.6628,-106.776,Valencia,NM,Belen,146.1,146.7,,,,,,,100,,,,,,,,,,,,,,,,
13539,35,KC5WDV,Open,On-Air,,,,35.90309906,-108.77200317,McKinley,NM,"Gallup, Deza Bluffs",443.2,448.2,,,,,,,100,,,,,,,,,,,,,,,,
89,35,NM5ML,Open,On-Air,,,,35.9031,-108.772,McKinley,NM,"Gallup, Deza Bluffs",147.82,147.22,,,,,,,67,,,,,,,,,,,,,,,,
178,35,WA5EMA,Open,Other,,,,35.1717,-103.724,Quay,NM,Tucumcari,223.38,224.98,,,,,,,,,,,,,,,,,,,,,,,
15643,35,K5DST,Open,On-Air,,,,35.3653,-103.411,Quay,NM,"Logan, Ute Lake",147.94,147.34,,,,,,,131.8,,,,,,,,,,,,,,,,
16750,35,K7LEN,Open,Off-Air,,,,35.68059921,-109.0530014,McKinley,NM,Window Rock,144.69,145.29,,,,,,,123,,,,,,,,,,,,,,,,
17731,35,KD7LEN,Open,Other,,,,35.6806,-109.053,McKinley,NM,Window Rock,447,442,,,,,,,100,,,,,,,,,,,,,,,,
10213,35,NM5EM,Open,On-Air,,,,34.2444,-105.791,Lincoln,NM,"Corona, Gallinas Peak",144.915,145.515,,,,,,,141.3,,,,,,,,,,,,,,,,
100,49,KD7HLL,Open,On-Air,,,,37.26929855,-109.95700073,San Juan,UT,Mexican Hat,444.9,449.9,,,,,,,123,,,,,,,,,,,,,,,,
218,49,W7WAC,Open,On-Air,,,,37.03419876,-110.8690033,San Juan,UT,"Page (AZ), Navajo Mountain",146.36,146.96,,,,,,,100,,,,,,,,,,,,,,,,
11827,49,WA7VHF,Open,On-Air,,,,37.034,-110.869,San Juan,UT,"Page, Navajo Mountain",443.6,448.6,,,,,,,100,,,,,,,,,,,,,,,,
4237,49,K7YI,Open,Off-Air,,,,39.185,-110.605,Carbon,UT,"Price, Cedar Mountain",443.075,448.075,,,,,,,,,,,,,,,,,,,,K7YI (B),,,
18204,4,NR7G,Open,On-Air,,,,34.90999985,-109.33200073,Apache,AZ,"St Johns, Red Sky Ranch",444.625,449.625,,,,,,,136.5,,,,,,,,,,,,,,,,
272,49,WX7Y,Open,Other,,,,39.2096,-111.142,Emery,UT,"Castle Dale, Horn Mountain",442.7,447.7,,,,,,,123,,,,,,,,,,,,,,,,
18470,49,AE7TA,Open,On-Air,,,,39.32099915,-111.09400177,Cache,UT,"Logan, Sedgwick Peak",444.375,449.375,,,,,,,,,,,,,,,,,,,,,,,
11163,49,KF7YIX,Open,On-Air,,,,39.321,-111.094,Washington,UT,"Torquerville, Hurricane Mesa",1279.25,1299.25,,,,,,,,,,,,,,,,,,,,KF7YIX (A) Gateway Repeater,,,
10058,49,K7GX,Open,On-Air,,,,39.61109924,-110.81199646,Carbon,UT,"Price, Wood Hill",147.8,147.2,,,,,,,88.5,,,,64264,3270,,,,,,,,,,,
10061,49,K7GX,Open,Other,,,,39.6111,-110.812,Carbon,UT,"Price, Wood Hill",443.3,448.3,,,,,,,,,,,64264,3270,,,,,,,,,,,
2764,49,W7CEU,Open,Other,,,,39.6119,-110.812,Carbon,UT,"Price, Wood Hill",222.9,224.5,,,,,,,88.5,,,,,,,,,,,,,,,,
2765,49,W7CEU,Open,Other,,,,39.61190033,-110.81199646,Carbon,UT,"Price, Wood Hill",443.3,448.3,,,,,,,88.5,,,,,,,,,,,,,,,,
13123,56,KE7UUJ,Open,On-Air,,,,41.5875,-109.203,Sweetwater,WY,"Rock Springs, Aspen Mountain",146.055,146.655,,,,,,,107.2,107.2,,,865361,,,,,,,Open ↑,Open ↓,,,,
12934,56,KF7OBL,Open,On-Air,,,,41.58750153,-109.20300293,Sweetwater,WY,Rock Springs,147.9,147.3,,,,1,315604,,,,,,,,,,,,,,,,,,
13028,56,KF7OBL,Open,On-Air,,,,41.5875,-109.203,Sweetwater,WY,Rock Springs,443.875,448.875,,,,1,,,123,,,,,,,,,,,,,,,,
11520,56,AD0BN,Open,Testing,,,,41.5011,-109.464,Sweetwater,WY,"Green River, Green River High School",449.775,444.775,,,,12,,,123,123,,,,,,,,,,,,,,,
14977,49,AD7ZW,Open,On-Air,,,,40.3597,-110.284,Duchesne,UT,Altamont,147.88,147.28,,,,,,,107.2,107.2,,,458414,3205,,,,,,,,,,,
14219,56,WY7BV,Open,Off-Air,,,,41.0827,-110.233,Uinta,WY,"Mountain View, Hickey Mtn",145.235,144.635,,,,,,,100,,,,,,,,,,,,,,,,
3623,56,N7HYF,Private,On-Air,,,,42.5761,-108.726,Fremont,WY,"Lander, Limestone Mountain",444.9,449.9,,,,,,,,,,,,,,,,,,,,,,261,261
1,56,N7HYF,Open,On-Air,,,,42.83309937,-108.73000336,Fremont,WY,Lander,52.03,53.03,,,,,,,,,,,,,,,,,,,,,,261,
121,49,KG7DSO,Open,On-Air,,,,40.3549,-110.799,Uintah,UT,"Vernal, Tabby Mountain",147.94,147.34,,,,,,,136.5,,,,,,,,,,,,,,,,
3542,56,W7VNJ,Open,On-Air,,,,42.84859848,-106.30799866,Natrona,WY,Casper,147.88,147.28,,,,,,,,,,,,,,,,,,Open ↑,Open ↓,,,32,
15537,56,KC7MJI,Open,Other,,,,42.8666,-106.313,Natrona,WY,Casper,147.945,147.345,,,,,,,,,,,,,,,,,,,,,,,
15529,56,N7GT,Open,Other,,,,42.86660004,-106.31300354,Natrona,WY,Casper,146.31,146.91,,,,,,,,,,,,,,,,,,,,,,,
8686,56,W7VNJ,Open,Off-Air,,,,42.8666,-106.313,Natrona,WY,Casper,51.98,52.98,,,,,,,141.3,,,,,,,,,,,,,,,,
15489,56,WY7EOC,Closed,On-Air,,,,42.86660004,-106.31300354,Natrona,WY,"Casper, Casper Mountain",444.9875,449.9875,,,,11,315606,,,,,,,,,,,,,,,,,,
235,49,WA7GIE,Open,On-Air,,,,40.7056,-110.883,Duchesne,UT,"Roosevelt, Mirror Lake",147.98,147.38,,,,,,,100,,,,,,,,,,,,,,,,
18385,56,KA0NDS,Open,Other,,,,43.02470016,-108.3809967,Fremont,WY,Riverton,147.34,147.94,,,,1,315614,,,,,,,,,,,,,,,,,,
17302,56,KG7LRK,Open,Off-Air,,,,43.0247,-108.381,Washakie,WY,"Riverton, Griffy site",446.67,147.555,,,,,,,,,,,161145,,,,,,,,,KG7LRK (C) Hot Spot 24/7,,,
13102,56,N7HYF,Open,On-Air,,,,43.025,-108.38,Fremont,WY,"Riverton, Griffy Hill",444.975,449.975,,,,,,,127.3,,,,,,,,,,,,,,,,
17470,56,N7ERH,Open,Other,,,,41.79249954,-110.53700256,,WY,"Kemmerer, Qualey Ridge",444.3,449.3,,,,,,,127.3,,,,,,,,,,,,,,,,
14394,56,KF7EHE,Open,Off-Air,,,,41.7924,-110.538,Lincoln,WY,"Kemmerer, Dempsey Ridge",444.075,449.075,,,,,,,,123,,,,,,,,,,,,,,,
13103,56,N7DMO,Open,On-Air,,,,43.0387,-108.438,Fremont,WY,"Riverton, Griffy Hill",446.67,441.67,,,,,,,,,,,161145,,,,,,,Open ↑,Open ↓,N7DMO (B),,,
18377,56,W7BEQ,Open,Other,,,,43.2358017,-108.11000061,Fremont,WY,Shoshoni,441.825,446.825,,,,11,311109,,,,,,,,,,,,,,,,,,
271,49,WX7Y,Open,Other,,,,39.6567,-111.199,Carbon,UT,"Scofield, Boardinghouse Rdge",223.38,224.98,,,,,,,88.5,,,,,,,,,,,,,,,,
190,49,W7DHH,Open,On-Air,,,,39.3367,-111.451,Sanpete,UT,"Ephraim, Horseshoe",146.06,146.66,,,,,,,100,,,,,3576,,,,,,,,,,,
10229,49,WB7REL,Open,On-Air,,,,39.3367,-111.451,Sanpete,UT,"Indianola, Indianola Peak",146.12,146.72,,,,,,,100,,,,,3576,,,,,,,,,,,
14748,49,KB7BSK,Open,Other,,,,39.1936,-111.692,Sanpete,UT,Sterling,144.55,145.15,,,,,,,,,,,,,,,,,,,,KB7BSK (C),,,
14749,49,KB7BSK,Open,Other,,,,39.1936,-111.692,Utah,UT,Sterling,442.95,447.95,,,,,,,,,,,,,,,,,,,,KB7BSK (B),,,
6704,49,WB7REL,Open,On-Air,,,,39.1942,-111.692,Sanpete,UT,"Starling, Sterling",144.69,145.29,,,,,,,131.8,,,,,,,,,,,,,,,,
257,49,WB7REL,Open,On-Air,,,,39.1942,-111.692,Sanpete,UT,Sterling,442.85,447.85,,,,,,,131.8,,,,,,,,,,,,,,,,
106,49,WB7REL,Open,On-Air,,,,38.5367012,-112.07299805,Sevier,UT,"Monroe, Monroe Peak",146.26,146.86,,,,,,,100,,,,,,,,,,,,,,,,
148,49,N7NKK,Open,On-Air,,,,38.0202,-112.217,Garfield,UT,"Panguitch, Mount Dutton",147.76,147.16,,,,,,,100,,,,,,,,,,,,,,,,
15286,49,N7RVS,Open,Other,,,,39.1552,-111.818,Sanpete,UT,"Gunnison, N7RVS QTH",442.35,447.35,,,,,,,88.5,,,,,,,,,,,,,,,,
11816,49,WA7VHF,Open,On-Air,,,,38.7725,-112.084,Sevier,UT,"Richfield, Monroe Peak",146.24,146.84,,,,,,,100,,,,,,,,,,,,,,,,
6495,49,W6DZL,Open,On-Air,,,,37.4005,-112.3,Garfield,UT,Bryce Canyon,144.75,145.35,,,,,,,123,,,,,,,,,,,,,,,,
1490,48,N5LTZ,Open,On-Air,,,,35.8656,-101.973,Moore,TX,Dumas,449.35,444.35,,,,,,,88.5,,,,,,,,,,,,,,,,
14523,48,KD5ROK,Open,On-Air,,,,35.8654,-101.973,Moore,TX,Dumas,448.0125,443.0125,,,,14,,,,,,,,,,,,,,,,,,,
14414,48,KE5CJ,Open,On-Air,,,,35.827,-101.443,Hutchinson,TX,Stinnett,448.4375,443.4375,,,,14,,,,,,,,,,,,,,,,,,,
13604,48,W5WDR,Open,On-Air,,,,35.82699966,-101.44300079,Hutchinson,TX,Stinnett,449.8,444.8,,,,,,,,,,,,,,,,,21379,Open ↑,Open ↓,,,,
5483,49,N6EZO,Open,On-Air,,,,40.1302,-111.579,Utah,UT,Mapleton,146.2,146.8,,,,,,,100,,,,,,,,,,,,,,,,
11316,49,KC7WST,Open,On-Air,,,,40.015,-111.65,Utah,UT,Woodland Hills,448.8,449.8,,,,1,314901,,,,,,,,,,,,,,,,,,
283,49,WD7N,Open,On-Air,,,,40.1619,-111.603,Utah,UT,Springville,442.475,447.475,,,,,,,186.2,,,,,,,,,,,,,,,,
258,49,WB7REL,Open,Off-Air,,,,40.053,-111.674,Sevier,UT,"Salina, Beesting Peak",444.3,449.3,,,,,,,88.5,,,,,,,,,,,,,,,,
5505,49,NV7V,Open,On-Air,,,,40.0369,-111.721,Utah,UT,Payson,442,447,,,,,,,100,100,,,,,,,,,,,,,,,
222,49,WA7FFM,Open,On-Air,,,,40.248,-111.666,Utah,UT,"Provo, UVRMC",444.85,449.85,,,,,,,146.2,,,,,,,,,,,,,,,,
220,49,WA7FFM,Open,Other,,,,40.08919907,-111.8219986,Utah,UT,"Goshen, West Mountain",443.95,448.95,,,,,,,,,,,,,,,,,,,,,,,
282,49,N7IMF,Closed,On-Air,,,,40.3151,-111.696,Utah,UT,Orem,223.28,224.88,,,,,,,156.7,,,,,,,,,,,,,,,,
7950,49,KD7RBR,Open,On-Air,,,,40.2983,-111.719,Utah,UT,"Orem, Point of the Mountain",442.6,447.6,,,,,,,162.2,,,,,,,,,,,,,,,,
11817,49,K8BKT,Open,On-Air,,,,40.3641,-111.739,Utah,UT,Pleasant Grove,444.775,449.775,,,,,,,,,,,,,,,,,,,,,,,
15285,49,KB7YOT,Open,Other,,,,40.3641,-111.739,Utah,UT,Pleasant Grove,222.28,223.88,,,,,,,156.7,,,,,,,,,,,,,,,,
17113,49,K7UVA,Open,On-Air,,,,40.5329,-111.641,Utah,UT,"Alpine, Silver Lake Flat",443.225,448.225,,,,,,,100,,,,,,,,,,,,,,,,
15291,49,NT3ST,Open,On-Air,,,,40.38589859,-111.78299713,Utah,UT,"American Fork, KD7BBC QTH",442.975,447.975,,,,,,,,,,,,,,,,,,,,NT3ST (B),,,
13920,49,KX7VC,Open,On-Air,,,,40.4335,-111.79,Utah,UT,"Highland, KX7VC QTH",442.725,447.725,,,,,,,167.9,167.9,,,,,,,,,,,,,,,
18479,49,KE7NHU,Open,On-Air,,,,40.29299927,-111.88400269,Utah,UT,"Saratoga, Lake Mountain",442.425,447.425,,,,1,310237,,100,100,,,,,,,,,,,,,,,
17980,49,KI7USB,Open,On-Air,,,,40.3894,-111.849,Utah,UT,"Lehi, City Offices",443.925,448.925,,,,,,,100,,,,,,,,,,,,,,,,
70,49,K7UCS,Closed,On-Air,,,,40.26150131,-111.9280014,Utah,UT,"Provo, Lake Mountain",444.675,449.675,,,,,,,173.8,,,,,,,,,,,,,,,,
6812,49,KA7EGC,Open,Off-Air,,,,40.2617,-111.928,Utah,UT,"Provo, Lake Mountain",442.875,447.875,,,,,,,100,,,,,,,,,,,,,,,,
231,49,WA7GIE,Open,On-Air,,,,40.2617,-111.928,Utah,UT,"Provo, Lake Mountain",444.475,449.475,,,,,,,100,,,,,5620,,,,,,,,,,,
14332,49,KC7WSU,Open,Off-Air,,,,40.3916,-111.851,Utah,UT,Lehi,442.05,447.05,,,,1,,,,,,,,,,,,,,,,,,,
13090,49,KG7QWU,Open,On-Air,,,,40.3916,-111.851,Utah,UT,Lehi,443.875,448.875,,,,,,,,,,,,,,,,,,Open ↑,Open ↓,,,,
232,49,WA7GIE,Open,On-Air,,,,40.855,-111.48,Summit,UT,"Coalville, Lewis Peak",147.96,147.36,,,,,,,100,,,,,,,,,,,,,,,,
233,49,WA7GIE,Closed,On-Air,,,,40.85499954,-111.48000336,Summit,UT,"Coalville, Lewis Peak",443.65,448.65,,,,,,,,,,,,,,,,,,,,,,,
234,49,WA7GIE,Open,On-Air,,,,40.85499954,-111.48000336,Summit,UT,"Coalville, Lewis Peak",444.55,449.55,,,,,,,100,,,,,,,,,,,,,,,,
263,49,WB7TSQ,Open,Other,,,,40.85499954,-111.48000336,Summit,UT,"Coalville, Lewis Peak",443.9,448.9,,,,,,,,,,,,,,,,,,,,,,,
213,49,W7SP,Open,On-Air,,,,40.2822,-111.936,Utah,UT,"Provo, Lake Mountain",146.16,146.76,,,,,,,,,,,703269,3352,,,,,,,,,,,
219,49,W7WJC,Open,On-Air,,,,40.2825,-111.937,Utah,UT,"Provo, Lake Mountain",222.82,224.42,,,,,,,156.7,,,,,,,,,,,,,,,,
15101,49,K7UVA,Open,On-Air,,,,40.28290176,-111.93699646,Utah,UT,"Orem, Lake Mountain",146.18,146.78,,,,,,,100,,,,762028,,,,,,,,,,,,
16449,49,K7UVA,Open,On-Air,,,,40.2829,-111.937,Utah,UT,"Orem, Lake Mountain",222.96,224.56,,,,,,,100,,,,762028,,,,,,,,,,,,
68,49,K7UCS,Closed,Off-Air,,,,40.2831,-111.938,Utah,UT,"Provo, Lake Mountain",443.325,448.325,,,,,,,103.5,,,,,,,,,,,,,,,,
270,49,WX7Y,Open,On-Air,,,,40.2824,-111.949,Salt Lake,UT,"Draper, Lake Mountain",147.68,147.08,,,,,,,77,,,,64264,3270,,,,,,,,,,,
12981,31,W0EJL,Open,On-Air,,,,41.7817,-99.1332,Garfield,NE,Burwell,147.69,147.09,,,,,,,,,,,,,,,,,,,,,,,
18390,46,K0HS,Open,On-Air,,,,43.22800064,-103.47399902,Fall River,SD,"Hot Springs, City library/HSARC club house",449.7,444.7,,,,,,,146.2,146.2,,,,,,,,,,,,,,,
16145,31,NI0P,Open,On-Air,,,,40.8205986,-98.60009766,Hall,NE,Wood River,449.7,444.7,,,,,,,167.9,,,,,,,,,,,,,NI0P (B) Repeater,,,
8144,46,W0FUI,Open,On-Air,,,,43.4251,-103.484,Fall River,SD,Hot Springs,146.475,146.475,,,,,,,146.2,146.2,,,,7976,,,,,,,,,,,
3647,46,K0HS,Open,On-Air,,,,43.44250107,-103.45300293,Fall River,SD,"Hot Springs, Battle Mountain",146.1,146.7,,,,,,,146.2,146.2,,,,,,,,,,,,,,,
610,48,WA5CSF,Open,Off-Air,,,,35.667,-101.397,Hutchinson,TX,Borger,147.66,147.06,,,,,,,,,,,387265,,,,,,,,,,,,
10988,48,W5WDR,Open,On-Air,,,,35.6425,-101.395,Hutchinson,TX,Borger,147.6,147,,,,,,,88.5,88.5,,,,,,,,,21339,Open ↑,Open ↓,,,,
4351,40,W5HFZ,Open,Other,,,,36.8356,-99.6304,Harper,OK,Buffalo,51.11,52.81,,,,,,,131.8,,,,,,,,,,,,,,,,
4354,40,W5HFZ,Open,Other,,,,36.8406,-99.6268,Harper,OK,Buffalo,447.075,442.075,,,,,,,131.8,,,,,,,,,,,,,,,,
4352,40,W5HFZ,Open,Other,,,,36.83,-99.63,Harper,OK,Buffalo,144.53,145.13,,,,,,,131.8,,,,,,,,,,,,,,,,
4353,40,W5GPR,Open,Other,,,,36.7774,-99.6263,Harper,OK,Buffalo,147.72,147.12,,,,,,,203.5,,,,,,,,,,,,,,,,
542,48,W5WX,Open,On-Air,,,,35.3748,-101.883,Potter,TX,"Amarillo, KVII Tower (ABC 7)",146.34,146.94,,,,,,,,,,,,,,,,,,Open ↑,Open ↓,,,,
11215,48,KD5ROK,Open,On-Air,,,,35.4678,-101.348,Hutchinson,TX,"Borger, NW Well Field",145.53125,146.13125,,,,14,314848,,,,,,,,,,,,,,,,,,
1334,48,N5LTZ,Closed,Other,,,,35.9128,-100.382,Hemphill,TX,Canadian,448.75,443.75,,,,,,,,,,,,,,,,,,,,,,,
1500,48,N5LTZ,Open,On-Air,,,,35.5362,-100.96,Gray,TX,Pampa,449.4,444.4,,,,,,,88.5,,,,,,,,,,,,,,,,
518,48,W5TSV,Open,On-Air,,,,35.5083,-101.027,Gray,TX,Pampa,146.3,146.9,,,,,,,,,,,,,,,,,,,,,,,
88,35,KB5ZFA,Open,On-Air,,,,34.4717,-104.245,Debaca,NM,Fort Sumner,147.74,147.14,,,,,,,100,,,,,,,,,,,,,,,,
1454,48,N5LTZ,Open,On-Air,,,,35.23910141,-101.84700012,Potter,TX,Amarillo,449.2,444.2,,,,,,,88.5,88.5,,,,,,,,,,,,,,,
3052,48,KA3IDN,Open,On-Air,,,,35.2418,-101.813,Potter,TX,Amarillo,902.1625,927.1625,,,,,,,151.4,,,,361016,,,,,,,,,,,,
11383,48,KA3IDN,Open,On-Air,,,,35.222,-101.831,Potter,TX,Amarillo,449.9625,444.9625,,,,14,314812,,,,,,,,,,,,,,,,,,
14702,48,N5LUL,Open,On-Air,,,,35.222,-101.831,Potter,TX,Amarillo,446.65,441.65,,,,,,,127.3,,,,,,,,,,,,,,,,
13605,48,W5JTC,Open,On-Air,,,,35.222,-101.831,Potter,TX,Amarillo,449.3,444.3,,,,,,,,,,,,,,,,,21379,Open ↑,Open ↓,,,,
11328,48,WR9B,Open,On-Air,,,,35.222,-101.831,Randall,TX,Amarillo,446.375,441.375,,,,,,,88.5,,,,,,,,,,,,,,,,
534,48,N5LTZ,Open,Other,,,,35.22,-101.83,Randall,TX,Amarillo,146.32,146.92,,,,,,,,,,,,,,,,,,,,,,,
1260,48,N5LTZ,Closed,Other,,,,35.22000122,-101.83000183,Potter,TX,Amarillo,448.5,443.5,,,,,,,,,,,,,,,,,,,,,,,
438,48,N5ZLU,Open,On-Air,,,,35.22,-101.83,Randall,TX,Amarillo,146.14,146.74,,,,,,,88.5,,,,,,,,,,,,,,,,
395,48,W5WX,Open,On-Air,,,,35.1739,-101.954,Randall,TX,Amarillo,147.94,147.34,,,,,,,,,,,,,,,,,,Open ↑,Open ↓,,,,
1523,48,W5WX,Open,On-Air,,,,35.1739,-101.954,Randall,TX,Amarillo,449.475,444.475,,,,,,,,,,,,,,,,,,Open ↑,Open ↓,,,,
18004,48,,Open,On-Air,,,,35.1733,-101.863,Randall,TX,Amarillo,446.25,441.25,,,,,,,,,,,343516,,,,,,,,,,,,
217,48,KA5KQH,Open,Other,,,,35.6295,-100.547,Roberts,TX,Miami,144.51,145.11,,,,,,,88.5,,,,,,,,,,,,,,,,
1301,48,N5LTZ,Open,On-Air,,,,35.0001,-101.951,Randall,TX,Canyon,448.65,443.65,,,,,,,88.5,,,,,,,,,,,,,,,,
4578,40,W5GPR,Open,Other,,,,36.43450165,-99.51609802,Woodward,OK,"Woodward, airport",146.13,146.73,,,,,,,203.5,,,,,,,,,,,,,,,,
8917,48,KE5NCA,Open,On-Air,,,,35.0764,-100.893,Donley,TX,Clarendon,449.275,444.275,,,,,,,127.3,,,,,,,,,,,,,,,,
1512,48,N5LTZ,Closed,Other,,,,34.6826,-102.609,Parmer,TX,Black,449.425,444.425,,,,,,,,,,,,,,,,,,,,,,,
1549,48,N5LTZ,Open,On-Air,,,,34.7928,-101.547,Armstrong,TX,Wayside,449.575,444.575,,,,,,,88.5,,,,,,,,,,,,,,,,
4579,40,N5DFQ,Open,Off-Air,,,,36.43360138,-99.39040375,Woodward,OK,Woodward,447.2,442.2,,,,,,,88.5,,,,,,,,,,,,,,,,
4356,40,W5ALZ,Open,On-Air,,,,36.434,-99.39,Woodward,OK,Woodward,447.05,442.05,,,,,,,103.5,,,,,,,,,,,,,,,,
4538,40,K5GUD,Open,Other,,,,36.276,-99.3379,Woodward,OK,Sharon,147.915,147.315,,,,,,,,,,,,,,,,,,,,K5GUD (C) Repeater,,,
4537,40,K5GSM,Open,On-Air,,,,36.27,-99.33,Woodward,OK,Woodward,147.6,147,,,,,,,103.5,,,,,,,,,,,,,,,,
4536,40,K5GUD,Open,Off-Air,,,,36.27,-99.33,Woodward,OK,Sharon,146.025,146.625,,,,,,,88.5,,,,,,,,,,,,,,,,
4539,40,N5WO,Open,Other,,,,36.27,-99.33,Woodward,OK,Sharon,147.96,147.36,,,,,,,88.5,,,,,,,,,,,,,,,,
17812,48,KW5KW,Open,On-Air,,,,34.5509,-102.312,Castro,TX,"Dimmitt, White house on east side of road",449.7,444.7,,,,,,,110.9,110.9,,,,,,,,,,,,,,,
4458,40,K5GUD,Open,Other,,,,36.4351,-99.2048,Woodward,OK,Mooreland,449.275,444.275,,,,,,,,,,,,,,,,,,,,K5GUD (B),,,
