Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,WIRES-X,County,Op Status,Coverage,Sponsor,Affiliate,Features,Nets,Web links,Last update,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,On-air,Coordination,Uplink Tone,Downlink Tone,YSF Digital Enabled,DG-ID,Links,Grid,IRLP,EchoLink,AllStar,Commands,Notes,Local Network,Feed,Mixed-Mode,Analog Bandwidth,P-25 Digital Enabled,NAC,Default Reflector,Talkgroups,Southern Colorado,Devilshead Local,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Talkgroup Network,Rocky Mountain Wide,Central Regional,Northern Colorado Regional,NXDN Enabled,RAN,NXDN Bandwidth,Bandwidth,Eastern Colorado,Worldwide,North America,WW English FT,TAC 310,Local/Cluster,N. Colorado,TAC 311,Colorado,Colorado Chat,DCI Bridge,Mountain Reg USA,Worldwide English FT,Location Photo,Wyoming,WyLOCAL
145.235,-0.6,CC,N0SZ,"Colorado Springs, Almagre Mountain",CO,OPEN,,D,60.46,S,,08,17250,38.77199936,-104.99299622,145.235,144.635,,El Paso,On-Air,Wide area,RMHAM,,,,Rocky Mountain Ham Radio,2019-11-27,,,,1,7,310824,c Record retrieved from radioid.net,,,CCARC,,,,,,DM78MS,,,,,Voice ID is required for data/GPS/text on TG 705,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Eastern Colorado 2 705 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,
446.7375,-5,CC,K0RTS,"Genoa, Limon",CO,OPEN,,D,61.31,SE,,08,13581,39.27830124,-103.5,446.7375,441.7375,,Lincoln,On-Air,"I-70 H-40 H-287 Arriba, Genoa, Hugo, Limon 50 mile radius",K0RTS KC0VJD,RMHam,,,,2019-11-27,,,,1,8,310829,RMHAM c Record retrieved from radioid.net,,,CCARC,,,,,,,,,,,Colorado on TG700 Slot 1 Denver on TG720 Slot 2,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Central Regional 2 720 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,
447.65,-5.1,103.5,KC0VJD,"Limon, Cedar Point",CO,OPEN,,,61.31,SE,,08,18718,39.374653,-103.8021,447.65,442.6,,Lincoln,Testing,"Limon, Agate, Hugo, Genoa, Deer Trail, Simla,",Delbert Noakes (KC0VJD),,,,,2020-05-07,,,,,,,,,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,123,K0UPS,Cedar Point,CO,OPEN,EI,,61.46,SE,Node Offline,08,9583,39.37030029,-103.8010025,449.25,444.25,,Elbert,On-Air,"I-70 Limon, Co area.",K0UPS Club c/o N1UPS,,Full duplex node.,,,2020-04-23,,,,,,,,,,CCARC,123,123,,,,DM89CI,3349,3349,,** [StarStar] Prefix for Echolink Node.,"K0UPS Buster Brown Radio Club. North West of Limon, Colorado.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,123,KC0RBT,Fort Collins,CO,OPEN,E,,61.63,NNW,ON - IDLE,08,276,40.51530075,-105.14700317,447.45,442.45,,Larimer,On-Air,,,,,,,2020-03-22,,,,,,,,,,CCARC,123,123,,,,,,447450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC,N0AOL,Fort Collins,CO,OPEN,,D,61.63,NNW,,08,8505,40.51530075,-105.14700317,446.7375,441.7375,,Larimer,On-Air,Wide area: North Front Range.,N0AOL - NoCo C-Bridge Network,,DMR-MARC World Wide Network,"DMR World Wide Net: Sat at 10:00. TS 1 Group Call 1 http://www.dmr-marc.net/ Tac 310 Net: Sun at 18:00, TS 1 Group Call 310 .",http://nocodmr.kt0l.net:8080/nocodmr/documentation.htm,2019-11-27,,,,1,2,310803,NoCo c Record retrieved from radioid.net,,,CCARC,,,,,,DN70KM,,,,,Repeater ID: 310803,,,,,,,,"Open Talkgroup View Assignment TS TG Access Worldwide 1 1 North America 1 3 WW English FT 1 13 TAC 310 1 310 Local/Cluster 2 2 N. Colorado 2 3171 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,,,,,,,,1,1,1,1,2,2,,,,,,,,,
146.7,-0.6,107.2,WB0QMR,Breckenridge,CO,OPEN,I,,61.75,W,,08,23,39.4817009,-106.03800201,146.7,146.1,,Summit,On-Air,,GRARC,,E-power.,,,2013-01-07,,,,,,,,,,CCARC,107.2,,,,,,3972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,88.5,KB0VJJ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,62.13,S,,08,37,38.74520111,-104.86199951,145.13,144.53,,El Paso,On-Air,Wide area: South toward Pueblo and north to Monument. Decent coverage to the east. Little coverage to the west.,Colorado Connection,,9,Colorado Traffic Net: Daily at 19:00. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00. Colorado Preparedness Net: Sat at 09:30,,2020-05-27,,,,,,,,,,CCARC,88.5,123,,,Full-time to the Colorado Connection System .,,,,,,Linked into the Colorado Connection System,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,S,62.14,S,,08,8087,38.74509811,-104.86199951,446.9125,441.9125,,El Paso,On-Air,,Cheyenne Mountain Repeater Group (CMRG),,,,,2019-12-28,1,KC0CVU (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,This DStar repeater is up but not truly functional. It serves as a local repeater presently as it is not connected to the internet for now.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0625,-5,CC,N0SZ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,D,62.14,S,"Welcome to The RMHAM DMR Machine, located on Cheyenne Mountain above Colorado Springs This machine sits atop Cheyenne Mountain overlooking Colorado Springs and Pueblo. The talkgroups that are setup on this system are the Fun Machine Analog transcoded and statically linked on TS1 as TG310815. At this time TS2 will carry TG3108 and 3740 statically and the following are all PTTable with a 15 minute activity timeout (310,31079,31080,31082,31083,31084,31085,31086,31088,310895,311,312,31200,31203,313,31327,314,3140,31400,31408,3148,315,31563,316,31600,31601,31602,31603,31604,31605,31606,31607,31608,31609,31623,31648,31652,317,318,319,3740,91,9112,93). No other TGs are PTTable from this system unless they are enabled. If you have a specific TG that would would like added to TS2 as a PTT TG please let me know and I will consider adding it.",08,12355,38.74509811,-104.86199951,445.0625,440.0625,,El Paso,On-Air,,Rocky Mountain Ham Radio,N0SZ Colorado Springs Brandmeister,Rocky Mountain Ham Radio Brandmeister Sites,,,2019-11-27,,,,1,1,310857,RMHAM c Record retrieved from radioid.net,,,CCARC,,,,,,,,,,,"This machine sits atop Cheyenne Mountain overlooking Colorado Springs and Pueblo. The talkgroups that are setup on this system are the Fun Machine Analog transcoded and statically linked on TS1 as TG310815. At this time TS2 will carry TG3108 statically and the following are all PTTable with a 15 minute activity timeout (310,31079,31080,31082,31083,31084,31085,31086,31088,311,312,31200,31203,313,31327,314,3140,31400,31408, 3148,315,31563,316,31600,31601,31602,31603,31604,31605,31606,31607,31608,31609,31623,31648,31652,317,318,319,3740,91,9112,93). No other TGs are PTTable from this system unless they are enabled. If you have a specific TG that would would like added to TS2 as a PTT TG please let me know and I will consider adding it.",,,,,,,,"Open Talkgroup View Assignment TS TG Access TAC 310 2 310 PTT TAC 311 2 311 PTT Colorado 2 3108 Full-Time Colorado Chat 2 31080 PTT function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,,,
53.13,-1.7,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,62.14,S,,08,8158,38.74499893,-104.86199951,53.13,51.43,,El Paso,On-Air,"Denver to Pueblo, CO",Cheyenne Mountain Repeater Group (CMRG),,,,http://www.cmrg.org,2020-04-23,,,,,,,,,,CCARC,107.2,107.2,,,,DM78NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.85,-25,D114,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,62.14,S,,08,7171,38.74499893,-104.86199951,927.85,902.85,,Teller,On-Air,,CMRG,,9,,http://www.cmrg.org,2017-03-09,,,,,,,,,,CCARC,D114,,,,"Full-time to 147.34500 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 448.10000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",DM78NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.385,-0.6,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,S,62.18,S,,08,8088,38.74449921,-104.86199951,145.385,144.785,,El Paso,Testing,Wide area,Cheyenne Mountain Repeater Group (CMRG),,,,http://www.cmrg.org,2020-03-26,1,KC0CVU (C) Repeater,jfindu lookup / dstar-users lookup,,,,,,,CCARC,,,,,,DM78NR,,,,,"This repeater is operational and linked to XRF720. Currently, INBOUND traffic is making it in but OUTBOUND traffic is not getting to the gateway or reflector. We hope to have this resolved soon.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,CC,W0DMR,"Fort Collins, Timnath",CO,OPEN,,D,62.28,N,,08,12562,40.54460144,-104.94400024,147.39,147.99,,Larimer,On-Air,"Fort Collins east side, into Red Feather Lakes area.",KT0L - NoCo C-Bridge Network,,,Tac 310 Net: Sun at 18:00.,Documentation,2019-11-27,,,,1,2,310822,NoCO c Record retrieved from radioid.net,,,CCARC,,,,,,,,,,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access TAC 310 1 310 DCI Bridge 1 3100 N. Colorado 1 3171 Mountain Reg USA 1 3177 Local/Cluster 2 2 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,,,,,,,,,,,1,2,1,,,,1,1,,,,
146.76,-0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,62.66,S,,08,41,38.73720169,-104.8809967,146.76,146.16,,El Paso,On-Air,,Cheyenne Mountain Repeater Group,,"Closed autopatch, e-power.",,,2018-01-15,,,,,,,,,,CCARC,107.2,107.2,,,,DM78NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,62.66,S,,08,53,38.73720169,-104.8809967,448.1,443.1,,El Paso,On-Air,Wide area.,,,"Closed autopatch, e-power.",,CMRG Repeaters,2018-01-15,,,,,,,,,,CCARC,107.2,107.2,,,"Full-time to 927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",DM78NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,62.66,S,,08,269,38.73720169,-104.8809967,448,443,,El Paso,On-Air,,,,,,CMRG Repeaters,2018-01-15,,,,,,,,,,CCARC,107.2,,,,,DM78NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,I,,62.66,S,,08,47,38.73720169,-104.87999725,147.345,147.945,,El Paso,On-Air,Wide area.,,,"Closed autopatch, e-power.",,http://www.cmrg.org/,2018-01-15,,,,,,,,,,CCARC,107.2,107.2,,,"Full-time to 927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO . Full-time to the Cheyenne Mtn Repeater Group System .",DM78NR,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,107.2,W0CRA,"Colorado Springs, Cheyenne Mountain",CO,OPEN,EI,,62.66,S,ON - IDLE,08,38,38.73720169,-104.87999725,145.16,144.56,,El Paso,On-Air,"Wide area: Colorado Springs, Pueblo, and other areas of southeast and south central Colorado.",Colorado Repeater Association,CRA VHF Link System,"Closed autopatch, e-power.",,http://www.w0cra.org/info/cosprgs.html#145160,2017-11-13,,,,,,,,,,CCARC,107.2,107.2,,,"Full-time to 145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO . Full-time to 147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,3990,347086,,,Switch to this repeater at mile marker 170 on I-25.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,K7PFJ,"Granby, Mt Chauncey",CO,OPEN,,D,63.1,WNW,,08,15899,40.08610153,-105.93900299,446.875,441.875,,Clear Creek,On-Air,,,RMHAM,,,http://www.rmham.org,2019-11-27,,,,1,7,310838,RMHAM c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,KA0YDW,Granby,CO,OPEN,,,63.1,WNW,,08,145,40.08610153,-105.93900299,146.82,146.22,,Grand,,,GCARA,,E-power.,,,2014-09-06,,,,,,,,,Unknown,CCARC,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.75,-5,CC,K7PFJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,D,63.59,NNW,,08,8715,40.53879929,-105.17900085,446.75,441.75,,Larimer,On-Air,,Rocky Mountain Ham Radio,,,,http://www.rmham.org,2019-12-09,,,,1,7,310814,RMHR c Record retrieved from radioid.net,,,CCARC,,,,,Full-time to the Colorado TRBO System .,,,,,,See website for complete info on color codes/time slot assignment.,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Northern Colorado Regional 2 721 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,CC,KB0VGD,"Fort Collins, Horsetooth Mountain",CO,OPEN,,D,63.59,NNW,"KB0VGD Marcos 2M Horsetooth Horsetooth Mtn VHF, Wide area coverage. Please use ONLY TG 310831, TG 3171, TG 3108, and TG 2 (Local 2) on Time Slot 2 (TS2). ALL OTHER TG connections will be directed to Time Slot 1 (TS1).",08,14274,40.53879929,-105.17900085,145.265,144.665,,Larimer,On-Air,Northern Colorado Front Range Wide Area coverage.,W0DMR - NoCo C-bridge Network,Brandmeister Network,,,http://www.w0dmr.org/,2019-11-27,,,,1,2,310831,DMR-Plus c Record retrieved from radioid.net,,,CCARC,,,,,,,,,,"Repeater ID: 310831, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.","Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,,,,,,,"Open Talkgroup View Assignment TS TG Access Worldwide English FT 1 91 Full-Time North America 1 93 Full-Time DCI Bridge 1 3100 Full-Time Local/Cluster 2 2 Colorado 2 3108 Full-Time N. Colorado 2 3171 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,BrandMeister US,,,,,,,,,,1,,,2,2,,2,,1,,1,,,
447.4,-5,67,WB0WDF,Cripple Creek,CO,OPEN,,,63.78,SSW,,08,66,38.74670029,-105.1780014,447.4,442.4,,Teller,On-Air,,WB0WDF,,"E-power, Solar, Remote Base",,,2012-06-15,,,,,,,,,,CCARC,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,107.2,NX0G,Cripple Creek,CO,OPEN,,,63.79,SSW,,08,65,38.7466011,-105.1780014,147.015,147.615,,Teller,On-Air,,Mountain ARC,,E-power.,MARC/PCRC: Tue at 19:30.,,2016-11-17,,,,,,,,,,CCARC,107.2,,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,67,WB0WDF,Cripple Creek,CO,OPEN,,,63.79,SSW,,08,64,38.7466011,-105.1780014,145.46,144.86,,Teller,On-Air,,WB0WDF,RGARC,"E-power, 100% Solar",,,2012-06-15,,,,,,,,,,CCARC,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,E,,63.87,NNW,ON - IDLE,08,123,40.53969955,-105.19599915,145.115,144.515,,Larimer,On-Air,Wide area.,Northern Colorado ARC,,7,,,2016-10-25,,,,,,,,,,CCARC,100,100,,,,DN70JM,,4236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,,63.87,NNW,,08,126,40.53969955,-105.19599915,447.275,442.275,,Larimer,On-Air,Wide area.,Northern Colorado ARC,,"Closed autopatch, e-power.",,,2020-01-23,,,,,,,,,,CCARC,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.52,-1.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,,63.87,NNW,,08,275,40.53969955,-105.19599915,224.52,222.92,,Larimer,On-Air,,Northern Colorado ARC,,E-power.,,,2018-03-21,,,,,,,,,,CCARC,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,,64.74,N,,08,125,40.57080078,-105.07700348,147.36,147.96,,Larimer,On-Air,Map,CO State Univ ARC,,Closed autopatch.,,,2017-03-11,,,,,,,,,,CCARC,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,82.5,N6RFI,"Severance, Cactus Hill",CO,OPEN,,,64.75,N,,08,8188,40.58100128,-104.90599823,447.2,442.2,,Weld,On-Air,,N6RFI,,,,,2017-03-11,,,,,,,,,,CCARC,82.5,,,,,DN70NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,103.5,WC3W,Grand Lake,CO,OPEN,A,,64.96,NW,,08,18131,40.23920059,-105.84700012,449.425,444.425,,Clear Creek,On-Air,"Grand Lake, CO",,,,Sunday and Tuesday nights at 7 PM MT,,2019-09-21,,,,,,,,,,,103.5,103.5,,,,,,,45202,,Linked to the Allstar Florida Hub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,100,KB0SRJ,"Colorado Springs, ~2 mi ENE USAFA North Gate",CO,OPEN,,Y,65.22,S,,08,39,38.70000076,-104.90000153,145.265,144.665,,El Paso,On-Air,Local. Good coverage of I25 corridor from Baptist Rd south to Fort Carson.,Pikes Peak FM Association (http://PPFMA.ORG),,,,PPFMA Repeaters,2019-03-07,,,,,,,,,,CCARC,,,1,Open ↑ / Open ↓,,DM78NQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,D,65.33,N,,08,18416,40.57759857,-105.09300232,446.7625,441.7625,,Larimer,On-Air,,RMHAM,CSUARC,,Red Cross Net on Wide - Third Thursday of the month at 1900 Tech Net on Wide - First Saturday of the month at 1900,https://www.rmham.org/wordpress/dmr-radio-site-information/,2020-02-10,,,,1,8,,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,D,65.33,N,,08,18417,40.57759857,-105.09300232,446.7625,441.7625,,Larimer,On-Air,,RMHAM,CSUARC,,Red Cross Net on Wide - Third Thursday of the month at 1900 Tech Net on Wide - First Saturday of the month at 1900,https://www.rmham.org/wordpress/dmr-radio-site-information/,2020-02-10,,,,1,8,,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,S,65.34,N,,08,8901,40.57770157,-105.09300232,446.8125,441.8125,,Larimer,On-Air,Fort Collins Local Area,W0QEY CSU,,D-Star Gateway,,,2017-05-31,1,W0QEY (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,CCARC,,,,,,DN70KN,,,,,Free Star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,CC,W0DMR,"Fort Collins, Timnath",CO,OPEN,,D,65.65,N,"Rick KT0L Repeater Ft Collins, CO (Limited coverage)",08,10995,40.59379959,-104.9260025,446.775,441.775,,Larimer,On-Air,"Fort Collins east side, into Red Feather Lakes area.",W0DMR - NoCo C-bridge Network,Brandmeister Network,,,W0DMR,2019-11-27,,,,1,2,310806,NoCO c Record retrieved from radioid.net,,,CCARC,,,,,,DN70MO,,,,"Repeater ID: 310806, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.","Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,,,,,,,"Open Talkgroup View Assignment TS TG Access Worldwide English FT 1 91 Full-Time North America 1 93 Full-Time DCI Bridge 1 3100 Full-Time Local/Cluster 2 2 Colorado 2 3108 Full-Time N. Colorado 2 3171 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,BrandMeister US,,,,,,,,,,1,,,2,2,,2,,1,,1,,,
449.85,-5,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,,65.79,N,,08,124,40.58530045,-105.08399963,449.85,444.85,,Larimer,On-Air,Map,CO State Univ ARC,,Closed autopatch.,,,2012-11-16,,,,,,,,,,CCARC,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.95,-25,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,,65.79,N,,08,3592,40.58530045,-105.08399963,927.95,902.95,,Larimer,On-Air,Northern Front Range,,,,,,2019-09-01,,,,,,,,,,CCARC,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC,N0SZ,"Fairplay, Badger",CO,OPEN,,D,66.33,SW,,08,12698,39.0469017,-105.87000275,446.7625,441.7625,,Park,On-Air,,K7PFJ,RMHAM,,,,2019-11-27,,,,1,7,310827,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Central Regional 2 720 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,
447.125,-5,103.5,AA0BF,"Fairplay, Sacramento Mountain",CO,OPEN,A,,70.19,WSW,,08,5336,39.20999908,-106.08699799,447.125,442.125,,Park,On-Air,"Covers Fairplay, Alma, and western South Park.",AA0BF,"Park County Radio Club, AB0PC",Emergency automatic generator.,"When connected to AB0PC - Bailey: ARES Mon 19:00, Park County Radio Club Wed 19:30.",,2019-03-08,,,,,,,,,,CCARC,103.5,103.5,,,,DM69wf,,,45840,,"Normally linked via Allstar to 45835 - AB0PC, Bailey, CO.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,,70.52,NNW,,08,5853,40.61109924,-105.3239975,447.7,442.7,,Larimer,On-Air,Wide Area Coverage,Northern Colorado Amateur Radio Club,,,,http://ncarc.net/,2014-09-02,,,,,,,,,,,100,100,,,"Linkable to 146.85000 (W0UPS) at Greeley, UNC, CO . Linkable to 146.62500 (W0UPS) at Fort Collins, Buckhorn Mountain, CO . Full-time to 224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.875,-25.9,,KI0HC,"Fort Collins, Buckhorn Mountain",CO,OPEN,,,70.95,NNW,,08,18424,40.61669922,-105.32800293,927.875,902.025,,Larimer,On-Air,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",RM Ham,,,,,2020-01-01,,,,,,,,,,CCARC,,,,,Full-time to the The 900 P25 Network System .,,,,,,,,,,,1,293,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.2,-5,CC,N0SZ,"Fort Collins, Buckhorn Mountain",CO,OPEN,,D,70.96,NNW,,08,18418,40.61700058,-105.32700348,445.2,440.2,,Larimer,On-Air,,RMHAM,,,Red Cross Net on Wide - Third Thursday of the month at 1900 Tech Net on Wide - First Saturday of the month at 1900,https://www.rmham.org/wordpress/dmr-radio-site-information/,2019-12-28,,,,1,7,,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.625,-0.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,,70.96,NNW,,08,246,40.61700058,-105.32700348,146.625,146.025,,Larimer,On-Air,Wide area: Northern front range.,Northern Colorado ARC,,E-power.,,,2017-03-11,,,,,,,,,,CCARC,100,100,,,"Linkable to 146.85000 (W0UPS) at Greeley, UNC, CO . Linkable to 224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",DN70IO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
